x,y,z
556.1746,18.94703,659.3029
556.1561,18.94787,659.2906
556.1376,18.94871,659.2784
556.1191,18.94954,659.2662
556.1006,18.95038,659.254
556.0821,18.9512,659.2418
556.0636,18.95203,659.2297
556.045,18.95285,659.2175
556.0265,18.95367,659.2053
556.0079,18.95448,659.1932
555.9893,18.9553,659.1811
555.9708,18.9561,659.1689
555.9522,18.95691,659.1569
555.9336,18.95771,659.1448
555.915,18.95851,659.1327
555.8964,18.9593,659.1206
555.8778,18.96009,659.1086
555.8593,18.96088,659.0965
555.8409,18.96168,659.0844
555.8225,18.96248,659.0721
555.8042,18.96329,659.0597
555.7859,18.9641,659.0472
555.7677,18.96492,659.0347
555.7496,18.96575,659.022
555.7314,18.96658,659.0092
555.7134,18.96742,658.9963
555.6954,18.96827,658.9834
555.6776,18.96912,658.9703
555.6596,18.96998,658.9572
555.6417,18.97084,658.9438
555.624,18.97172,658.9304
555.6062,18.97259,658.9169
555.5886,18.97347,658.9033
555.571,18.97436,658.8897
555.5537,18.97524,658.8762
555.5364,18.97613,658.8625
555.5192,18.97702,658.8487
555.502,18.97792,658.8348
555.4848,18.97882,658.8209
555.4677,18.97973,658.8069
555.4507,18.98064,658.7928
555.4337,18.98156,658.7784
555.4167,18.98248,658.7642
555.3999,18.98341,658.7498
555.3831,18.98435,658.7354
555.3663,18.98529,658.7208
555.3495,18.98624,658.7061
555.3328,18.98719,658.6913
555.3162,18.98814,658.6765
555.2996,18.98911,658.6615
555.283,18.99007,658.6465
555.2668,18.99103,658.6316
555.2506,18.99198,658.6166
555.2346,18.99295,658.6016
555.2185,18.99392,658.5867
555.2025,18.99489,658.5714
555.1865,18.99586,658.5563
555.1706,18.99685,658.5409
555.1547,18.99783,658.5255
555.1388,18.99882,658.51
555.123,18.99981,658.4944
555.1072,19.00081,658.4788
555.0915,19.00182,658.463
555.0758,19.00283,658.4473
555.0602,19.00384,658.4314
555.0446,19.00486,658.4155
555.029,19.00588,658.3994
555.0135,19.0069,658.3833
554.9981,19.00793,658.3672
554.983,19.00894,658.3513
554.968,19.00996,658.3353
554.9528,19.01097,658.3192
554.9379,19.012,658.303
554.9229,19.01303,658.2868
554.9081,19.01406,658.2706
554.8932,19.0151,658.2543
554.8782,19.01613,658.2378
554.8636,19.01718,658.2213
554.8487,19.01822,658.2048
554.8339,19.01927,658.1881
554.8193,19.02033,658.1714
554.8046,19.02139,658.1547
554.79,19.02245,658.1378
554.7755,19.02351,658.1209
554.7609,19.02458,658.104
554.7463,19.02565,658.0869
554.732,19.02672,658.0699
554.7178,19.02777,658.0532
554.7038,19.02883,658.0363
554.6898,19.02989,658.0194
554.6757,19.03096,658.0024
554.6617,19.03203,657.9853
554.6477,19.0331,657.9683
554.6338,19.03417,657.951
554.6199,19.03525,657.9338
554.6061,19.03633,657.9166
554.5922,19.03741,657.8992
554.5784,19.0385,657.8818
554.5647,19.03959,657.8643
554.551,19.04068,657.8469
554.5373,19.04177,657.8292
554.5236,19.04287,657.8116
554.5099,19.04397,657.7939
554.4964,19.04507,657.7762
554.4828,19.04618,657.7584
554.4695,19.04726,657.7408
554.4563,19.04836,657.7233
554.4431,19.04944,657.7057
554.4299,19.05054,657.688
554.4168,19.05163,657.6703
554.4037,19.05273,657.6526
554.3906,19.05383,657.6348
554.3776,19.05493,657.6169
554.3646,19.05604,657.599
554.3516,19.05714,657.581
554.3386,19.05825,657.563
554.3256,19.05936,657.545
554.3127,19.06048,657.5269
554.2998,19.06159,657.5087
554.287,19.06271,657.4905
554.2742,19.06383,657.4722
554.2614,19.06495,657.454
554.2485,19.06608,657.4356
554.236,19.0672,657.4173
554.2235,19.0683,657.3992
554.2111,19.06941,657.3811
554.1986,19.07052,657.3629
554.1862,19.07164,657.3447
554.1738,19.07275,657.3264
554.1615,19.07387,657.3081
554.1492,19.07498,657.2897
554.1369,19.0761,657.2714
554.1246,19.07722,657.2529
554.1124,19.07835,657.2344
554.1002,19.07947,657.2159
554.088,19.0806,657.1973
554.0758,19.08172,657.1788
554.0636,19.08285,657.1602
554.0515,19.08398,657.1414
554.0394,19.08512,657.1227
554.0273,19.08625,657.1039
554.0152,19.08738,657.0851
554.0032,19.08851,657.0664
553.9915,19.08963,657.0478
553.9797,19.09075,657.0292
553.968,19.09187,657.0105
553.9562,19.09299,656.9918
553.9445,19.09412,656.9731
553.9328,19.09524,656.9544
553.9211,19.09637,656.9357
553.9095,19.09749,656.9169
553.8978,19.09862,656.898
553.8862,19.09975,656.8791
553.8747,19.10088,656.8602
553.8631,19.10201,656.8412
553.8515,19.10314,656.8223
553.84,19.10427,656.8032
553.8286,19.10541,656.7842
553.817,19.10654,656.7651
553.8055,19.10768,656.746
553.7941,19.10881,656.7269
553.7827,19.10995,656.7078
553.7715,19.11107,656.6888
553.7603,19.1122,656.6698
553.749,19.11332,656.6508
553.7378,19.11444,656.6317
553.7267,19.11557,656.6127
553.7155,19.1167,656.5936
553.7043,19.11782,656.5745
553.6933,19.11894,656.5554
553.6822,19.12007,656.5362
553.6711,19.1212,656.517
553.66,19.12233,656.4979
553.649,19.12346,656.4786
553.638,19.12458,656.4593
553.627,19.12571,656.44
553.616,19.12684,656.4207
553.605,19.12797,656.4014
553.5941,19.1291,656.382
553.5831,19.13024,656.3626
553.5722,19.13136,656.3431
553.5613,19.1325,656.3237
553.5506,19.13362,656.3045
553.5399,19.13473,656.2852
553.5291,19.13585,656.2659
553.5184,19.13697,656.2466
553.5077,19.13809,656.2272
553.497,19.13921,656.2079
553.4863,19.14033,656.1885
553.4756,19.14145,656.1691
553.465,19.14257,656.1497
553.4543,19.14369,656.1302
553.4438,19.14481,656.1108
553.4332,19.14593,656.0912
553.4226,19.14705,656.0717
553.412,19.14817,656.0522
553.4015,19.14929,656.0327
553.3909,19.15041,656.0131
553.3804,19.15153,655.9935
553.3699,19.15265,655.9739
553.3594,19.15377,655.9543
553.3489,19.15488,655.9346
553.3386,19.15599,655.9152
553.3281,19.1571,655.8957
553.3179,19.15821,655.8762
553.3074,19.15932,655.8566
553.2972,19.16043,655.837
553.2869,19.16153,655.8174
553.2764,19.16264,655.7979
553.2662,19.16375,655.7783
553.2559,19.16485,655.7586
553.2457,19.16596,655.739
553.2354,19.16706,655.7193
553.2251,19.16817,655.6997
553.2149,19.16928,655.6801
553.2047,19.17038,655.6603
553.1945,19.17148,655.6406
553.1843,19.17258,655.6208
553.174,19.17368,655.6011
553.1639,19.17479,655.5814
553.1537,19.17589,655.5616
553.1435,19.17698,655.5419
553.1334,19.17808,655.5222
553.1234,19.17917,655.5026
553.1133,19.18027,655.4828
553.1032,19.18135,655.4631
553.0931,19.18245,655.4434
553.0831,19.18354,655.4237
553.073,19.18462,655.4039
553.0629,19.18571,655.3841
553.0529,19.1868,655.3644
553.043,19.18789,655.3446
553.033,19.18897,655.3248
553.0229,19.19005,655.3051
553.013,19.19114,655.2853
553.003,19.19222,655.2654
552.993,19.1933,655.2457
552.983,19.19438,655.2259
552.9731,19.19546,655.206
552.9631,19.19653,655.1862
552.9532,19.19761,655.1664
552.9432,19.19868,655.1465
552.9333,19.19976,655.1267
552.9234,19.20083,655.1068
552.9136,19.2019,655.087
552.9037,19.20297,655.0673
552.8937,19.20403,655.0474
552.8839,19.2051,655.0275
552.874,19.20617,655.0077
552.8641,19.20723,654.9878
552.8543,19.20829,654.968
552.8445,19.20935,654.9481
552.8346,19.21041,654.9282
552.8248,19.21147,654.9084
552.8149,19.21252,654.8885
552.8051,19.21358,654.8686
552.7953,19.21463,654.8488
552.7855,19.21568,654.8289
552.7757,19.21673,654.809
552.7659,19.21778,654.7891
552.7561,19.21882,654.7692
552.7463,19.21987,654.7495
552.7365,19.22091,654.7295
552.7267,19.22196,654.7096
552.7169,19.223,654.6896
552.7071,19.22404,654.6697
552.6973,19.22508,654.6498
552.6876,19.22611,654.6299
552.6777,19.22715,654.6099
552.668,19.22818,654.5901
552.6581,19.22921,654.5701
552.6484,19.23024,654.5502
552.6387,19.23127,654.5303
552.6289,19.23229,654.5104
552.6191,19.23331,654.4905
552.6094,19.23433,654.4706
552.5996,19.23535,654.4508
552.5899,19.23637,654.4309
552.5801,19.23738,654.411
552.5704,19.2384,654.3912
552.5607,19.23941,654.3713
552.551,19.24041,654.3514
552.5411,19.24142,654.3315
552.5314,19.24244,654.3115
552.5215,19.24344,654.2916
552.5117,19.24445,654.2717
552.502,19.24545,654.2517
552.4922,19.24645,654.2318
552.4824,19.24745,654.2119
552.4727,19.24844,654.1918
552.4628,19.24944,654.172
552.4531,19.25042,654.152
552.4434,19.25142,654.1321
552.4335,19.2524,654.1123
552.4238,19.25338,654.0924
552.414,19.25436,654.0726
552.4042,19.25534,654.0527
552.3944,19.25631,654.0328
552.3846,19.25729,654.0131
552.3749,19.25826,653.9932
552.3652,19.25922,653.9734
552.3554,19.26019,653.9536
552.3455,19.26116,653.9337
552.3356,19.26213,653.9136
552.3257,19.26309,653.8937
552.3159,19.26406,653.8737
552.306,19.26502,653.8538
552.2962,19.26597,653.8339
552.2863,19.26693,653.8139
552.2764,19.26788,653.7941
552.2665,19.26883,653.7741
552.2567,19.26977,653.7543
552.2467,19.27072,653.7345
552.2369,19.27166,653.7147
552.227,19.27259,653.6948
552.2171,19.27353,653.675
552.2073,19.27445,653.6553
552.1973,19.27538,653.6355
552.1874,19.2763,653.6157
552.1776,19.27722,653.596
552.1676,19.27814,653.5763
552.1577,19.27905,653.5566
552.1477,19.27998,653.5366
552.1376,19.2809,653.5167
552.1276,19.28181,653.4968
552.1176,19.28272,653.4769
552.1075,19.28363,653.457
552.0975,19.28454,653.4373
552.0874,19.28544,653.4174
552.0773,19.28633,653.3976
552.0673,19.28723,653.3777
552.0573,19.28812,653.358
552.0471,19.28901,653.3383
552.037,19.28989,653.3186
552.027,19.29077,653.2989
552.0169,19.29164,653.2793
552.0068,19.29251,653.2596
551.9967,19.29338,653.24
551.9866,19.29425,653.2204
551.9765,19.29511,653.2008
551.9664,19.29596,653.1813
551.9561,19.29683,653.1616
551.9458,19.29769,653.1417
551.9355,19.29855,653.1219
551.9252,19.2994,653.1022
551.9149,19.30025,653.0823
551.9045,19.3011,653.0626
551.8942,19.30194,653.043
551.8839,19.30278,653.0233
551.8735,19.30362,653.0035
551.8632,19.30445,652.984
551.8528,19.30527,652.9644
551.8423,19.30609,652.9448
551.832,19.30691,652.9253
551.8216,19.30772,652.9058
551.8112,19.30853,652.8864
551.8008,19.30933,652.8669
551.7903,19.31013,652.8475
551.7799,19.31092,652.8282
551.7695,19.31171,652.8088
551.759,19.3125,652.7893
551.7483,19.3133,652.7696
551.7375,19.31409,652.7499
551.7269,19.31488,652.7303
551.7162,19.31566,652.7108
551.7054,19.31644,652.6912
551.6947,19.31721,652.6717
551.684,19.31798,652.6522
551.6732,19.31874,652.6328
551.6625,19.3195,652.6133
551.6517,19.32025,652.594
551.6409,19.321,652.5746
551.6301,19.32174,652.5554
551.6193,19.32248,652.5361
551.6085,19.32321,652.5169
551.5977,19.32393,652.4977
551.5868,19.32465,652.4786
551.5759,19.32537,652.4595
551.5651,19.32608,652.4404
551.554,19.3268,652.421
551.5428,19.32751,652.4016
551.5316,19.32823,652.3822
551.5204,19.32893,652.3628
551.5092,19.32963,652.3435
551.498,19.33032,652.3242
551.4868,19.33101,652.305
551.4755,19.33169,652.2858
551.4642,19.33237,652.2667
551.453,19.33304,652.2476
551.4417,19.3337,652.2285
551.4304,19.33436,652.2095
551.4191,19.33501,652.1906
551.4077,19.33566,652.1716
551.3964,19.3363,652.1528
551.385,19.33693,652.134
551.3736,19.33756,652.1152
551.3622,19.33818,652.0966
551.3506,19.3388,652.0776
551.3388,19.33943,652.0585
551.327,19.34005,652.0394
551.3152,19.34066,652.0203
551.3034,19.34126,652.0013
551.2915,19.34186,651.9824
551.2797,19.34245,651.9635
551.2678,19.34304,651.9447
551.2559,19.34362,651.9259
551.244,19.34419,651.9072
551.2321,19.34475,651.8885
551.2201,19.34531,651.87
551.2081,19.34586,651.8514
551.1961,19.3464,651.833
551.1841,19.34693,651.8146
551.1721,19.34746,651.7962
551.16,19.34798,651.778
551.1479,19.3485,651.7597
551.1355,19.34902,651.741
551.123,19.34953,651.7223
551.1105,19.35004,651.7037
551.0979,19.35054,651.6851
551.0853,19.35103,651.6666
551.0728,19.35151,651.6482
551.0601,19.35199,651.6298
551.0474,19.35245,651.6116
551.0348,19.35291,651.5933
551.0221,19.35336,651.5752
551.0094,19.35381,651.5571
550.9966,19.35424,651.5391
550.9838,19.35466,651.5211
550.9711,19.35508,651.5032
550.9583,19.35549,651.4854
550.9454,19.35589,651.4677
550.9326,19.35628,651.4501
550.9193,19.35667,651.432
550.9059,19.35706,651.4139
550.8925,19.35744,651.3959
550.8791,19.35781,651.3779
550.8656,19.35817,651.36
550.8521,19.35852,651.3422
550.8386,19.35887,651.3245
550.8251,19.3592,651.3068
550.8115,19.35952,651.2893
550.7979,19.35983,651.2719
550.7843,19.36014,651.2544
550.7706,19.36043,651.2371
550.7569,19.36072,651.2199
550.7432,19.36099,651.2028
550.7294,19.36126,651.1857
550.7156,19.36151,651.1688
550.7018,19.36176,651.1518
550.6874,19.362,651.1344
550.673,19.36224,651.1171
550.6586,19.36246,651.0999
550.644,19.36267,651.0828
550.6296,19.36287,651.0657
550.615,19.36306,651.0488
550.6005,19.36324,651.032
550.5859,19.36341,651.0153
550.5712,19.36357,650.9985
550.5565,19.36372,650.9821
550.5419,19.36385,650.9656
550.5271,19.36398,650.9493
550.5123,19.36409,650.933
550.4975,19.36419,650.9169
550.4826,19.36428,650.9009
550.4677,19.36436,650.8849
550.4521,19.36443,650.8685
550.4366,19.36449,650.8522
550.421,19.36453,650.836
550.4054,19.36457,650.8199
550.3898,19.36459,650.804
550.3741,19.36459,650.7881
550.3583,19.36459,650.7725
550.3425,19.36457,650.7568
550.3267,19.36454,650.7413
550.3109,19.3645,650.726
550.2949,19.36444,650.7107
550.2791,19.36438,650.6956
550.263,19.36429,650.6806
550.2469,19.3642,650.6657
550.2309,19.36409,650.6509
550.2144,19.36397,650.6359
550.1976,19.36383,650.6208
550.1808,19.36368,650.606
550.1639,19.36351,650.5912
550.147,19.36333,650.5765
550.1301,19.36313,650.5621
550.1131,19.36292,650.5477
550.0961,19.3627,650.5334
550.079,19.36246,650.5194
550.0619,19.3622,650.5054
550.0447,19.36194,650.4916
550.0274,19.36165,650.4779
550.0101,19.36135,650.4644
549.9928,19.36104,650.451
549.9754,19.36072,650.4377
549.9575,19.36036,650.4243
549.9395,19.35999,650.4109
549.9214,19.35961,650.3977
549.9033,19.35921,650.3846
549.885,19.3588,650.3718
549.8668,19.35836,650.359
549.8485,19.35791,650.3464
549.8301,19.35745,650.334
549.8117,19.35697,650.3217
549.7932,19.35647,650.3096
549.7747,19.35596,650.2976
549.7561,19.35543,650.2858
549.7374,19.35488,650.2742
549.7188,19.35431,650.2626
549.6997,19.35373,650.2512
549.6805,19.35312,650.2399
549.6613,19.35249,650.2286
549.6418,19.35185,650.2176
549.6224,19.35118,650.2067
549.603,19.3505,650.196
549.5834,19.34981,650.1854
549.5638,19.34909,650.1751
549.5442,19.34835,650.1649
549.5244,19.3476,650.1548
549.5046,19.34683,650.145
549.4847,19.34604,650.1354
549.4648,19.34524,650.1259
549.4448,19.34441,650.1166
549.4246,19.34357,650.1074
549.4044,19.3427,650.0984
549.384,19.34181,650.0896
549.3636,19.34091,650.0809
549.3431,19.33998,650.0725
549.3226,19.33904,650.0642
549.3019,19.33808,650.0561
549.2812,19.3371,650.0482
549.2604,19.3361,650.0405
549.2396,19.33508,650.033
549.2186,19.33404,650.0256
549.1976,19.33298,650.0185
549.1765,19.33191,650.0115
549.1554,19.33081,650.0048
549.1343,19.3297,649.9982
549.1136,19.32857,649.992
549.0927,19.32738,649.9858
549.0715,19.32614,649.9797
549.0502,19.32485,649.9736
549.0287,19.3235,649.9677
549.0069,19.3221,649.9617
548.9851,19.32066,649.956
548.9642,19.31924,649.9504
548.9431,19.31776,649.9451
548.9217,19.31624,649.9396
548.9002,19.31468,649.9343
548.8786,19.31307,649.9291
548.8568,19.31142,649.9239
548.8348,19.30972,649.9188
548.8134,19.30804,649.9138
548.7922,19.30635,649.909
548.7708,19.30461,649.9042
548.7492,19.30284,649.8995
548.7276,19.30102,649.8948
548.7058,19.29918,649.8902
548.6838,19.29729,649.8856
548.6617,19.29537,649.881
548.6404,19.29349,649.8766
548.6191,19.29159,649.8724
548.5975,19.28965,649.8681
548.5759,19.28768,649.8639
548.5542,19.28568,649.8597
548.5323,19.28365,649.8555
548.5104,19.28158,649.8514
548.4883,19.27949,649.8473
548.4668,19.27743,649.8433
548.4453,19.27536,649.8395
548.4238,19.27326,649.8356
548.4022,19.27114,649.8318
548.3803,19.269,649.8279
548.3585,19.26682,649.8241
548.3365,19.26462,649.8204
548.3145,19.26239,649.8166
548.2925,19.26016,649.8129
548.271,19.25796,649.8093
548.2495,19.25574,649.8058
548.2278,19.2535,649.8022
548.2061,19.25124,649.7987
548.1843,19.24895,649.7952
548.1624,19.24664,649.7918
548.1404,19.24431,649.7883
548.1183,19.24196,649.7847
548.0964,19.23962,649.7814
548.0748,19.2373,649.7781
548.0533,19.23497,649.7747
548.0316,19.23261,649.7714
548.0098,19.23024,649.7681
547.988,19.22785,649.7648
547.9661,19.22544,649.7615
547.9441,19.22302,649.7583
547.922,19.22057,649.7549
547.9,19.21813,649.7518
547.8785,19.21572,649.7486
547.8568,19.21329,649.7455
547.8351,19.21085,649.7423
547.8134,19.2084,649.7391
547.7915,19.20592,649.736
547.7697,19.20344,649.7328
547.7476,19.20094,649.7297
547.7256,19.19842,649.7266
547.7036,19.1959,649.7234
547.6819,19.19341,649.7204
547.6603,19.19092,649.7173
547.6386,19.18841,649.7143
547.6168,19.18589,649.7112
547.595,19.18336,649.7081
547.5731,19.18082,649.7051
547.5512,19.17826,649.702
547.5292,19.1757,649.699
547.5073,19.17312,649.6959
547.4853,19.17055,649.6928
547.4636,19.168,649.6898
547.4419,19.16545,649.6868
547.4202,19.16289,649.6838
547.3984,19.16031,649.6807
547.3766,19.15773,649.6777
547.3548,19.15513,649.6747
547.3329,19.15253,649.6716
547.3109,19.14992,649.6685
547.2889,19.1473,649.6654
547.2671,19.1447,649.6624
547.2454,19.14211,649.6593
547.2237,19.13951,649.6564
547.2019,19.13691,649.6533
547.1801,19.1343,649.6502
547.1583,19.13168,649.6471
547.1365,19.12905,649.644
547.1146,19.12642,649.641
547.0927,19.12378,649.6379
547.0707,19.12114,649.6347
547.0489,19.11851,649.6316
547.0272,19.11589,649.6285
547.0055,19.11327,649.6254
546.9837,19.11064,649.6223
546.9619,19.10801,649.6192
546.9402,19.10537,649.616
546.9183,19.10273,649.6128
546.8964,19.10007,649.6097
546.8746,19.09742,649.6064
546.8527,19.09477,649.6032
546.8308,19.09212,649.6
546.8091,19.08949,649.5967
546.7874,19.08685,649.5935
546.7656,19.08422,649.5903
546.7439,19.08158,649.587
546.7222,19.07893,649.5837
546.7003,19.07629,649.5804
546.6785,19.07364,649.5771
546.6567,19.07098,649.5737
546.6348,19.06833,649.5704
546.6129,19.06568,649.567
546.5912,19.06305,649.5636
546.5696,19.06041,649.5602
546.5479,19.05778,649.5568
546.5261,19.05514,649.5533
546.5044,19.0525,649.5499
546.4826,19.04987,649.5464
546.4608,19.04723,649.5428
546.439,19.04459,649.5394
546.4172,19.04195,649.5358
546.3954,19.03931,649.5322
546.3737,19.03668,649.5286
546.352,19.03406,649.525
546.3303,19.03144,649.5214
546.3087,19.02882,649.5177
546.2869,19.0262,649.514
546.2652,19.02358,649.5103
546.2435,19.02096,649.5065
546.2217,19.01835,649.5028
546.2,19.01573,649.499
546.1782,19.01312,649.4952
546.1565,19.01051,649.4913
546.1348,19.00792,649.4874
546.1132,19.00532,649.4835
546.0915,19.00273,649.4796
546.0699,19.00014,649.4756
546.0482,18.99755,649.4717
546.0265,18.99496,649.4677
546.0048,18.99238,649.4636
545.9832,18.9898,649.4595
545.9614,18.98723,649.4554
545.9398,18.98466,649.4513
545.9181,18.98209,649.4471
545.8965,18.97954,649.4429
545.8749,18.97698,649.4387
545.8533,18.97443,649.4344
545.8317,18.97189,649.4301
545.8101,18.96935,649.4257
545.7884,18.96681,649.4213
545.7668,18.96428,649.417
545.7452,18.96176,649.4125
545.7236,18.95923,649.4081
545.702,18.95672,649.4034
545.6805,18.95421,649.399
545.6589,18.95171,649.3943
545.6373,18.94921,649.3897
545.6158,18.94672,649.385
545.5942,18.94424,649.3804
545.5728,18.94176,649.3756
545.5512,18.93929,649.3708
545.5297,18.93682,649.366
545.5082,18.93436,649.3611
545.4867,18.93191,649.3563
545.4651,18.92947,649.3513
545.4437,18.92703,649.3463
545.4222,18.92459,649.3412
545.4007,18.92217,649.3362
545.3793,18.91975,649.3311
545.3578,18.91735,649.3259
545.3364,18.91494,649.3207
545.3149,18.91255,649.3155
545.2936,18.91017,649.3102
545.2722,18.90779,649.3048
545.2507,18.90542,649.2994
545.2294,18.90306,649.2939
545.2079,18.90071,649.2885
545.1866,18.89836,649.2829
545.1652,18.89602,649.2773
545.1439,18.8937,649.2717
545.1226,18.89138,649.266
545.1013,18.88908,649.2603
545.08,18.88678,649.2545
545.0587,18.8845,649.2487
545.0375,18.88222,649.2428
545.0162,18.87995,649.2368
544.9949,18.87769,649.2308
544.9736,18.87544,649.2247
544.9524,18.8732,649.2186
544.9312,18.87097,649.2125
544.91,18.86876,649.2062
544.8888,18.86655,649.2
544.8677,18.86436,649.1937
544.8466,18.86218,649.1873
544.8255,18.86002,649.1809
544.8044,18.85786,649.1744
544.7833,18.8557,649.1678
544.7621,18.85356,649.1611
544.7411,18.85144,649.1545
544.72,18.84932,649.1477
544.699,18.84722,649.1409
544.678,18.84513,649.134
544.6571,18.84306,649.1271
544.6361,18.841,649.1202
544.6152,18.83896,649.1132
544.5944,18.83693,649.1061
544.5734,18.8349,649.0989
544.5525,18.83289,649.0916
544.5316,18.83089,649.0842
544.5107,18.82891,649.0769
544.4899,18.82694,649.0695
544.4691,18.82499,649.0619
544.4484,18.82305,649.0543
544.4276,18.82113,649.0467
544.407,18.81923,649.039
544.3864,18.81735,649.0313
544.3657,18.81547,649.0234
544.345,18.8136,649.0154
544.3243,18.81175,649.0074
544.3037,18.80992,648.9993
544.2831,18.80811,648.9911
544.2626,18.80631,648.9829
544.2421,18.80453,648.9746
544.2217,18.80278,648.9662
544.2013,18.80103,648.9578
544.1809,18.79931,648.9493
544.1606,18.79761,648.9408
544.1401,18.79591,648.932
544.1198,18.79423,648.9232
544.0994,18.79257,648.9144
544.0792,18.79093,648.9055
544.059,18.78931,648.8965
544.0388,18.78772,648.8874
544.0187,18.78614,648.8782
543.9986,18.78458,648.869
543.9786,18.78304,648.8597
543.9586,18.78152,648.8503
543.9385,18.78002,648.8408
543.9185,18.77853,648.8312
543.8986,18.77707,648.8215
543.8787,18.77563,648.8117
543.8588,18.77421,648.8019
543.839,18.77281,648.7919
543.8193,18.77144,648.7819
543.7996,18.77009,648.7719
543.78,18.76876,648.7617
543.7604,18.76746,648.7514
543.7408,18.76617,648.741
543.7212,18.7649,648.7305
543.7017,18.76366,648.7199
543.6823,18.76244,648.7093
543.6628,18.76125,648.6985
543.6436,18.76008,648.6877
543.6243,18.75894,648.6768
543.6051,18.75782,648.6658
543.586,18.75673,648.6547
543.567,18.75566,648.6435
543.5479,18.75462,648.6321
543.5288,18.75359,648.6207
543.5098,18.7526,648.6092
543.4909,18.75163,648.5975
543.472,18.75069,648.5859
543.4533,18.74978,648.574
543.4346,18.74889,648.5622
543.416,18.74803,648.5502
543.3975,18.7472,648.5381
543.379,18.7464,648.5259
543.3605,18.74562,648.5135
543.3421,18.74487,648.5012
543.3237,18.74415,648.4886
543.3055,18.74346,648.476
543.2874,18.7428,648.4633
543.2692,18.74216,648.4504
543.2512,18.74156,648.4376
543.2332,18.74099,648.4246
543.2155,18.74044,648.4114
543.1976,18.73993,648.3983
543.18,18.73946,648.3851
543.1625,18.73902,648.3718
543.1449,18.73861,648.3585
543.1273,18.73824,648.3452
543.1097,18.7379,648.3317
543.0921,18.73759,648.3182
543.0745,18.73732,648.3045
543.0569,18.73708,648.2908
543.0392,18.73688,648.277
543.0217,18.7367,648.2632
543.0043,18.73656,648.2495
542.9871,18.73645,648.2359
542.9697,18.73638,648.2221
542.9525,18.73633,648.2083
542.9352,18.73631,648.1944
542.918,18.73632,648.1805
542.9008,18.73636,648.1665
542.8835,18.73643,648.1523
542.8663,18.73653,648.1382
542.849,18.73666,648.1241
542.8317,18.73682,648.1099
542.8148,18.73701,648.0957
542.7979,18.73722,648.0816
542.7809,18.73746,648.0674
542.764,18.73772,648.0532
542.7471,18.73801,648.0389
542.7302,18.73833,648.0247
542.7133,18.73868,648.0102
542.6965,18.73905,647.9957
542.6794,18.73944,647.9813
542.6627,18.73987,647.9667
542.6458,18.74032,647.952
542.629,18.74079,647.9374
542.6124,18.74128,647.9229
542.5958,18.74179,647.9084
542.5792,18.74233,647.8938
542.5626,18.7429,647.8792
542.546,18.74348,647.8645
542.5295,18.74409,647.8497
542.5129,18.74472,647.8349
542.4963,18.74538,647.8201
542.4797,18.74606,647.8052
542.4632,18.74676,647.7902
542.4467,18.74749,647.7751
542.4304,18.74822,647.7603
542.4141,18.74897,647.7454
542.3978,18.74975,647.7305
542.3815,18.75055,647.7156
542.3653,18.75137,647.7006
542.3491,18.75221,647.6854
542.3328,18.75307,647.6704
542.3165,18.75395,647.6552
542.3004,18.75485,647.64
542.2841,18.75578,647.6248
542.2679,18.75672,647.6094
542.2518,18.75768,647.5942
542.2358,18.75864,647.5789
542.2198,18.75963,647.5638
542.2039,18.76063,647.5485
542.1879,18.76166,647.5332
542.1719,18.7627,647.5179
542.156,18.76376,647.5024
542.1401,18.76484,647.487
542.1241,18.76593,647.4715
542.1082,18.76705,647.456
542.0922,18.76818,647.4404
542.0763,18.76933,647.4247
542.0606,18.77049,647.4092
542.0449,18.77165,647.3938
542.0292,18.77283,647.3782
542.0135,18.77404,647.3627
541.9979,18.77525,647.3471
541.9822,18.77649,647.3315
541.9666,18.77774,647.3157
541.9509,18.779,647.3
541.9353,18.78028,647.2842
541.9197,18.78158,647.2684
541.9041,18.78289,647.2526
541.8884,18.78422,647.2366
541.873,18.78555,647.2209
541.8576,18.78688,647.2051
541.8422,18.78824,647.1893
541.8268,18.78961,647.1735
541.8114,18.79099,647.1576
541.7961,18.79239,647.1417
541.7807,18.7938,647.1257
541.7653,18.79522,647.1097
541.75,18.79666,647.0937
541.7346,18.79811,647.0776
541.7194,18.79958,647.0615
541.704,18.80105,647.0453
541.6888,18.80253,647.0294
541.6737,18.80402,647.0133
541.6586,18.80552,646.9973
541.6434,18.80704,646.9812
541.6283,18.80856,646.965
541.6132,18.8101,646.9489
541.598,18.81165,646.9327
541.583,18.81321,646.9164
541.568,18.81478,646.9001
541.5529,18.81636,646.8839
541.5378,18.81796,646.8675
541.5228,18.81956,646.8511
541.5078,18.82117,646.8348
541.493,18.82279,646.8186
541.4781,18.82441,646.8022
541.4632,18.82605,646.7859
541.4484,18.82769,646.7695
541.4336,18.82935,646.7532
541.4187,18.83101,646.7367
541.4039,18.83269,646.7202
541.3891,18.83437,646.7037
541.3743,18.83606,646.6873
541.3595,18.83776,646.6707
541.3447,18.83948,646.6541
541.3301,18.8412,646.6375
541.3154,18.84291,646.6211
541.3008,18.84464,646.6046
541.2862,18.84637,646.588
541.2716,18.84812,646.5714
541.257,18.84987,646.5547
541.2424,18.85163,646.5382
541.2279,18.8534,646.5215
541.2133,18.85518,646.5048
541.1988,18.85696,646.4881
541.1843,18.85875,646.4713
541.1698,18.86055,646.4546
