x,y,z
527.4265,24.137,613.2772
527.4054,24.13803,613.2703
527.3843,24.13906,613.2633
527.3632,24.14009,613.2564
527.3422,24.14111,613.2495
527.321,24.14214,613.2426
527.2999,24.14316,613.2357
527.2789,24.14419,613.2288
527.2578,24.14521,613.2219
527.2368,24.14623,613.215
527.2158,24.14725,613.2081
527.1947,24.14827,613.2012
527.1736,24.14928,613.1942
527.1526,24.1503,613.1873
527.1316,24.15131,613.1804
527.1106,24.15233,613.1735
527.0895,24.15334,613.1666
527.0685,24.15435,613.1597
527.0474,24.15536,613.1527
527.0262,24.15638,613.1458
527.0051,24.15739,613.1388
526.984,24.1584,613.1319
526.9629,24.1594,613.1249
526.9419,24.16041,613.118
526.9208,24.16142,613.111
526.8997,24.16242,613.1041
526.8787,24.16343,613.0971
526.8576,24.16443,613.0902
526.8365,24.16543,613.0833
526.8156,24.16643,613.0763
526.7945,24.16743,613.0693
526.7734,24.16842,613.0624
526.7524,24.16942,613.0554
526.7314,24.17041,613.0484
526.7104,24.17141,613.0415
526.6895,24.1724,613.0345
526.6685,24.17339,613.0275
526.6473,24.17439,613.0205
526.6262,24.17538,613.0135
526.6051,24.17637,613.0065
526.5841,24.17736,612.9995
526.563,24.17835,612.9924
526.5419,24.17934,612.9854
526.5209,24.18033,612.9785
526.4998,24.18131,612.9714
526.4788,24.1823,612.9644
526.4578,24.18328,612.9573
526.4367,24.18426,612.9503
526.4157,24.18524,612.9432
526.3948,24.18622,612.9362
526.3737,24.1872,612.9291
526.3527,24.18818,612.9221
526.3318,24.18915,612.9151
526.3108,24.19013,612.908
526.2898,24.1911,612.901
526.2689,24.19207,612.8939
526.2478,24.19305,612.8868
526.2267,24.19403,612.8796
526.2057,24.195,612.8726
526.1846,24.19598,612.8655
526.1636,24.19695,612.8583
526.1426,24.19792,612.8512
526.1215,24.19889,612.8441
526.1005,24.19986,612.8369
526.0795,24.20082,612.8297
526.0585,24.20179,612.8226
526.0375,24.20276,612.8154
526.0166,24.20372,612.8083
525.9956,24.20468,612.8011
525.9747,24.20564,612.7939
525.9537,24.2066,612.7868
525.9328,24.20756,612.7796
525.9119,24.20852,612.7724
525.891,24.20948,612.7653
525.8701,24.21043,612.7581
525.8491,24.21139,612.7508
525.8281,24.21235,612.7435
525.807,24.21331,612.7363
525.786,24.21427,612.729
525.765,24.21522,612.7217
525.744,24.21618,612.7144
525.723,24.21713,612.7072
525.702,24.21809,612.6998
525.6811,24.21904,612.6925
525.6602,24.21999,612.6852
525.6392,24.22094,612.6779
525.6183,24.22189,612.6705
525.5974,24.22283,612.6632
525.5765,24.22378,612.6559
525.5556,24.22472,612.6486
525.5348,24.22567,612.6412
525.5139,24.22661,612.6339
525.493,24.22755,612.6265
525.4722,24.22849,612.6191
525.4513,24.22943,612.6117
525.4304,24.23038,612.6042
525.4094,24.23132,612.5968
525.3884,24.23226,612.5894
525.3675,24.23321,612.5819
525.3466,24.23415,612.5744
525.3257,24.23508,612.5669
525.3048,24.23602,612.5594
525.2839,24.23696,612.5519
525.263,24.2379,612.5444
525.2422,24.23883,612.5369
525.2213,24.23976,612.5294
525.2005,24.2407,612.5218
525.1797,24.24163,612.5143
525.1589,24.24256,612.5067
525.1381,24.24348,612.4991
525.1174,24.24441,612.4916
525.0966,24.24534,612.484
525.0759,24.24627,612.4764
525.0551,24.24719,612.4688
525.0341,24.24813,612.4611
525.0132,24.24906,612.4534
524.9924,24.24998,612.4457
524.9715,24.25092,612.438
524.9506,24.25184,612.4303
524.9298,24.25277,612.4225
524.909,24.25369,612.4148
524.8882,24.25462,612.407
524.8674,24.25554,612.3993
524.8467,24.25646,612.3915
524.8259,24.25738,612.3837
524.8052,24.2583,612.3759
524.7845,24.25922,612.3682
524.7638,24.26014,612.3604
524.7431,24.26105,612.3525
524.7224,24.26197,612.3447
524.7018,24.26288,612.3368
524.6812,24.26379,612.329
524.6603,24.26471,612.321
524.6395,24.26563,612.3131
524.6188,24.26655,612.3051
524.598,24.26746,612.2971
524.5773,24.26838,612.2891
524.5565,24.26929,612.2811
524.5358,24.27021,612.2731
524.5151,24.27112,612.2651
524.4944,24.27203,612.257
524.4738,24.27295,612.249
524.4531,24.27385,612.2408
524.4325,24.27476,612.2328
524.4119,24.27567,612.2247
524.3912,24.27658,612.2166
524.3707,24.27748,612.2085
524.3502,24.27838,612.2004
524.3297,24.27929,612.1923
524.3091,24.28019,612.1841
524.2886,24.28109,612.1759
524.2678,24.282,612.1676
524.2472,24.28291,612.1593
524.2265,24.28382,612.151
524.2059,24.28472,612.1427
524.1852,24.28563,612.1343
524.1647,24.28653,612.126
524.1441,24.28743,612.1177
524.1235,24.28833,612.1093
524.103,24.28923,612.101
524.0825,24.29013,612.0925
524.062,24.29103,612.0841
524.0415,24.29193,612.0757
524.0211,24.29282,612.0672
524.0006,24.29372,612.0588
523.9802,24.29461,612.0503
523.9598,24.29551,612.0418
523.9395,24.2964,612.0333
523.9191,24.29729,612.0248
523.8986,24.29819,612.0162
523.878,24.29909,612.0075
523.8575,24.29998,611.9988
523.837,24.30088,611.9901
523.8165,24.30178,611.9814
523.7961,24.30267,611.9728
523.7756,24.30356,611.964
523.7552,24.30446,611.9552
523.7349,24.30535,611.9465
523.7145,24.30624,611.9377
523.6942,24.30713,611.9289
523.6738,24.30802,611.9201
523.6536,24.3089,611.9113
523.6333,24.30979,611.9024
523.613,24.31067,611.8936
523.5928,24.31156,611.8846
523.5726,24.31244,611.8757
523.5524,24.31332,611.8668
523.5321,24.31421,611.8578
523.5117,24.3151,611.8488
523.4914,24.31599,611.8397
523.4711,24.31688,611.8306
523.4508,24.31777,611.8214
523.4305,24.31866,611.8123
523.4103,24.31954,611.8032
523.3901,24.32043,611.7939
523.3699,24.32131,611.7848
523.3497,24.32219,611.7756
523.3295,24.32307,611.7664
523.3094,24.32395,611.7571
523.2894,24.32483,611.7478
523.2693,24.32571,611.7385
523.2492,24.32659,611.7292
523.2292,24.32747,611.7198
523.2092,24.32834,611.7105
523.1893,24.32921,611.7012
523.1691,24.3301,611.6917
523.1489,24.33098,611.6821
523.1288,24.33186,611.6725
523.1087,24.33274,611.663
523.0887,24.33362,611.6534
523.0686,24.3345,611.6438
523.0486,24.33538,611.6342
523.0286,24.33626,611.6245
523.0086,24.33713,611.6147
522.9887,24.33801,611.6051
522.9688,24.33888,611.5954
522.9489,24.33976,611.5856
522.9291,24.34063,611.5759
522.9092,24.3415,611.566
522.8894,24.34237,611.5563
522.8696,24.34324,611.5464
522.8499,24.3441,611.5366
522.8302,24.34497,611.5267
522.8102,24.34585,611.5166
522.7903,24.34673,611.5066
522.7705,24.3476,611.4966
522.7507,24.34848,611.4865
522.7308,24.34935,611.4763
522.7111,24.35022,611.4661
522.6913,24.35109,611.456
522.6716,24.35196,611.4458
522.6519,24.35283,611.4355
522.6323,24.3537,611.4254
522.6126,24.35457,611.415
522.593,24.35544,611.4048
522.5735,24.3563,611.3945
522.5539,24.35717,611.3841
522.5344,24.35803,611.3738
522.515,24.35889,611.3634
522.4955,24.35975,611.353
522.476,24.36062,611.3424
522.4564,24.36149,611.3319
522.4368,24.36235,611.3214
522.4173,24.36322,611.3108
522.3978,24.36408,611.3002
522.3782,24.36494,611.2896
522.3588,24.3658,611.2789
522.3393,24.36666,611.2684
522.3198,24.36751,611.2578
522.3004,24.36836,611.2471
522.2809,24.36921,611.2365
522.2615,24.37006,611.2258
522.2422,24.37091,611.2152
522.2228,24.37175,611.2046
522.2034,24.3726,611.1938
522.184,24.37344,611.1831
522.1644,24.37429,611.1723
522.145,24.37514,611.1615
522.1256,24.37598,611.1508
522.1062,24.37682,611.1399
522.0868,24.37766,611.1292
522.0674,24.37849,611.1183
522.048,24.37933,611.1075
522.0287,24.38016,611.0966
522.0094,24.38099,611.0858
521.9901,24.38182,611.0749
521.9708,24.38265,611.0641
521.9515,24.38348,611.0532
521.9324,24.3843,611.0423
521.913,24.38513,611.0313
521.8937,24.38595,611.0204
521.8743,24.38677,611.0093
521.855,24.3876,610.9984
521.8357,24.38841,610.9874
521.8163,24.38923,610.9764
521.7971,24.39005,610.9653
521.7779,24.39086,610.9543
521.7587,24.39168,610.9433
521.7394,24.39249,610.9323
521.7202,24.3933,610.9212
521.7011,24.3941,610.9102
521.6819,24.39491,610.8991
521.6628,24.39571,610.8881
521.6436,24.39652,610.8769
521.6244,24.39732,610.8657
521.6051,24.39812,610.8546
521.5859,24.39893,610.8434
521.5667,24.39972,610.8322
521.5475,24.40052,610.821
521.5284,24.40132,610.8097
521.5093,24.40211,610.7985
521.4902,24.40291,610.7874
521.4711,24.4037,610.7761
521.452,24.40448,610.7648
521.4329,24.40527,610.7535
521.4139,24.40606,610.7423
521.3949,24.40684,610.7311
521.3759,24.40762,610.7198
521.3567,24.40841,610.7084
521.3375,24.40919,610.697
521.3185,24.40997,610.6856
521.2994,24.41075,610.6743
521.2803,24.41153,610.6629
521.2613,24.4123,610.6514
521.2423,24.41307,610.64
521.2233,24.41385,610.6287
521.2043,24.41462,610.6172
521.1854,24.41538,610.6058
521.1664,24.41615,610.5944
521.1475,24.41691,610.5829
521.1286,24.41768,610.5714
521.1096,24.41844,610.56
521.0906,24.4192,610.5483
521.0716,24.41996,610.5369
521.0526,24.42072,610.5253
521.0336,24.42148,610.5137
521.0146,24.42224,610.5021
520.9958,24.42299,610.4905
520.9768,24.42375,610.4789
520.9579,24.4245,610.4673
520.939,24.42525,610.4557
520.9201,24.426,610.4441
520.9013,24.42674,610.4324
520.8825,24.42749,610.4209
520.8636,24.42823,610.4092
520.8448,24.42897,610.3975
520.8259,24.42971,610.3859
520.807,24.43045,610.3741
520.7881,24.43119,610.3623
520.7693,24.43193,610.3505
520.7504,24.43266,610.3389
520.7317,24.4334,610.3271
520.7129,24.43413,610.3153
520.694,24.43486,610.3035
520.6753,24.43559,610.2917
520.6565,24.43631,610.2799
520.6378,24.43704,610.2682
520.619,24.43776,610.2563
520.6004,24.43848,610.2446
520.5816,24.43921,610.2327
520.5629,24.43993,610.2208
520.544,24.44065,610.2089
520.5253,24.44137,610.1971
520.5066,24.44208,610.1851
520.4878,24.4428,610.1731
520.4691,24.44351,610.1612
520.4504,24.44422,610.1493
520.4317,24.44493,610.1373
520.4131,24.44564,610.1254
520.3944,24.44634,610.1134
520.3757,24.44704,610.1014
520.3571,24.44775,610.0895
520.3385,24.44845,610.0775
520.3199,24.44915,610.0655
520.3011,24.44985,610.0534
520.2825,24.45055,610.0413
520.2638,24.45125,610.0293
520.2452,24.45195,610.0172
520.2266,24.45264,610.0052
520.208,24.45333,609.993
520.1894,24.45402,609.981
520.1708,24.45471,609.9688
520.1522,24.45539,609.9567
520.1337,24.45608,609.9446
520.1151,24.45676,609.9325
520.0966,24.45745,609.9203
520.0781,24.45813,609.9082
520.0595,24.45881,609.896
520.041,24.45949,609.8838
520.0224,24.46017,609.8716
520.0038,24.46084,609.8594
519.9854,24.46152,609.8471
519.9668,24.46219,609.8349
519.9483,24.46286,609.8226
519.9298,24.46353,609.8104
519.9114,24.4642,609.7982
519.8929,24.46486,609.7859
519.8745,24.46553,609.7736
519.856,24.46619,609.7614
519.8376,24.46685,609.749
519.8192,24.46751,609.7368
519.8007,24.46817,609.7244
519.7822,24.46883,609.712
519.7638,24.46949,609.6996
519.7453,24.47014,609.6873
519.7269,24.47079,609.6749
519.7084,24.47145,609.6626
519.6901,24.4721,609.6501
519.6717,24.47274,609.6378
519.6533,24.47339,609.6254
519.6349,24.47404,609.6129
519.6166,24.47468,609.6005
519.5982,24.47532,609.5881
519.5799,24.47596,609.5757
519.5616,24.4766,609.5632
519.5432,24.47724,609.5507
519.5248,24.47788,609.5382
519.5064,24.47852,609.5257
519.488,24.47915,609.5132
519.4697,24.47979,609.5006
519.4514,24.48042,609.4882
519.4331,24.48105,609.4756
519.4148,24.48168,609.4631
519.3965,24.4823,609.4506
519.3782,24.48293,609.438
519.36,24.48355,609.4254
519.3417,24.48417,609.4129
519.3235,24.48479,609.4003
519.3052,24.48541,609.3877
519.2869,24.48603,609.3751
519.2686,24.48665,609.3624
519.2504,24.48726,609.3498
519.2321,24.48788,609.3372
519.2139,24.48849,609.3245
519.1957,24.4891,609.3119
519.1774,24.48971,609.2992
519.1592,24.49032,609.2866
519.1411,24.49092,609.2739
519.1229,24.49153,609.2612
519.1047,24.49213,609.2485
519.0865,24.49273,609.2359
519.0684,24.49333,609.2231
519.0502,24.49393,609.2104
519.032,24.49453,609.1976
519.0138,24.49512,609.1849
518.9956,24.49572,609.1721
518.9774,24.49632,609.1594
518.9593,24.49691,609.1467
518.9412,24.4975,609.1339
518.923,24.49809,609.1211
518.9049,24.49867,609.1083
518.8868,24.49926,609.0955
518.8687,24.49984,609.0828
518.8506,24.50043,609.0699
518.8326,24.50101,609.0571
518.8145,24.50159,609.0443
518.7963,24.50217,609.0314
518.7782,24.50275,609.0186
518.7601,24.50332,609.0057
518.7421,24.5039,608.9929
518.7239,24.50447,608.9799
518.7059,24.50504,608.967
518.6878,24.50561,608.9541
518.6697,24.50618,608.9413
518.6517,24.50675,608.9283
518.6337,24.50731,608.9155
518.6157,24.50788,608.9026
518.5977,24.50844,608.8896
518.5797,24.509,608.8767
518.5616,24.50957,608.8638
518.5435,24.51012,608.8508
518.5255,24.51068,608.8379
518.5075,24.51124,608.8249
518.4894,24.5118,608.8119
518.4715,24.51235,608.7989
518.4535,24.5129,608.7859
518.4355,24.51345,608.7729
518.4175,24.514,608.76
518.3995,24.51455,608.747
518.3816,24.51509,608.7339
518.3637,24.51564,608.7209
518.3457,24.51618,608.7079
518.3278,24.51673,608.6949
518.3098,24.51727,608.6818
518.2918,24.51781,608.6688
518.2738,24.51834,608.6558
518.2559,24.51888,608.6426
518.238,24.51942,608.6296
518.22,24.51995,608.6165
518.2021,24.52048,608.6035
518.1842,24.52101,608.5903
518.1663,24.52154,608.5773
518.1484,24.52207,608.5642
518.1306,24.5226,608.5511
518.1127,24.52312,608.538
518.0948,24.52365,608.5249
518.0768,24.52417,608.5118
518.0589,24.52469,608.4986
518.041,24.52521,608.4855
518.0231,24.52573,608.4723
518.0052,24.52625,608.4592
517.9874,24.52677,608.446
517.9695,24.52728,608.4329
517.9517,24.5278,608.4197
517.9338,24.52831,608.4065
517.916,24.52882,608.3933
517.8982,24.52933,608.3802
517.8804,24.52983,608.367
517.8625,24.53034,608.3538
517.8446,24.53085,608.3406
517.8268,24.53135,608.3274
517.809,24.53185,608.3141
517.7911,24.53236,608.3009
517.7733,24.53286,608.2877
517.7554,24.53336,608.2745
517.7376,24.53385,608.2612
517.7198,24.53435,608.248
517.702,24.53484,608.2348
517.6842,24.53534,608.2216
517.6664,24.53583,608.2083
517.6487,24.53632,608.1951
517.6309,24.53681,608.1818
517.6131,24.5373,608.1685
517.5953,24.53778,608.1552
517.5775,24.53827,608.142
517.5597,24.53875,608.1287
517.5419,24.53923,608.1154
517.5242,24.53972,608.1021
517.5063,24.5402,608.0887
517.4886,24.54068,608.0754
517.4709,24.54115,608.0621
517.4531,24.54163,608.0488
517.4354,24.54211,608.0355
517.4177,24.54258,608.0223
517.3999,24.54305,608.0089
517.3821,24.54352,607.9956
517.3644,24.54399,607.9823
517.3467,24.54446,607.9689
517.3289,24.54493,607.9556
517.3112,24.54539,607.9422
517.2935,24.54586,607.9288
517.2758,24.54632,607.9155
517.2579,24.54679,607.9022
517.2403,24.54725,607.8889
517.2225,24.54771,607.8755
517.2048,24.54816,607.8621
517.1872,24.54862,607.8488
517.1694,24.54908,607.8354
517.1517,24.54953,607.822
517.134,24.54999,607.8086
517.1163,24.55044,607.7952
517.0986,24.55089,607.7819
517.0809,24.55134,607.7684
517.0632,24.55179,607.755
517.0455,24.55223,607.7417
517.0278,24.55268,607.7283
517.0101,24.55312,607.7149
516.9925,24.55357,607.7015
516.9749,24.55401,607.6881
516.9572,24.55445,607.6747
516.9395,24.55489,607.6613
516.9218,24.55533,607.6478
516.9041,24.55577,607.6344
516.8864,24.5562,607.621
516.8687,24.55664,607.6076
516.8511,24.55707,607.5941
516.8334,24.5575,607.5807
516.8157,24.55793,607.5673
516.7981,24.55836,607.5538
516.7804,24.55879,607.5404
516.7628,24.55922,607.527
516.7451,24.55965,607.5135
516.7275,24.56007,607.5001
516.7098,24.56049,607.4866
516.6921,24.56092,607.4732
516.6744,24.56134,607.4597
516.6568,24.56176,607.4463
516.6392,24.56218,607.4329
516.6215,24.5626,607.4194
516.6039,24.56301,607.4059
516.5862,24.56343,607.3925
516.5686,24.56384,607.379
516.551,24.56426,607.3655
516.5333,24.56467,607.3521
516.5157,24.56508,607.3386
516.498,24.56549,607.3251
516.4804,24.5659,607.3117
516.4628,24.56631,607.2982
516.4451,24.56671,607.2847
516.4275,24.56712,607.2712
516.4099,24.56752,607.2578
516.3922,24.56792,607.2443
516.3746,24.56833,607.2308
516.3569,24.56873,607.2173
516.3393,24.56913,607.2039
516.3217,24.56952,607.1904
516.3041,24.56992,607.1769
516.2864,24.57032,607.1635
516.2689,24.57071,607.15
516.2512,24.57111,607.1365
516.2336,24.5715,607.123
516.2159,24.57189,607.1095
516.1984,24.57228,607.096
516.1807,24.57267,607.0825
516.1631,24.57306,607.0691
516.1454,24.57345,607.0555
516.1279,24.57383,607.0421
516.1102,24.57422,607.0286
516.0926,24.5746,607.0151
516.075,24.57499,607.0016
516.0574,24.57537,606.9882
516.0398,24.57575,606.9747
516.0221,24.57612,606.9612
516.0045,24.5765,606.9477
515.9869,24.57688,606.9342
515.9692,24.57726,606.9207
515.9516,24.57763,606.9072
515.934,24.57801,606.8937
515.9164,24.57838,606.8802
515.8987,24.57875,606.8668
515.8811,24.57912,606.8533
515.8635,24.57949,606.8398
515.8459,24.57986,606.8263
515.8282,24.58023,606.8128
515.8106,24.58059,606.7993
515.793,24.58096,606.7859
515.7754,24.58133,606.7723
515.7578,24.58169,606.7589
515.7401,24.58205,606.7454
515.7225,24.58241,606.7319
515.7048,24.58277,606.7184
515.6872,24.58313,606.705
515.6696,24.58349,606.6915
515.6519,24.58385,606.678
515.6343,24.5842,606.6645
515.6167,24.58456,606.651
515.5991,24.58491,606.6376
515.5814,24.58527,606.6241
515.5638,24.58562,606.6107
515.5461,24.58597,606.5972
515.5285,24.58632,606.5837
515.5109,24.58667,606.5702
515.4932,24.58702,606.5568
515.4756,24.58737,606.5433
515.4579,24.58771,606.5298
515.4403,24.58806,606.5164
515.4226,24.5884,606.5029
515.405,24.58875,606.4895
515.3873,24.58909,606.4761
515.3697,24.58943,606.4626
515.3521,24.58977,606.4491
515.3344,24.59011,606.4357
515.3167,24.59044,606.4223
515.299,24.59076,606.4088
515.2814,24.59107,606.3953
515.2637,24.59137,606.3819
515.2461,24.59166,606.3685
515.2285,24.59194,606.355
515.2108,24.59221,606.3416
515.1932,24.59247,606.3281
515.1755,24.59272,606.3146
515.1578,24.59296,606.3012
515.1401,24.59319,606.2877
515.1225,24.59342,606.2742
515.1049,24.59363,606.2609
515.0873,24.59384,606.2474
515.0696,24.59403,606.2339
515.0519,24.59422,606.2204
515.0343,24.59439,606.207
515.0167,24.59456,606.1935
514.999,24.59472,606.18
514.9814,24.59487,606.1666
514.9637,24.59501,606.1531
514.9461,24.59514,606.1396
514.9285,24.59526,606.1262
514.9108,24.59538,606.1127
514.8931,24.59548,606.0992
514.8755,24.59558,606.0857
514.8579,24.59567,606.0722
514.8403,24.59575,606.0587
514.8226,24.59582,606.0453
514.8051,24.59589,606.0318
514.7874,24.59595,606.0182
514.7697,24.59599,606.0048
514.7521,24.59604,605.9913
514.7345,24.59607,605.9778
514.7169,24.5961,605.9642
514.6993,24.59612,605.9509
514.6817,24.59612,605.9373
514.6641,24.59613,605.9238
514.6464,24.59612,605.9103
514.6288,24.59611,605.8969
514.6112,24.59609,605.8833
514.5936,24.59607,605.8698
514.576,24.59603,605.8563
514.5584,24.59599,605.8428
514.5408,24.59595,605.8293
514.5233,24.59589,605.8158
514.5056,24.59583,605.8022
514.488,24.59576,605.7887
514.4704,24.59569,605.7751
514.4528,24.59561,605.7617
514.4352,24.59552,605.7481
514.4176,24.59542,605.7346
514.4,24.59532,605.7211
514.3825,24.59522,605.7075
514.3649,24.5951,605.6939
514.3473,24.59499,605.6804
514.3297,24.59486,605.6669
514.3121,24.59473,605.6533
514.2946,24.59459,605.6398
514.277,24.59445,605.6262
514.2594,24.5943,605.6126
514.2418,24.59415,605.5991
514.2242,24.59399,605.5855
514.2067,24.59382,605.5719
514.1891,24.59365,605.5583
514.1716,24.59347,605.5448
514.154,24.59329,605.5312
514.1365,24.59311,605.5176
514.1189,24.59291,605.504
514.1013,24.59271,605.4905
514.0838,24.59251,605.4769
514.0662,24.59231,605.4633
514.0487,24.59209,605.4497
514.0311,24.59188,605.436
514.0136,24.59165,605.4224
513.996,24.59143,605.4088
513.9786,24.5912,605.3952
513.961,24.59096,605.3817
513.9435,24.59072,605.368
513.926,24.59048,605.3544
513.9084,24.59023,605.3408
513.8909,24.58998,605.3271
513.8735,24.58973,605.3135
513.8559,24.58946,605.2999
513.8384,24.5892,605.2863
513.8209,24.58893,605.2726
513.8034,24.58866,605.259
513.7858,24.58838,605.2454
513.7684,24.5881,605.2316
513.7509,24.58782,605.218
513.7334,24.58753,605.2043
513.7159,24.58724,605.1907
513.6984,24.58695,605.1771
513.681,24.58665,605.1634
513.6635,24.58635,605.1497
513.646,24.58605,605.136
513.6285,24.58575,605.1223
513.611,24.58544,605.1086
513.5936,24.58512,605.0949
513.5761,24.58481,605.0812
513.5587,24.58449,605.0675
513.5412,24.58417,605.0538
513.5237,24.58385,605.0401
513.5063,24.58352,605.0264
513.4889,24.5832,605.0126
513.4714,24.58287,604.999
513.454,24.58253,604.9852
513.4365,24.5822,604.9714
513.4191,24.58186,604.9577
513.4017,24.58152,604.944
513.3842,24.58118,604.9302
513.3668,24.58084,604.9164
513.3494,24.5805,604.9026
513.332,24.58015,604.8889
513.3146,24.5798,604.8752
513.2972,24.57946,604.8613
513.2798,24.5791,604.8477
513.2624,24.57875,604.8339
513.2451,24.5784,604.8201
513.2277,24.57804,604.8063
513.2103,24.57769,604.7925
513.1928,24.57733,604.7786
513.1754,24.57697,604.7648
513.1581,24.57661,604.751
513.1407,24.57626,604.7372
513.1234,24.57589,604.7233
513.106,24.57553,604.7096
513.0886,24.57517,604.6957
513.0714,24.57481,604.6819
513.054,24.57444,604.668
513.0367,24.57408,604.6542
513.0193,24.57372,604.6404
513.002,24.57335,604.6265
512.9846,24.57299,604.6126
512.9673,24.57262,604.5987
512.95,24.57226,604.5848
512.9326,24.57189,604.5709
512.9154,24.57153,604.5571
512.8981,24.57117,604.5432
512.8808,24.5708,604.5293
512.8635,24.57044,604.5154
512.8463,24.57008,604.5015
512.829,24.56972,604.4875
512.8117,24.56936,604.4736
512.7944,24.56899,604.4597
512.7771,24.56863,604.4457
512.7598,24.56828,604.4318
512.7426,24.56792,604.4178
512.7253,24.56756,604.4039
512.708,24.5672,604.39
512.6907,24.56685,604.3759
512.6735,24.56649,604.362
512.6563,24.56614,604.348
512.6391,24.56579,604.334
512.6219,24.56544,604.32
512.6047,24.56509,604.306
512.5874,24.56475,604.292
512.5702,24.5644,604.278
512.553,24.56406,604.264
512.5358,24.56372,604.25
512.5186,24.56338,604.2359
512.5014,24.56305,604.2219
512.4843,24.56271,604.2078
512.4671,24.56238,604.1938
512.4499,24.56205,604.1798
512.4328,24.56172,604.1657
512.4156,24.5614,604.1516
512.3984,24.56108,604.1375
512.3813,24.56076,604.1234
512.3641,24.56044,604.1093
512.347,24.56013,604.0952
512.3298,24.55982,604.0811
512.3127,24.55951,604.067
512.2956,24.5592,604.0529
512.2785,24.5589,604.0388
512.2614,24.5586,604.0247
512.2443,24.55831,604.0106
512.2273,24.55802,603.9964
512.2102,24.55773,603.9822
512.1931,24.55745,603.968
512.1759,24.55717,603.9538
512.1589,24.55689,603.9396
512.1418,24.55662,603.9254
512.1248,24.55635,603.9113
512.1077,24.55608,603.897
512.0906,24.55582,603.8828
512.0736,24.55557,603.8686
512.0566,24.55532,603.8544
512.0396,24.55507,603.8401
512.0226,24.55482,603.8259
512.0055,24.55459,603.8116
511.9885,24.55435,603.7974
511.9715,24.55412,603.7831
511.9545,24.5539,603.7688
511.9374,24.55368,603.7545
511.9205,24.55347,603.7402
511.9035,24.55326,603.7259
511.8866,24.55305,603.7116
511.8697,24.55286,603.6973
511.8527,24.55266,603.683
511.8358,24.55248,603.6687
511.8188,24.5523,603.6543
511.8019,24.55212,603.64
511.785,24.55195,603.6256
511.768,24.55178,603.6112
511.7511,24.55162,603.5968
511.7342,24.55147,603.5824
511.7173,24.55132,603.568
511.7004,24.55119,603.5536
511.6836,24.55105,603.5392
511.6667,24.55092,603.5249
511.6499,24.5508,603.5104
511.6331,24.55069,603.496
511.6162,24.55058,603.4815
511.5993,24.55048,603.467
511.5825,24.55039,603.4526
511.5656,24.5503,603.4381
511.5488,24.55022,603.4236
511.532,24.55015,603.4091
511.5152,24.55008,603.3946
511.4984,24.55002,603.3801
511.4817,24.54997,603.3655
511.4649,24.54993,603.3511
511.4482,24.54989,603.3365
511.4314,24.54987,603.322
511.4146,24.54985,603.3074
511.3979,24.54984,603.2928
511.381,24.54983,603.2782
511.3643,24.54984,603.2636
511.3476,24.54985,603.249
511.3309,24.54987,603.2344
511.3142,24.5499,603.2198
511.2975,24.54994,603.2052
511.2809,24.54999,603.1906
511.2642,24.55004,603.176
511.2476,24.55011,603.1613
511.2309,24.55018,603.1466
511.2142,24.55026,603.1319
511.1975,24.55035,603.1172
511.1809,24.55046,603.1025
511.1642,24.55057,603.0878
511.1476,24.55069,603.0731
511.131,24.55082,603.0583
511.1144,24.55095,603.0436
511.098,24.5511,603.0289
511.0814,24.55126,603.0142
511.0648,24.55143,602.9994
511.0482,24.55161,602.9846
511.0317,24.5518,602.9698
511.0151,24.552,602.955
510.9986,24.55221,602.9401
510.982,24.55243,602.9253
510.9655,24.55266,602.9105
510.949,24.5529,602.8956
510.9325,24.55315,602.8807
510.9161,24.55342,602.8659
510.8997,24.55369,602.851
510.8832,24.55398,602.8362
510.8668,24.55427,602.8213
510.8503,24.55458,602.8063
510.8339,24.5549,602.7914
510.8174,24.55523,602.7765
510.801,24.55558,602.7615
510.7846,24.55593,602.7466
510.7682,24.5563,602.7316
510.7519,24.55668,602.7166
510.7355,24.55707,602.7016
510.7192,24.55747,602.6866
510.7029,24.55789,602.6716
510.6866,24.55832,602.6566
510.6702,24.55876,602.6416
510.6539,24.55921,602.6265
510.6376,24.55968,602.6115
510.6213,24.56016,602.5963
510.605,24.56065,602.5812
510.5887,24.56116,602.5662
510.5724,24.56168,602.551
510.5563,24.56221,602.5359
510.54,24.56276,602.5208
510.5239,24.56331,602.5057
510.5077,24.56389,602.4906
510.4915,24.56448,602.4754
510.4753,24.56508,602.4601
510.459,24.56569,602.4449
510.4429,24.56633,602.4297
510.4267,24.56697,602.4145
510.4106,24.56763,602.3993
510.3945,24.5683,602.384
510.3784,24.56899,602.3688
510.3623,24.56969,602.3535
510.3463,24.57041,602.3383
510.3303,24.57114,602.3231
510.3141,24.57189,602.3077
510.2981,24.57265,602.2924
510.282,24.57344,602.277
510.266,24.57423,602.2616
510.2499,24.57504,602.2463
510.234,24.57587,602.2309
510.218,24.57671,602.2155
510.2021,24.57757,602.2001
510.1861,24.57844,602.1848
510.1702,24.57933,602.1694
510.1544,24.58024,602.1539
510.1384,24.58116,602.1385
510.1224,24.58211,602.123
510.1066,24.58307,602.1075
510.0907,24.58404,602.092
510.0748,24.58503,602.0765
510.059,24.58604,602.061
510.0432,24.58707,602.0454
510.0274,24.58811,602.0299
510.0116,24.58917,602.0144
509.9958,24.59025,601.9989
