x,y,z
588.6446,25.0242,546.5418
588.6839,25.01715,546.5657
588.7232,25.01006,546.5899
588.7625,25.00294,546.6142
588.8015,24.9958,546.6386
588.8405,24.98863,546.6631
588.8793,24.98143,546.6879
588.918,24.97421,546.7126
588.9567,24.96695,546.7377
588.9953,24.95964,546.7628
589.0338,24.95231,546.7881
589.0721,24.94494,546.8136
589.1104,24.93755,546.8392
589.1485,24.93013,546.8649
589.1865,24.92267,546.8907
589.2243,24.9152,546.9167
589.262,24.90772,546.943
589.2996,24.90024,546.9695
589.3372,24.89276,546.9962
589.3745,24.88527,547.0231
589.4118,24.87778,547.0502
589.4488,24.87033,547.0774
589.4857,24.86287,547.1049
589.5224,24.85541,547.1325
589.5591,24.84795,547.1604
589.5956,24.84049,547.1885
589.632,24.83304,547.2167
589.6682,24.82561,547.245
589.7042,24.81817,547.2736
589.7402,24.81073,547.3023
589.776,24.8033,547.3312
589.8118,24.79586,547.3604
589.8472,24.78844,547.3895
589.8826,24.78103,547.4189
589.9179,24.77362,547.4484
589.9531,24.7662,547.4781
589.9882,24.75879,547.508
590.0231,24.75139,547.538
590.0578,24.74399,547.5681
590.0924,24.7366,547.5984
590.127,24.72921,547.6288
590.1614,24.72182,547.6594
590.1957,24.71443,547.6902
590.2299,24.70706,547.721
590.2639,24.69968,547.752
590.2978,24.69231,547.7831
590.3316,24.68494,547.8143
590.3653,24.67757,547.8458
590.3989,24.67021,547.8773
590.4323,24.66285,547.9089
590.4656,24.6555,547.9406
590.4988,24.64815,547.9724
590.532,24.64079,548.0044
590.565,24.63345,548.0365
590.5979,24.6261,548.0687
590.6307,24.61876,548.101
590.6634,24.61142,548.1334
590.6959,24.60409,548.166
590.7284,24.59675,548.1986
590.7607,24.58942,548.2313
590.793,24.58209,548.2642
590.8252,24.57476,548.2971
590.8573,24.56744,548.3302
590.8892,24.56011,548.3633
590.9211,24.5528,548.3965
590.9528,24.54548,548.4299
590.9845,24.53815,548.4633
591.0161,24.53083,548.4968
591.0475,24.52351,548.5305
591.0789,24.5162,548.5641
591.1102,24.5089,548.5978
591.1414,24.50158,548.6317
591.1725,24.49426,548.6657
591.2036,24.48694,548.6998
591.2345,24.47963,548.7338
591.2653,24.47233,548.768
591.296,24.46502,548.8022
591.3267,24.4577,548.8366
591.3573,24.45037,548.8711
591.3878,24.44306,548.9056
591.4182,24.43575,548.9401
591.4485,24.42845,548.9747
591.4788,24.42113,549.0094
591.509,24.4138,549.0443
591.5391,24.40648,549.0791
591.5691,24.39916,549.114
591.5989,24.39185,549.1489
591.6288,24.38454,549.1839
591.6586,24.37719,549.2191
591.6884,24.36985,549.2543
591.7181,24.36252,549.2896
591.7476,24.3552,549.3248
591.777,24.34788,549.36
591.8065,24.34054,549.3954
591.8359,24.33317,549.431
591.8652,24.32582,549.4666
591.8944,24.31847,549.5021
591.9235,24.31113,549.5377
591.9525,24.30379,549.5732
591.9817,24.2964,549.6091
592.0107,24.28901,549.645
592.0396,24.28164,549.6807
592.0684,24.27428,549.7166
592.097,24.26693,549.7523
592.1259,24.25951,549.7884
592.1547,24.25208,549.8245
592.1833,24.24467,549.8605
592.2119,24.23728,549.8966
592.2402,24.22989,549.9326
592.2687,24.22246,549.9688
592.2972,24.21499,550.0051
592.3257,24.20754,550.0414
592.3539,24.2001,550.0776
592.3821,24.19267,550.1138
592.4102,24.18522,550.15
592.4386,24.1777,550.1866
592.4668,24.17019,550.2231
592.4949,24.1627,550.2595
592.5228,24.15522,550.2959
592.5507,24.14774,550.3322
592.5788,24.14016,550.369
592.6069,24.13259,550.4056
592.6348,24.12503,550.4422
592.6625,24.1175,550.4786
592.6901,24.10996,550.515
592.7181,24.10231,550.552
592.746,24.09467,550.5887
592.7737,24.08705,550.6254
592.8013,24.07944,550.6619
592.8289,24.07183,550.6984
592.8568,24.06409,550.7355
592.8845,24.05637,550.7723
592.9121,24.04867,550.8091
592.9395,24.041,550.8456
592.967,24.03327,550.8823
592.9948,24.02543,550.9193
593.0225,24.01762,550.9562
593.0499,24.00983,550.9929
593.0773,24.00207,551.0294
593.1049,23.99418,551.0663
593.1326,23.98625,551.1033
593.1602,23.97834,551.1401
593.1876,23.97045,551.1767
593.2148,23.96257,551.2131
593.2427,23.95448,551.2503
593.2704,23.94643,551.2872
593.2979,23.93841,551.3238
593.3252,23.93042,551.3601
593.353,23.92226,551.397
593.3808,23.91405,551.434
593.4084,23.90587,551.4706
593.4359,23.89772,551.5068
593.4635,23.88948,551.5433
593.4916,23.88109,551.5803
593.5194,23.87273,551.6168
593.547,23.86442,551.6529
593.5748,23.85603,551.6891
593.603,23.84743,551.7259
593.6311,23.83888,551.7623
593.6589,23.83038,551.7981
593.687,23.82177,551.8341
593.7156,23.81295,551.8707
593.7439,23.80418,551.9066
593.7719,23.79546,551.9421
593.8004,23.78655,551.9779
593.8288,23.77761,552.0137
593.8571,23.76857,552.0496
593.8853,23.75951,552.0855
593.9135,23.75033,552.1216
593.9413,23.74116,552.1576
593.9694,23.73182,552.1939
593.9969,23.72252,552.2299
594.0248,23.71301,552.2664
594.0522,23.70352,552.3027
594.0796,23.69391,552.3392
594.1069,23.68421,552.3758
594.1338,23.6745,552.4122
594.1609,23.6646,552.4492
594.1877,23.65467,552.486
594.2142,23.64469,552.5227
594.2407,23.63455,552.5599
594.267,23.62437,552.5969
594.2932,23.61414,552.634
594.3192,23.60379,552.6714
594.345,23.59339,552.7087
594.3707,23.58294,552.7462
594.3962,23.57241,552.7837
594.4216,23.56184,552.8213
594.4469,23.55122,552.859
594.472,23.54057,552.8967
594.4971,23.5299,552.9345
594.522,23.5192,552.9724
594.5469,23.50848,553.0103
594.5718,23.49777,553.0483
594.5965,23.48707,553.0862
594.6212,23.47635,553.1243
594.6459,23.46566,553.1624
594.6705,23.45502,553.2003
594.6953,23.44435,553.2385
594.7199,23.43375,553.2766
594.7446,23.42319,553.3146
594.7694,23.41258,553.3529
594.7939,23.40215,553.3907
594.8188,23.39165,553.4289
594.8435,23.38124,553.4669
594.8683,23.37087,553.5049
594.8932,23.3605,553.5431
594.918,23.35025,553.5809
594.9431,23.33993,553.6192
594.968,23.32979,553.6569
594.9932,23.31956,553.6952
595.0181,23.30945,553.7329
595.043,23.29925,553.7708
595.0681,23.2889,553.809
595.0931,23.27852,553.847
595.1179,23.26818,553.8848
595.1428,23.25769,553.9229
595.1678,23.24708,553.9612
595.1924,23.23659,553.999
595.2171,23.226,554.0369
595.2419,23.2153,554.0751
595.2667,23.20457,554.1133
595.2913,23.1939,554.1511
595.3159,23.18313,554.1891
595.3407,23.17225,554.2275
595.3652,23.16145,554.2654
595.3897,23.15064,554.3033
595.4142,23.13973,554.3416
595.439,23.12873,554.3799
595.4633,23.11787,554.4178
595.4877,23.10695,554.4558
595.5123,23.09595,554.4941
595.5369,23.08487,554.5325
595.5611,23.07395,554.5704
595.5854,23.06295,554.6085
595.6099,23.05189,554.6467
595.6344,23.04078,554.6852
595.6586,23.0298,554.7231
595.6828,23.01877,554.7612
595.7072,23.00768,554.7995
595.7316,22.99653,554.838
595.7557,22.98553,554.8759
595.78,22.97448,554.9141
595.8043,22.96338,554.9524
595.8287,22.95223,554.9909
595.8527,22.94122,555.0289
595.8768,22.93018,555.0671
595.9011,22.91909,555.1054
595.9254,22.90796,555.1439
595.9495,22.89694,555.1821
595.9735,22.88592,555.2203
595.9977,22.87487,555.2586
596.022,22.86378,555.2971
596.0461,22.85275,555.3354
596.0701,22.84179,555.3736
596.0942,22.83079,555.4119
596.1183,22.81976,555.4504
596.1425,22.80872,555.489
596.1664,22.79782,555.5271
596.1905,22.78689,555.5654
596.2146,22.77593,555.6039
596.2388,22.76495,555.6425
596.2628,22.75408,555.6808
596.2867,22.74323,555.7191
596.3107,22.73236,555.7575
596.3348,22.72148,555.7961
596.3589,22.71062,555.8347
596.3828,22.69986,555.8729
596.4068,22.68909,555.9113
596.4308,22.67831,555.9498
596.455,22.66752,555.9885
596.4789,22.65682,556.027
596.5027,22.64616,556.0653
596.5267,22.63549,556.1039
596.5508,22.62482,556.1425
596.5749,22.61415,556.1812
596.5987,22.60361,556.2195
596.6226,22.59307,556.2581
596.6466,22.58252,556.2966
596.6707,22.57197,556.3353
596.6946,22.56148,556.374
596.7185,22.55107,556.4124
596.7424,22.54066,556.451
596.7664,22.53024,556.4896
596.7905,22.51984,556.5284
596.8143,22.50953,556.567
596.8382,22.49926,556.6055
596.8621,22.489,556.6442
596.8861,22.47874,556.6829
596.9102,22.4685,556.7217
596.934,22.45836,556.7603
596.9579,22.44826,556.7989
596.9818,22.43816,556.8376
597.0058,22.42808,556.8763
597.0298,22.418,556.9153
597.0536,22.40806,556.9539
597.0776,22.39812,556.9925
597.1015,22.38821,557.0313
597.1255,22.37831,557.0701
597.1495,22.36842,557.1091
597.1733,22.35866,557.1476
597.1972,22.34892,557.1864
597.2211,22.33919,557.2252
597.2451,22.32948,557.264
597.2692,22.3198,557.303
597.293,22.31023,557.3417
597.3169,22.30069,557.3805
597.3408,22.29117,557.4193
597.3648,22.28167,557.4583
597.3889,22.27219,557.4973
597.4127,22.26283,557.536
597.4366,22.2535,557.5748
597.4605,22.24419,557.6137
597.4845,22.23491,557.6527
597.5085,22.22565,557.6918
597.5324,22.21651,557.7306
597.5563,22.20739,557.7694
597.5803,22.19831,557.8083
597.6042,22.18926,557.8474
597.6282,22.18023,557.8865
597.6522,22.1713,557.9254
597.6761,22.16242,557.9642
597.7,22.15357,558.0032
597.724,22.14476,558.0422
597.748,22.13597,558.0814
597.772,22.12727,558.1204
597.7959,22.11863,558.1593
597.8199,22.11002,558.1983
597.8439,22.10146,558.2374
597.8679,22.09292,558.2766
597.8919,22.08445,558.3157
597.9158,22.07606,558.3546
597.9398,22.06771,558.3936
597.9638,22.0594,558.4327
597.9879,22.05113,558.4719
598.0119,22.04289,558.5112
598.0358,22.03477,558.5502
598.0598,22.02668,558.5892
598.0838,22.01863,558.6283
598.1078,22.01063,558.6675
598.1319,22.00266,558.7068
598.1556,21.99487,558.7454
598.1793,21.98715,558.7839
598.2029,21.97941,558.8226
598.2269,21.97165,558.8616
598.2509,21.96388,558.9009
598.275,21.95609,558.9403
598.2993,21.94829,558.98
598.3237,21.94047,559.0199
598.3477,21.9328,559.0592
598.3713,21.9253,559.0978
598.395,21.91779,559.1366
598.4188,21.91026,559.1756
598.4427,21.90272,559.2148
598.4668,21.89517,559.2542
598.491,21.88761,559.2938
598.5153,21.88003,559.3337
598.5396,21.87245,559.3737
598.5632,21.86513,559.4124
598.5869,21.85782,559.4512
598.6106,21.8505,559.4902
598.6345,21.84317,559.5293
598.6584,21.83584,559.5686
598.6824,21.8285,559.6082
598.7065,21.82114,559.6478
598.7308,21.81378,559.6876
598.7551,21.80641,559.7276
598.7786,21.7993,559.7664
598.8022,21.79217,559.8052
598.826,21.78503,559.8444
598.8498,21.77789,559.8835
598.8737,21.77074,559.9229
598.8977,21.76359,559.9624
598.9218,21.75642,560.0021
598.9459,21.74926,560.0419
598.9702,21.74208,560.0818
598.9938,21.73508,560.1209
599.0175,21.72812,560.1599
599.0412,21.72115,560.199
599.065,21.71418,560.2382
599.0889,21.70721,560.2776
599.1128,21.70023,560.3171
599.1368,21.69324,560.3567
599.1608,21.68626,560.3964
599.1849,21.67927,560.4363
599.209,21.67232,560.476
599.2326,21.66551,560.515
599.2563,21.6587,560.5541
599.28,21.65189,560.5933
599.3038,21.64507,560.6327
599.3276,21.63826,560.6721
599.3516,21.63144,560.7117
599.3755,21.62461,560.7513
599.3996,21.61779,560.7911
599.4237,21.61097,560.8309
599.4476,21.60422,560.8705
599.4712,21.59755,560.9096
599.4949,21.59088,560.9488
599.5186,21.58422,560.9881
599.5424,21.57755,561.0275
599.5663,21.57088,561.067
599.5901,21.56421,561.1066
599.6141,21.55754,561.1462
599.6381,21.55087,561.186
599.6622,21.5442,561.2259
599.686,21.53759,561.2654
599.7097,21.53106,561.3046
599.7334,21.52452,561.3439
599.7571,21.51799,561.3833
599.7809,21.51146,561.4227
599.8047,21.50493,561.4623
599.8286,21.49841,561.5018
599.8525,21.49188,561.5415
599.8765,21.48535,561.5812
599.9005,21.47883,561.6211
599.9244,21.47233,561.6608
599.9481,21.46593,561.7001
599.9717,21.45952,561.7394
599.9955,21.45312,561.7788
600.0192,21.44672,561.8182
600.043,21.44032,561.8578
600.0669,21.43393,561.8973
600.0908,21.42754,561.937
600.1147,21.42115,561.9767
600.1386,21.41476,562.0165
600.1626,21.40838,562.0564
600.1863,21.40208,562.0958
600.21,21.3958,562.1351
600.2337,21.38951,562.1746
600.2574,21.38324,562.2141
600.2813,21.37697,562.2536
600.3051,21.3707,562.2932
600.3289,21.36444,562.3328
600.3527,21.35818,562.3725
600.3766,21.35192,562.4122
600.4006,21.34567,562.452
600.4244,21.33945,562.4918
600.4481,21.33328,562.5312
600.4719,21.32711,562.5706
600.4956,21.32096,562.6101
600.5193,21.3148,562.6497
600.5432,21.30866,562.6893
600.567,21.30251,562.7289
600.5908,21.29638,562.7686
600.6146,21.29025,562.8083
600.6385,21.28412,562.848
600.6624,21.278,562.8878
600.6862,21.27192,562.9274
600.7099,21.26587,562.9669
600.7336,21.25982,563.0065
600.7574,21.25378,563.046
600.7811,21.24775,563.0856
600.8049,21.24173,563.1252
600.8287,21.23571,563.1649
600.8525,21.22969,563.2046
600.8763,21.22369,563.2443
600.9002,21.21769,563.284
600.9241,21.2117,563.3238
600.9478,21.20575,563.3634
600.9716,21.19981,563.403
600.9953,21.19388,563.4425
601.0191,21.18796,563.4821
601.0428,21.18204,563.5217
601.0667,21.17614,563.5614
601.0905,21.17024,563.6011
601.1142,21.16435,563.6407
601.1381,21.15847,563.6805
601.1619,21.1526,563.7202
601.1857,21.14673,563.76
601.2095,21.14089,563.7996
601.2332,21.13507,563.8392
601.257,21.12926,563.8788
601.2807,21.12345,563.9185
601.3045,21.11765,563.9582
601.3283,21.11186,563.9979
601.3521,21.10609,564.0375
601.3759,21.10032,564.0772
601.3997,21.09455,564.1169
601.4235,21.08881,564.1567
601.4473,21.08307,564.1964
601.471,21.07734,564.236
601.4948,21.07163,564.2758
601.5186,21.06593,564.3154
601.5424,21.06024,564.3551
601.5661,21.05456,564.3948
601.5899,21.04889,564.4344
601.6136,21.04323,564.4742
601.6375,21.03758,564.5139
601.6612,21.03194,564.5536
601.685,21.02632,564.5933
601.7087,21.0207,564.633
601.7325,21.01509,564.6727
601.7563,21.00949,564.7125
601.7802,21.0039,564.7522
601.8039,20.99833,564.7919
601.8277,20.99277,564.8317
601.8514,20.98722,564.8713
601.8752,20.98167,564.9111
601.899,20.97615,564.9507
601.9227,20.97063,564.9904
601.9465,20.96513,565.0301
601.9702,20.95964,565.0698
601.9941,20.95414,565.1096
602.0179,20.94866,565.1494
602.0417,20.94318,565.1891
602.0654,20.93773,565.2289
602.0892,20.93229,565.2687
602.113,20.92685,565.3084
602.1368,20.92144,565.3481
602.1605,20.91603,565.3878
602.1843,20.91064,565.4275
602.2079,20.90527,565.4671
602.2318,20.89989,565.5068
602.2556,20.89452,565.5467
602.2794,20.88915,565.5865
602.3032,20.8838,565.6263
602.327,20.87846,565.6661
602.3508,20.87314,565.7059
602.3746,20.86784,565.7456
602.3983,20.86255,565.7853
602.422,20.85727,565.825
602.4457,20.85201,565.8646
602.4694,20.84676,565.9043
602.4932,20.84151,565.9441
602.5171,20.83625,565.9839
602.541,20.83101,566.0239
602.5648,20.82578,566.0637
602.5886,20.82057,566.1035
602.6124,20.81538,566.1433
602.6361,20.81021,566.183
602.6599,20.80505,566.2227
602.6835,20.7999,566.2624
602.7073,20.79478,566.302
602.7309,20.78967,566.3416
602.7548,20.78453,566.3815
602.7786,20.7794,566.4214
602.8025,20.77429,566.4614
602.8264,20.76919,566.5012
602.8502,20.76412,566.5411
602.8739,20.75906,566.5808
602.8977,20.75402,566.6205
602.9214,20.749,566.6603
602.9451,20.744,566.6999
602.9688,20.73901,566.7395
602.9924,20.73404,566.7791
603.0164,20.72902,566.8192
603.0403,20.72403,566.8591
603.0641,20.71905,566.8991
603.088,20.7141,566.939
603.1118,20.70917,566.9788
603.1356,20.70425,567.0186
603.1593,20.69936,567.0582
603.183,20.69449,567.0979
603.2066,20.68964,567.1375
603.2302,20.68481,567.177
603.2542,20.67994,567.217
603.2781,20.67507,567.2571
603.302,20.67023,567.2971
603.3259,20.66541,567.337
603.3497,20.66061,567.3768
603.3735,20.65583,567.4166
603.3972,20.65107,567.4564
603.4209,20.64634,567.496
603.4446,20.64163,567.5356
603.4682,20.63695,567.5751
603.492,20.63224,567.6149
603.516,20.62751,567.6551
603.5399,20.6228,567.6952
603.5638,20.61812,567.7352
603.5876,20.61347,567.775
603.6115,20.60884,567.8149
603.6352,20.60423,567.8546
603.6589,20.59965,567.8943
603.6826,20.5951,567.9338
603.7061,20.59057,567.9733
603.7299,20.58602,568.0131
603.754,20.58144,568.0533
603.778,20.57689,568.0934
603.8018,20.57236,568.1334
603.8257,20.56787,568.1734
603.8495,20.5634,568.2132
603.8733,20.55896,568.2529
603.897,20.55455,568.2926
603.9206,20.55017,568.3321
603.9442,20.54581,568.3715
603.968,20.54142,568.4115
603.9921,20.53701,568.4517
604.0161,20.53263,568.4919
604.04,20.52828,568.5319
604.0639,20.52396,568.5718
604.0877,20.51968,568.6117
604.1114,20.51542,568.6514
604.1351,20.5112,568.6909
604.1586,20.50702,568.7303
604.1822,20.50286,568.7697
604.2064,20.4986,568.8102
604.2304,20.49439,568.8504
604.2544,20.49021,568.8906
604.2783,20.48606,568.9305
604.3022,20.48195,568.9705
604.3259,20.47787,569.0102
604.3496,20.47384,569.0498
604.3732,20.46983,569.0892
604.3967,20.46587,569.1285
604.4207,20.46183,569.1687
604.4449,20.45781,569.2091
604.4689,20.45382,569.2493
604.4929,20.44987,569.2894
604.5168,20.44596,569.3293
604.5406,20.44209,569.369
604.5643,20.43826,569.4086
604.5878,20.43447,569.4481
604.6113,20.43073,569.4873
604.6354,20.42691,569.5276
604.6596,20.4231,569.568
604.6837,20.41934,569.6083
604.7077,20.41562,569.6483
604.7316,20.41195,569.6882
604.7553,20.40832,569.7279
604.7789,20.40474,569.7675
604.8025,20.40121,569.8068
604.826,20.3977,569.8461
604.8504,20.3941,569.8867
604.8746,20.39056,569.9272
604.8987,20.38707,569.9674
604.9226,20.38363,570.0074
604.9465,20.38024,570.0472
604.9702,20.37691,570.0867
604.9937,20.37363,570.126
605.0172,20.3704,570.1652
605.0413,20.36711,570.2054
605.0654,20.36388,570.2456
605.0893,20.36072,570.2856
605.1132,20.35763,570.3253
605.1368,20.3546,570.3647
605.1608,20.35159,570.4045
605.185,20.34861,570.4448
605.2091,20.34569,570.4849
605.233,20.34284,570.5246
605.2568,20.34006,570.5641
605.2807,20.33733,570.6037
605.305,20.3346,570.644
605.3291,20.33195,570.684
605.3531,20.32936,570.7238
605.3771,20.32683,570.7634
605.4009,20.32437,570.8029
605.4252,20.32191,570.8431
605.4495,20.31953,570.8832
605.4735,20.31721,570.923
605.4975,20.31495,570.9625
605.5214,20.31276,571.0021
605.5458,20.31058,571.0422
605.5701,20.30847,571.0822
605.5942,20.30643,571.122
605.6182,20.30445,571.1615
605.6423,20.30252,571.2012
605.6666,20.30063,571.2413
605.6909,20.29881,571.2813
605.715,20.29704,571.3209
605.739,20.29535,571.3604
605.7633,20.29369,571.4003
605.7877,20.29208,571.4403
605.8119,20.29053,571.4801
605.836,20.28905,571.5198
605.86,20.28763,571.5593
605.8845,20.28624,571.5994
605.9088,20.28491,571.6392
605.933,20.28365,571.679
605.9571,20.28244,571.7185
605.9814,20.28127,571.7583
606.0057,20.28016,571.7983
606.03,20.2791,571.8381
606.0543,20.2781,571.8777
606.0784,20.27715,571.9174
606.1028,20.27624,571.9573
606.1271,20.27539,571.9972
606.1514,20.27458,572.0369
606.1755,20.27383,572.0765
606.1998,20.27312,572.1163
606.2242,20.27246,572.1563
606.2484,20.27184,572.196
606.2726,20.27127,572.2357
606.2969,20.27074,572.2754
606.3212,20.27026,572.3153
606.3455,20.26981,572.3551
606.3697,20.26941,572.3948
606.3939,20.26904,572.4346
606.4182,20.26871,572.4744
606.4425,20.26842,572.5143
606.4667,20.26817,572.554
606.4909,20.26794,572.5938
606.5151,20.26775,572.6337
606.5394,20.2676,572.6735
606.5636,20.26747,572.7133
606.5878,20.26736,572.7531
606.6119,20.26729,572.7929
606.6362,20.26724,572.8328
606.6603,20.26721,572.8726
606.6845,20.26721,572.9125
606.7086,20.26722,572.9523
606.7327,20.26726,572.9922
606.7569,20.26731,573.032
606.781,20.26738,573.072
606.8051,20.26746,573.1118
606.8292,20.26755,573.1517
606.8533,20.26765,573.1915
606.8773,20.26777,573.2315
606.9014,20.26789,573.2715
606.9254,20.26802,573.3113
606.9494,20.26815,573.3512
606.9734,20.26829,573.3912
606.9975,20.26842,573.4313
607.0214,20.26856,573.4711
607.0453,20.26869,573.511
607.0692,20.26883,573.551
607.0933,20.26896,573.5912
607.1171,20.26908,573.6312
607.1409,20.2692,573.671
607.1648,20.2693,573.7111
607.1887,20.2694,573.7512
607.2126,20.26949,573.7914
607.2363,20.26957,573.8312
607.26,20.26963,573.8712
607.2839,20.26968,573.9114
607.3078,20.26971,573.9518
607.3314,20.26973,573.9916
607.355,20.26973,574.0316
607.3787,20.2697,574.0718
607.4025,20.26966,574.1121
607.4263,20.2696,574.1523
607.4497,20.26952,574.1923
607.4733,20.26942,574.2323
607.4969,20.26929,574.2726
607.5208,20.26914,574.3131
607.5442,20.26896,574.3531
607.5676,20.26877,574.3931
607.5911,20.26854,574.4333
607.6147,20.26829,574.4738
607.6384,20.268,574.5144
607.6617,20.2677,574.5543
607.685,20.26736,574.5944
607.7084,20.267,574.6346
607.732,20.2666,574.6752
607.7556,20.26617,574.7158
607.7787,20.26572,574.7557
607.8019,20.26524,574.7958
607.8253,20.26472,574.8362
607.8488,20.26417,574.8768
607.8723,20.26358,574.9176
607.8953,20.26298,574.9575
607.9185,20.26234,574.9976
607.9417,20.26167,575.038
607.965,20.26096,575.0786
607.9885,20.26021,575.1195
608.0115,20.25944,575.1595
608.0345,20.25864,575.1996
608.0576,20.2578,575.2401
608.0808,20.25693,575.2807
608.1042,20.25601,575.3216
608.1273,20.25507,575.3619
608.1501,20.25411,575.402
608.1731,20.25311,575.4423
608.1962,20.25207,575.4829
608.2194,20.25099,575.5238
608.2427,20.24987,575.5648
608.2655,20.24876,575.6049
608.2884,20.24766,575.6451
608.3113,20.24656,575.6854
608.3344,20.24546,575.7258
608.3575,20.24436,575.7663
608.3807,20.24326,575.8069
608.4041,20.24217,575.8476
608.4275,20.24108,575.8884
608.4506,20.24,575.9287
608.4736,20.23893,575.9688
608.4968,20.23786,576.0089
608.5199,20.2368,576.0492
608.5432,20.23573,576.0896
608.5665,20.23467,576.13
608.5899,20.23361,576.1705
608.6134,20.23255,576.2112
608.637,20.23149,576.2519
608.6601,20.23045,576.2919
608.6833,20.22941,576.3319
608.7065,20.22837,576.3721
608.7299,20.22733,576.4123
608.7533,20.2263,576.4526
608.7768,20.22526,576.493
608.8004,20.22422,576.5334
608.8239,20.22319,576.574
608.8475,20.22215,576.6146
608.8708,20.22114,576.6545
608.8941,20.22012,576.6945
608.9175,20.21911,576.7346
608.941,20.21809,576.7747
608.9645,20.21707,576.815
608.988,20.21606,576.8553
609.0117,20.21504,576.8958
609.0353,20.21402,576.9363
609.059,20.21301,576.9767
609.0824,20.212,577.0166
609.1058,20.211,577.0566
609.1293,20.21,577.0967
609.1528,20.209,577.1368
609.1763,20.208,577.177
609.2,20.20699,577.2173
609.2236,20.20599,577.2576
609.2474,20.20498,577.298
609.2711,20.20398,577.3386
609.2946,20.20298,577.3785
609.3181,20.20199,577.4185
609.3416,20.201,577.4585
609.3651,20.2,577.4985
609.3887,20.19901,577.5387
609.4123,20.19801,577.5789
609.436,20.19702,577.6193
609.4597,20.19602,577.6596
609.4835,20.19501,577.7001
609.5071,20.19402,577.7402
609.5306,20.19303,577.7802
609.5541,20.19204,577.8201
609.5776,20.19105,577.8602
609.6013,20.19006,577.9003
609.6249,20.18906,577.9405
609.6486,20.18807,577.9807
609.6722,20.18707,578.0211
609.696,20.18607,578.0615
609.7198,20.18507,578.1019
609.7433,20.18408,578.1418
609.7667,20.18309,578.1818
609.7903,20.18209,578.2218
609.8138,20.1811,578.2619
609.8375,20.1801,578.3021
609.8611,20.1791,578.3423
609.8848,20.1781,578.3826
609.9084,20.17709,578.4229
609.9322,20.17609,578.4633
609.9559,20.17508,578.5037
609.9793,20.17408,578.5436
610.0028,20.17308,578.5836
610.0263,20.17208,578.6237
610.0499,20.17108,578.6638
610.0734,20.17007,578.704
610.097,20.16906,578.7442
610.1207,20.16805,578.7845
610.1443,20.16703,578.8249
610.168,20.16601,578.8654
610.1916,20.165,578.9056
610.215,20.16399,578.9456
610.2385,20.16298,578.9857
610.2619,20.16196,579.0258
610.2854,20.16094,579.0659
610.3089,20.15992,579.1061
610.3325,20.15889,579.1464
610.356,20.15786,579.1868
610.3796,20.15683,579.2272
610.4033,20.1558,579.2676
610.4268,20.15476,579.3079
610.4501,20.15374,579.348
610.4735,20.1527,579.3881
610.4969,20.15167,579.4282
610.5203,20.15063,579.4684
610.5438,20.14959,579.5087
610.5672,20.14855,579.549
610.5907,20.1475,579.5894
610.6142,20.14645,579.6298
610.6377,20.14539,579.6703
610.6612,20.14433,579.7108
610.6844,20.14328,579.7509
610.7077,20.14223,579.791
610.731,20.14117,579.8312
610.7543,20.14011,579.8715
610.7776,20.13905,579.9117
610.801,20.13798,579.9521
610.8244,20.13691,579.9926
610.8478,20.13583,580.033
610.8712,20.13475,580.0735
610.8947,20.13367,580.1142
610.9178,20.13259,580.1543
610.9409,20.13151,580.1945
610.9641,20.13043,580.2347
610.9873,20.12934,580.275
611.0106,20.12825,580.3154
611.0338,20.12715,580.3558
611.057,20.12605,580.3963
611.0803,20.12495,580.4368
611.1035,20.12384,580.4774
611.1268,20.12272,580.5181
611.15,20.12161,580.5585
611.173,20.12051,580.5987
611.196,20.11939,580.639
611.2191,20.11827,580.6794
611.2422,20.11715,580.7198
611.2653,20.11603,580.7603
611.2883,20.11489,580.8008
611.3115,20.11376,580.8414
611.3346,20.11262,580.882
611.3577,20.11147,580.9227
611.3808,20.11032,580.9634
611.4037,20.10918,581.0037
611.4266,20.10803,581.0441
611.4495,20.10688,581.0845
611.4724,20.10572,581.125
611.4953,20.10456,581.1655
611.5182,20.10339,581.2061
611.5412,20.10222,581.2468
611.5641,20.10105,581.2874
611.5871,20.09986,581.3281
611.61,20.09868,581.369
611.6329,20.09749,581.4096
611.6556,20.09631,581.4501
611.6783,20.09512,581.4905
611.7011,20.09393,581.5311
611.7238,20.09273,581.5717
611.7466,20.09152,581.6123
611.7693,20.09031,581.653
611.7921,20.0891,581.6938
611.8148,20.08788,581.7346
611.8376,20.08665,581.7754
611.8604,20.08542,581.8163
611.883,20.08419,581.857
611.9056,20.08296,581.8975
611.9281,20.08173,581.9382
611.9506,20.08049,581.9788
611.9732,20.07924,582.0195
611.9957,20.07799,582.0603
612.0183,20.07674,582.1011
612.0408,20.07547,582.142
612.0634,20.07421,582.1829
612.0859,20.07293,582.2238
612.1085,20.07166,582.2648
612.1309,20.07038,582.3056
612.1533,20.0691,582.3463
612.1756,20.06782,582.387
612.1979,20.06653,582.4278
612.2203,20.06523,582.4686
612.2426,20.06393,582.5095
612.2649,20.06263,582.5504
612.2872,20.06131,582.5914
612.3096,20.06,582.6324
612.3319,20.05867,582.6735
612.3542,20.05734,582.7146
612.3764,20.05601,582.7555
612.3986,20.05468,582.7963
612.4207,20.05335,582.8372
612.4427,20.05201,582.8781
612.4648,20.05066,582.9191
