UnityTime [s],X,Y,Z,RX,RY,RZ,X2,Y2,Z2,RX2,RY2,RZ2,tangent,ERROR y,X - X2,Y - Y2,Z - Z2,RX - RX2,RY - RY2,RZ - RZ2,
0,596.1,18.65,696.6,355.6315,196.8044,359.802,596.1,18.65,696.6,355.6315,196.8044,359.802,0.1197014,0,0,0,0,0,0,0,
0.005,596.1,18.65,696.6,355.6315,196.8044,359.802,596.1,18.65,696.6,355.6315,196.8044,359.802,0.1197014,0,0,0,0,0,0,0,
0.01,596.0952,18.65128,696.5841,355.5555,196.4528,359.8388,596.0955,18.65134,696.584,355.5621,196.4868,359.8352,0.1322063,6.103516E-05,-0.0003051758,-6.103516E-05,6.103516E-05,-0.006591797,-0.03398132,0.003601074,
0.015,596.0901,18.6527,696.5667,355.4952,196.1691,359.8709,596.0906,18.65281,696.5665,355.5014,196.1985,359.8675,0.145683,0.0001106262,-0.0004882813,-0.0001125336,0.0001220703,-0.006164551,-0.0294342,0.003417969,
0.02,596.0848,18.65426,696.5478,355.4445,195.9334,359.8997,596.0853,18.6544,696.5477,355.4467,195.944,359.8984,0.1599523,0.0001520266,-0.0005493164,-0.0001411438,0.0001220703,-0.002166748,-0.01057434,0.001281738,
0.025,596.0797,18.65573,696.5302,355.4075,195.7609,359.9226,596.0804,18.65588,696.53,355.4088,195.7679,359.9216,0.1715575,0.0001564026,-0.0007324219,-0.0001583099,0.0001831055,-0.001373291,-0.006958008,0.0009765625,
0.03,596.075,18.65714,696.5133,355.379,195.631,359.9413,596.0757,18.6573,696.5131,355.3813,195.644,359.9394,0.1812331,0.0001621246,-0.0007324219,-0.0001621246,0.0001831055,-0.002319336,-0.01301575,0.00189209,
0.035,596.07,18.65862,696.4956,355.3538,195.511,359.9594,596.0707,18.65879,696.4954,355.3563,195.5222,359.9576,0.1912492,0.0001621246,-0.0007324219,-0.0001621246,0.0001831055,-0.002502441,-0.01121521,0.00177002,
0.04,596.0649,18.66019,696.477,355.3317,195.4074,359.9763,596.0656,18.66035,696.4768,355.3326,195.4137,359.9754,0.2016056,0.0001544952,-0.0006713867,-0.0001544952,0.0001831055,-0.0009765625,-0.006286621,0.0009765625,
0.04499999,596.0599,18.66177,696.4584,355.313,195.3202,359.9916,596.0604,18.66191,696.4583,355.313,195.3235,359.9913,0.2113332,0.0001392365,-0.0005493164,-0.0001392365,0.0001220703,6.103516E-05,-0.003311157,0.0002746582,
0.04999999,596.0552,18.66319,696.4417,355.2986,195.2543,0.003713817,596.0557,18.66331,696.4416,355.2997,195.2597,0.002875201,0.2188351,0.0001182556,-0.0004882813,-0.0001182556,0.0001220703,-0.001098633,-0.005462646,0.0008386166,
0.05499999,596.0505,18.66467,696.4244,355.2856,195.1925,0.01553323,596.0509,18.66476,696.4243,355.2867,195.1976,0.01454985,0.2264948,8.964539E-05,-0.0004272461,-8.964539E-05,0.0001220703,-0.001159668,-0.005111694,0.0009833788,
0.05999999,596.0457,18.6662,696.4065,355.2742,195.1375,0.02681855,596.0459,18.66626,696.4064,355.275,195.1433,0.02584758,0.2343159,6.103516E-05,-0.0002441406,-6.103516E-05,6.103516E-05,-0.000793457,-0.005783081,0.0009709708,
0.06499999,596.0407,18.66778,696.3881,355.2632,195.0896,0.03754278,596.0408,18.66781,696.3881,355.2637,195.0906,0.03722009,0.2422423,2.670288E-05,-6.103516E-05,-2.670288E-05,0,-0.0004882813,-0.001037598,0.0003226846,
0.06999999,596.0356,18.6694,696.3692,355.254,195.0443,0.04801828,596.0356,18.66941,696.3692,355.2539,195.0437,0.04822422,0.2501511,1.144409E-05,0,-1.144409E-05,0,6.103516E-05,0.0005950928,-0.0002059378,
0.075,596.0311,18.67085,696.3524,355.2466,195.0085,0.05684607,596.0311,18.67086,696.3524,355.2468,195.0104,0.05650814,0.2561948,1.525879E-05,-6.103516E-05,-1.525879E-05,0,-0.0001831055,-0.001968384,0.000337936,
0.08,596.0265,18.67233,696.3351,355.2396,194.979,0.06515023,596.0266,18.67236,696.3351,355.2401,194.9783,0.06485628,0.262331,2.288818E-05,-6.103516E-05,-2.288818E-05,0,-0.0005187988,0.0006713867,0.0002939478,
0.085,596.0218,18.67385,696.3176,355.2336,194.9484,0.07356428,596.0219,18.67388,696.3176,355.2341,194.9501,0.07300286,0.2685019,2.288818E-05,-6.103516E-05,-2.288818E-05,0,-0.0005187988,-0.001693726,0.0005614236,
0.09,596.0169,18.67541,696.2996,355.2279,194.922,0.08163548,596.0171,18.67543,696.2995,355.2282,194.9242,0.08110603,0.274745,2.670288E-05,-0.0001831055,-2.670288E-05,6.103516E-05,-0.0003356934,-0.002243042,0.0005294457,
0.09500001,596.012,18.677,696.2811,355.2227,194.897,0.08959541,596.0122,18.67703,696.2811,355.223,194.9001,0.08920391,0.2810442,2.670288E-05,-0.0001831055,-2.670288E-05,6.103516E-05,-0.0002746582,-0.003097534,0.0003915057,
0.1,596.007,18.67862,696.2624,355.218,194.8762,0.09719864,596.0072,18.67865,696.2623,355.2179,194.8759,0.09735291,0.2873325,2.479553E-05,-0.0001831055,-2.479553E-05,6.103516E-05,9.155273E-05,0.0003051758,-0.0001542792,
0.105,596.0026,18.68009,696.2454,355.2144,194.8584,0.1038715,596.0027,18.68011,696.2454,355.2143,194.857,0.1038604,0.2923377,2.098083E-05,-0.0001220703,-2.098083E-05,6.103516E-05,0.0001220703,0.001327515,1.119077E-05,
0.11,595.9979,18.68159,696.2281,355.2108,194.8408,0.1105246,595.9981,18.68161,696.228,355.2109,194.8416,0.1102051,0.2973924,2.288818E-05,-0.0001831055,-2.288818E-05,6.103516E-05,-0.0001525879,-0.0007171631,0.0003195554,
0.115,595.9933,18.68311,696.2105,355.2077,194.8275,0.1168303,595.9934,18.68313,696.2104,355.2078,194.8273,0.1165103,0.3024544,1.907349E-05,-0.0001220703,-1.907349E-05,6.103516E-05,-9.155273E-05,0.0001220703,0.0003199577,
0.12,595.9886,18.68466,696.1927,355.2048,194.8138,0.1231597,595.9887,18.68466,696.1927,355.2052,194.8148,0.1227242,0.3075027,3.814697E-06,-6.103516E-05,-3.814697E-06,0,-0.0003662109,-0.0009918213,0.0004355609,
0.125,595.9838,18.68624,696.1746,355.2023,194.8011,0.1294104,595.9839,18.68624,696.1746,355.2025,194.8025,0.1290525,0.3126127,0,-6.103516E-05,0,0,-0.0001525879,-0.00138855,0.0003578961,
0.13,595.9789,18.68783,696.1561,355.2003,194.7912,0.1354349,595.9789,18.68783,696.1561,355.2003,194.7929,0.1352461,0.3177373,0,0,0,0,-3.051758E-05,-0.001693726,0.0001888275,
0.135,595.9741,18.68942,696.1378,355.1981,194.7812,0.1413538,595.9741,18.68942,696.1378,355.1981,194.7824,0.1413427,0.3226427,5.722046E-06,0,5.722046E-06,0,-3.051758E-05,-0.001174927,1.107156E-05,
0.14,595.9696,18.69092,696.1208,355.1968,194.775,0.1465727,595.9696,18.6909,696.1208,355.1967,194.7747,0.1465023,0.3268248,1.525879E-05,0,1.525879E-05,0,0.0001831055,0.0003509521,7.036328E-05,
0.145,595.965,18.69243,696.1033,355.1953,194.7686,0.1518109,595.965,18.69243,696.1033,355.1953,194.7691,0.1516084,0.3310766,0,-6.103516E-05,0,0,0,-0.0005340576,0.0002024323,
0.15,595.9604,18.69396,696.0856,355.194,194.7629,0.1569818,595.9604,18.69396,696.0856,355.1941,194.7628,0.1568012,0.3353037,1.907349E-06,0,-1.907349E-06,0,-6.103516E-05,9.155273E-05,0.0001805872,
0.155,595.9557,18.69551,696.0679,355.193,194.7574,0.1621404,595.9557,18.69551,696.0679,355.1931,194.7585,0.1618689,0.3395102,3.814697E-06,0,3.814697E-06,0,-6.103516E-05,-0.001083374,0.0002714396,
0.16,595.9509,18.69708,696.0498,355.1922,194.754,0.1671336,595.9509,18.69708,696.0498,355.1921,194.7534,0.1670859,0.3437388,0,0,0,0,9.155273E-05,0.0005645752,4.763901E-05,
0.165,595.9461,18.69866,696.0316,355.1915,194.7501,0.1721568,595.9461,18.69866,696.0316,355.1915,194.7515,0.1720825,0.3479538,0,0,0,0,6.103516E-05,-0.001373291,7.425249E-05,
0.17,595.9412,18.70027,696.0131,355.1908,194.7475,0.177075,595.9412,18.70027,696.0131,355.1909,194.7488,0.1772001,0.3521631,5.722046E-06,0,-5.722046E-06,0,-0.0001831055,-0.001342773,-0.0001251251,
0.175,595.9366,18.7018,695.9955,355.1907,194.7459,0.1816324,595.9366,18.7018,695.9955,355.1905,194.7465,0.1817444,0.3558614,1.907349E-06,0,1.907349E-06,0,0.0001525879,-0.000579834,-0.0001120269,
0.18,595.9321,18.70331,695.9782,355.1904,194.7458,0.1859563,595.9321,18.7033,695.9782,355.1904,194.7466,0.1859543,0.3593965,3.814697E-06,0,3.814697E-06,0,0,-0.0007781982,1.92225E-06,
0.185,595.9274,18.70483,695.9606,355.1902,194.7449,0.1903449,595.9274,18.70483,695.9606,355.1903,194.7451,0.1903538,0.3629436,5.722046E-06,0,-5.722046E-06,0,-0.0001525879,-0.0001525879,-8.836389E-06,
0.19,595.9228,18.70637,695.943,355.1903,194.7456,0.1946018,595.9228,18.70637,695.943,355.1902,194.7437,0.1947578,0.3664553,3.814697E-06,0,-3.814697E-06,0,0.0001525879,0.00189209,-0.0001560599,
0.1949999,595.9181,18.70792,695.9252,355.1905,194.7452,0.1989498,595.9181,18.70792,695.9252,355.1903,194.7458,0.1989019,0.3699558,1.907349E-06,0,-1.907349E-06,0,0.0001525879,-0.0006713867,4.795194E-05,
0.1999999,595.9135,18.70949,695.9072,355.1906,194.7462,0.2031768,595.9133,18.70948,695.9072,355.1907,194.7464,0.2031664,0.3733974,7.629395E-06,0.0001220703,7.629395E-06,0,-6.103516E-05,-0.000213623,1.040101E-05,
0.2049999,595.9086,18.71106,695.889,355.1909,194.7479,0.2073474,595.9085,18.71107,695.889,355.191,194.7472,0.2074886,0.376863,1.907349E-06,0.0001220703,-1.907349E-06,0,-6.103516E-05,0.0006561279,-0.000141114,
0.2099999,595.9037,18.71266,695.8707,355.1914,194.7498,0.2114988,595.9037,18.71265,695.8707,355.1914,194.7513,0.2115439,0.380285,7.629395E-06,0,7.629395E-06,0,0,-0.001480103,-4.509091E-05,
0.2149999,595.8991,18.71421,695.8528,355.192,194.7536,0.2153365,595.899,18.71421,695.8528,355.1919,194.7526,0.2155718,0.3834612,1.907349E-06,6.103516E-05,1.907349E-06,0,9.155273E-05,0.001068115,-0.0002353489,
0.2199999,595.8945,18.71572,695.8354,355.1926,194.7545,0.2192798,595.8944,18.71572,695.8354,355.1925,194.7553,0.2192387,0.3864179,1.907349E-06,0.0001220703,1.907349E-06,0,9.155273E-05,-0.0008087158,4.10527E-05,
0.2249999,595.8899,18.71725,695.818,355.1933,194.7583,0.2229744,595.8898,18.71724,695.818,355.1931,194.7589,0.222853,0.3893485,5.722046E-06,6.103516E-05,5.722046E-06,0,0.0001220703,-0.0005493164,0.0001213998,
0.2299999,595.8852,18.71878,695.8003,355.1939,194.7619,0.2266925,595.8852,18.71878,695.8003,355.1939,194.7613,0.2266185,0.3922846,1.907349E-06,0,1.907349E-06,0,0,0.0005950928,7.405877E-05,
0.2349999,595.8805,18.72033,695.7825,355.1949,194.7668,0.2302957,595.8805,18.72033,695.7825,355.1946,194.7661,0.2301986,0.395195,0,0,0,0,0.0002441406,0.0007324219,9.717047E-05,
0.2399999,595.8758,18.72188,695.7646,355.1958,194.7712,0.2339475,595.8758,18.72188,695.7646,355.1956,194.7699,0.2338968,0.3980961,0,0,0,0,0.0001220703,0.001281738,5.073845E-05,
0.2449999,595.871,18.72345,695.7466,355.1967,194.7746,0.2376814,595.871,18.72345,695.7466,355.1966,194.7751,0.2374925,0.4009576,5.722046E-06,0,5.722046E-06,0,3.051758E-05,-0.0004577637,0.0001888424,
0.2499999,595.8662,18.72503,695.7285,355.1978,194.7802,0.2412331,595.8663,18.72503,695.7285,355.1977,194.78,0.2411526,0.40382,1.907349E-06,-6.103516E-05,1.907349E-06,0,0.0001525879,0.0001220703,8.043647E-05,
0.2549999,595.8614,18.72662,695.7101,355.1989,194.7858,0.2447737,595.8614,18.72663,695.7101,355.1989,194.7861,0.2447623,0.4066677,3.814697E-06,0,-3.814697E-06,0,3.051758E-05,-0.000213623,1.147389E-05,
0.2599999,595.8568,18.72815,695.6925,355.2002,194.7909,0.2481903,595.8568,18.72815,695.6925,355.2001,194.7915,0.2480856,0.4092512,3.814697E-06,6.103516E-05,3.814697E-06,0,3.051758E-05,-0.0006713867,0.0001046658,
0.2649999,595.8522,18.72967,695.675,355.2013,194.7977,0.2513934,595.8522,18.72966,695.675,355.2014,194.7974,0.2513021,0.4117522,5.722046E-06,6.103516E-05,5.722046E-06,0,-3.051758E-05,0.0002593994,9.134412E-05,
0.2699999,595.8475,18.73119,695.6575,355.2027,194.8031,0.2547136,595.8475,18.73119,695.6575,355.2025,194.8029,0.254583,0.4142456,3.814697E-06,6.103516E-05,3.814697E-06,0,0.0001831055,0.0001831055,0.0001305342,
0.2749999,595.8429,18.73272,695.6398,355.2039,194.8098,0.2579334,595.8428,18.73272,695.6398,355.2039,194.8094,0.2578011,0.4167132,1.907349E-06,6.103516E-05,1.907349E-06,0,9.155273E-05,0.0003051758,0.0001323223,
0.2799999,595.8381,18.73427,695.6221,355.2054,194.8165,0.2611468,595.8381,18.73426,695.6221,355.2053,194.8158,0.2610396,0.4191556,7.629395E-06,0,7.629395E-06,0,0.0001525879,0.0006866455,0.0001071393,
0.2849999,595.8334,18.73582,695.6042,355.2068,194.8236,0.2643274,595.8334,18.73581,695.6042,355.2068,194.823,0.2642404,0.4215822,1.144409E-05,6.103516E-05,1.144409E-05,0,3.051758E-05,0.000579834,8.705258E-05,
0.2899999,595.8287,18.73738,695.5862,355.2083,194.8304,0.267536,595.8286,18.73737,695.5862,355.2083,194.8292,0.2675509,0.4239964,7.629395E-06,6.103516E-05,7.629395E-06,0,3.051758E-05,0.001144409,-1.487136E-05,
0.2949999,595.8239,18.73895,695.5681,355.2101,194.8375,0.270714,595.8239,18.73894,695.5681,355.2099,194.8371,0.270745,0.4263859,5.722046E-06,6.103516E-05,5.722046E-06,0,0.0001220703,0.0003967285,-3.096461E-05,
0.2999999,595.819,18.74052,695.5499,355.2116,194.8458,0.2738002,595.819,18.74051,695.5499,355.2117,194.8464,0.2738365,0.4287443,1.144409E-05,0,1.144409E-05,0,-3.051758E-05,-0.0005645752,-3.632903E-05,
0.3049999,595.8143,18.74208,695.532,355.2132,194.8535,0.2768565,595.8143,18.74207,695.532,355.2133,194.8524,0.2770611,0.430995,7.629395E-06,6.103516E-05,7.629395E-06,0,-6.103516E-05,0.001037598,-0.0002045631,
0.3099999,595.8097,18.74359,695.5145,355.215,194.8612,0.2797906,595.8096,18.74359,695.5145,355.215,194.861,0.2798838,0.4330912,1.907349E-06,6.103516E-05,1.907349E-06,0,0,0.0002288818,-9.319186E-05,
0.3149998,595.8051,18.74511,695.497,355.2167,194.869,0.2827184,595.8051,18.7451,695.497,355.2167,194.869,0.2827407,0.4351554,7.629395E-06,0,7.629395E-06,0,0,4.577637E-05,-2.229214E-05,
0.3199998,595.8003,18.74663,695.4793,355.2184,194.8774,0.2856061,595.8004,18.74664,695.4793,355.2184,194.8768,0.2856652,0.4372172,3.814697E-06,-6.103516E-05,-3.814697E-06,0,-3.051758E-05,0.0005493164,-5.912781E-05,
0.3249998,595.7956,18.74817,695.4615,355.2203,194.886,0.2884633,595.7956,18.74817,695.4615,355.2203,194.8863,0.2884468,0.4392476,1.907349E-06,0,-1.907349E-06,0,3.051758E-05,-0.0002593994,1.648068E-05,
0.3299998,595.7909,18.74971,695.4438,355.2221,194.895,0.291299,595.7909,18.7497,695.4438,355.2221,194.8942,0.2913615,0.4412475,7.629395E-06,0,7.629395E-06,0,3.051758E-05,0.0008087158,-6.240606E-05,
0.3349998,595.7861,18.75126,695.4258,355.2241,194.9044,0.2941014,595.7861,18.75125,695.4258,355.224,194.903,0.2942402,0.4432354,7.629395E-06,6.103516E-05,7.629395E-06,0,0.0001220703,0.001419067,-0.0001388192,
0.3399998,595.7813,18.75281,695.4078,355.226,194.9126,0.2969981,595.7813,18.75281,695.4078,355.2261,194.9128,0.2970359,0.4452009,3.814697E-06,0,3.814697E-06,0,-3.051758E-05,-0.0002288818,-3.784895E-05,
0.3449998,595.7765,18.75437,695.3898,355.228,194.9217,0.2998253,595.7765,18.75436,695.3898,355.228,194.922,0.2998892,0.4471378,1.144409E-05,0,1.144409E-05,0,-3.051758E-05,-0.0003204346,-6.389618E-05,
0.3499998,595.7717,18.75594,695.3716,355.2301,194.9319,0.3025528,595.7717,18.75593,695.3716,355.2302,194.9327,0.3026509,0.4490595,9.536743E-06,0,9.536743E-06,0,-9.155273E-05,-0.0007629395,-9.807944E-05,
0.3549998,595.767,18.75748,695.3539,355.2321,194.941,0.3052919,595.7669,18.75746,695.3539,355.2321,194.9414,0.305407,0.4508619,1.335144E-05,6.103516E-05,1.335144E-05,0,-6.103516E-05,-0.0003204346,-0.0001151562,
0.3599998,595.7623,18.75899,695.3364,355.2342,194.9511,0.3078746,595.7622,18.75898,695.3364,355.2343,194.9515,0.3079336,0.4525747,1.144409E-05,6.103516E-05,1.144409E-05,0,-0.0001220703,-0.0003204346,-5.89788E-05,
0.3649998,595.7576,18.76051,695.3187,355.2363,194.9608,0.3104962,595.7575,18.7605,695.3187,355.2362,194.961,0.3105256,0.4542756,7.629395E-06,6.103516E-05,7.629395E-06,0,6.103516E-05,-0.0002746582,-2.935529E-05,
0.3699998,595.7529,18.76203,695.3011,355.2385,194.9715,0.3130295,595.7529,18.76202,695.3011,355.2385,194.9709,0.3130877,0.4559426,1.144409E-05,0,1.144409E-05,0,3.051758E-05,0.0006103516,-5.814433E-05,
0.3749998,595.7481,18.76356,695.2834,355.2406,194.9811,0.3156539,595.7481,18.76355,695.2834,355.2406,194.9816,0.3156075,0.4575987,5.722046E-06,0,5.722046E-06,0,-6.103516E-05,-0.0005340576,4.634261E-05,
0.3799998,595.7433,18.76509,695.2656,355.2429,194.9921,0.3181698,595.7433,18.76509,695.2656,355.2428,194.9921,0.3181509,0.4592285,7.629395E-06,0,7.629395E-06,0,6.103516E-05,-9.155273E-05,1.889467E-05,
0.3849998,595.7385,18.76663,695.2477,355.2451,195.0029,0.3206949,595.7386,18.76663,695.2477,355.2451,195.0027,0.3207119,0.4608431,3.814697E-06,-6.103516E-05,3.814697E-06,0,0,0.0001678467,-1.701713E-05,
0.3899998,595.7337,18.76818,695.2297,355.2475,195.0135,0.3232387,595.7337,18.76817,695.2297,355.2476,195.0136,0.3232681,0.4624343,3.814697E-06,0,3.814697E-06,0,-3.051758E-05,-0.0001068115,-2.938509E-05,
0.3949998,595.7289,18.76973,695.2118,355.2498,195.0245,0.3257524,595.7289,18.76971,695.2118,355.2498,195.0244,0.3258253,0.4639974,1.144409E-05,0,1.144409E-05,0,0,0.0001373291,-7.295609E-05,
0.3999998,595.7241,18.77128,695.1937,355.2522,195.0353,0.3282842,595.724,18.77127,695.1937,355.2523,195.0363,0.3283187,0.4655437,9.536743E-06,6.103516E-05,9.536743E-06,0,-6.103516E-05,-0.001022339,-3.445148E-05,
0.4049998,595.7193,18.77283,695.1757,355.2546,195.0478,0.3306477,595.7192,18.77282,695.1757,355.2547,195.0473,0.3308311,0.4670353,1.144409E-05,0.0001220703,1.144409E-05,-6.103516E-05,-9.155273E-05,0.0004577637,-0.0001833141,
0.4099998,595.7145,18.77433,695.1583,355.257,195.058,0.3330898,595.7145,18.77431,695.1583,355.2571,195.059,0.3330858,0.4684143,2.098083E-05,6.103516E-05,2.098083E-05,0,-9.155273E-05,-0.0009765625,3.963709E-06,
0.4149998,595.7098,18.77584,695.1406,355.2595,195.0694,0.3354435,595.7097,18.77583,695.1406,355.2594,195.0697,0.3354688,0.4697886,1.525879E-05,6.103516E-05,1.525879E-05,0,6.103516E-05,-0.0002746582,-2.536178E-05,
0.4199997,595.705,18.77736,695.123,355.2618,195.0805,0.3378166,595.705,18.77734,695.123,355.2619,195.0812,0.3377765,0.4711351,1.525879E-05,0,1.525879E-05,0,-6.103516E-05,-0.0007324219,4.008412E-05,
0.4249997,595.7003,18.77888,695.1052,355.2643,195.0922,0.3401463,595.7002,18.77887,695.1052,355.2643,195.0927,0.3401124,0.4724646,6.177573E-05,0.0001220703,9.536743E-06,0,0,-0.0005340576,3.385544E-05,
0.4299997,595.6955,18.7804,695.0875,355.2669,195.1047,0.3424065,595.6954,18.78039,695.0875,355.267,195.1049,0.3423822,0.4737663,1.144409E-05,6.103516E-05,1.144409E-05,0,-6.103516E-05,-0.0002441406,2.425909E-05,
0.4349997,595.6907,18.78193,695.0697,355.2695,195.1168,0.344701,595.6906,18.78192,695.0697,355.2695,195.1164,0.3447366,0.4750519,5.722046E-06,6.103516E-05,5.722046E-06,0,6.103516E-05,0.0004119873,-3.555417E-05,
0.4399997,595.6858,18.78346,695.0518,355.2721,195.1289,0.3469978,595.6858,18.78346,695.0518,355.2721,195.1284,0.3470512,0.4763165,0,0,0,0,0,0.00050354,-5.337596E-05,
0.4449997,595.681,18.78499,695.0339,355.2748,195.1413,0.349271,595.681,18.785,695.0339,355.2747,195.1412,0.349306,0.4775581,5.722046E-06,6.103516E-05,-5.722046E-06,0,9.155273E-05,0.0001373291,-3.495812E-05,
0.4499997,595.6761,18.78653,695.0159,355.2774,195.1537,0.3515442,595.6761,18.78653,695.0159,355.2775,195.1543,0.3515338,0.4787712,0,0,0,0,-9.155273E-05,-0.0006103516,1.043081E-05,
0.4549997,595.6712,18.78807,694.9979,355.2802,195.1669,0.353751,595.6712,18.78807,694.9979,355.2802,195.1678,0.3537481,0.4799681,5.722046E-06,0,5.722046E-06,0,-3.051758E-05,-0.000869751,2.920628E-06,
0.4599997,595.6664,18.7896,694.9802,355.2828,195.1795,0.3559585,595.6664,18.78958,694.9802,355.283,195.1797,0.3559937,0.4810982,1.335144E-05,0,1.335144E-05,0,-0.0001525879,-0.000213623,-3.525615E-05,
0.4649997,595.6616,18.7911,694.9626,355.2856,195.1922,0.3580979,595.6616,18.79108,694.9626,355.2856,195.1922,0.358107,0.4821777,1.716614E-05,0,1.716614E-05,0,0,0,-9.030104E-06,
0.4699997,595.6569,18.7926,694.9449,355.2884,195.2049,0.3602449,595.6568,18.79259,694.9449,355.2883,195.2042,0.3602759,0.4832411,1.907349E-05,6.103516E-05,1.907349E-05,0,0.0001220703,0.0006866455,-3.096461E-05,
0.4749997,595.652,18.79411,694.9272,355.2911,195.2189,0.3622878,595.652,18.7941,694.9272,355.2911,195.2182,0.3622972,0.4842787,1.716614E-05,6.103516E-05,1.716614E-05,0,0,0.0006713867,-9.477139E-06,
0.4799997,595.6472,18.79563,694.9095,355.2939,195.2317,0.364424,595.6472,18.79561,694.9095,355.2939,195.2312,0.3644034,0.4852962,1.907349E-05,6.103516E-05,1.907349E-05,0,6.103516E-05,0.000579834,2.05636E-05,
0.4849997,595.6423,18.79714,694.8918,355.2969,195.2448,0.3665415,595.6423,18.79712,694.8918,355.2968,195.2449,0.3664595,0.4862938,1.716614E-05,0,1.716614E-05,0,9.155273E-05,-7.629395E-05,8.198619E-05,
0.4899997,595.6376,18.79866,694.8739,355.2997,195.259,0.3685666,595.6375,18.79865,694.874,355.2997,195.2587,0.368527,0.4872713,1.144409E-05,0.0001220703,1.144409E-05,-6.103516E-05,6.103516E-05,0.0003509521,3.957748E-05,
0.4949997,595.6327,18.80018,694.8561,355.3027,195.2721,0.37069,595.6326,18.80017,694.8561,355.3026,195.2718,0.3706458,0.4882231,6.247841E-05,0.0001220703,1.335144E-05,0,9.155273E-05,0.000289917,4.419684E-05,
0.4999997,595.6278,18.8017,694.8382,355.3056,195.286,0.3727443,595.6277,18.80169,694.8382,355.3056,195.2853,0.3727437,0.4891567,1.144409E-05,6.103516E-05,1.144409E-05,0,3.051758E-05,0.0006713867,6.556511E-07,
0.5049997,595.6228,18.80323,694.8203,355.3086,195.3002,0.374774,595.6228,18.80323,694.8203,355.3086,195.3003,0.3747382,0.4900646,5.722046E-06,0,5.722046E-06,0,3.051758E-05,-0.0001068115,3.585219E-05,
0.5099997,595.6179,18.80476,694.8022,355.3117,195.314,0.3768423,595.6179,18.80476,694.8022,355.3117,195.3143,0.3768208,0.4909525,1.907349E-06,0,1.907349E-06,0,-6.103516E-05,-0.0003356934,2.148747E-05,
0.5149997,595.613,18.80627,694.7844,355.3147,195.3285,0.378808,595.613,18.80627,694.7844,355.3147,195.3291,0.3787796,0.4918003,3.814697E-06,0,3.814697E-06,0,3.051758E-05,-0.0005645752,2.843142E-05,
0.5199997,595.6083,18.80777,694.7668,355.3178,195.3428,0.380741,595.6082,18.80776,694.7668,355.3177,195.3428,0.3807274,0.4925985,6.247841E-05,0.0001220703,1.335144E-05,0,6.103516E-05,-3.051758E-05,1.356006E-05,
0.5249997,595.6034,18.80927,694.7492,355.3208,195.3568,0.3827055,595.6033,18.80925,694.7492,355.3208,195.357,0.382666,0.4933805,1.335144E-05,6.103516E-05,1.335144E-05,0,6.103516E-05,-0.0001983643,3.951788E-05,
0.5299997,595.5985,18.81077,694.7316,355.3239,195.3714,0.3846204,595.5984,18.81075,694.7316,355.3239,195.3714,0.3845776,0.4941378,2.098083E-05,6.103516E-05,2.098083E-05,0,3.051758E-05,-4.577637E-05,4.276633E-05,
0.5349997,595.5937,18.81227,694.7139,355.327,195.3857,0.3865563,595.5936,18.81224,694.7139,355.327,195.3857,0.3865108,0.494875,6.518557E-05,0.0001220703,2.288818E-05,0,6.103516E-05,-1.525879E-05,4.550815E-05,
0.5399997,595.5887,18.81377,694.6961,355.3301,195.4007,0.3884367,595.5887,18.81375,694.6961,355.3301,195.4006,0.3884121,0.495594,2.098083E-05,6.103516E-05,2.098083E-05,0,3.051758E-05,0.0001525879,2.464652E-05,
0.5449997,595.5839,18.81528,694.6783,355.3334,195.4159,0.3903049,595.5838,18.81525,694.6783,355.3333,195.416,0.3902598,0.4962873,2.479553E-05,6.103516E-05,2.479553E-05,0,6.103516E-05,-9.155273E-05,4.503131E-05,
0.5499997,595.579,18.81679,694.6605,355.3367,195.4313,0.3921595,595.5789,18.81676,694.6605,355.3366,195.4311,0.3921393,0.4969625,2.479553E-05,6.103516E-05,2.479553E-05,0,9.155273E-05,0.0002593994,2.020597E-05,
0.5549996,595.574,18.8183,694.6426,355.34,195.4465,0.3940387,595.574,18.81828,694.6426,355.3399,195.4463,0.3940172,0.4976177,1.907349E-05,6.103516E-05,1.907349E-05,0,0.0001220703,0.0001373291,2.151728E-05,
0.5599996,595.5691,18.81981,694.6248,355.3432,195.4622,0.3958661,595.569,18.81979,694.6248,355.3432,195.4616,0.395891,0.4982471,1.716614E-05,6.103516E-05,1.716614E-05,0,0,0.0006103516,-2.491474E-05,
0.5649996,595.5641,18.82132,694.6069,355.3466,195.4781,0.3976905,595.5641,18.82131,694.6069,355.3466,195.4779,0.3976925,0.4988546,1.525879E-05,0,1.525879E-05,0,0,0.0001831055,-1.966953E-06,
0.5699996,595.5591,18.82283,694.589,355.35,195.4937,0.3995221,595.5592,18.82282,694.589,355.3499,195.4933,0.3995599,0.4994392,1.144409E-05,-6.103516E-05,1.144409E-05,0,6.103516E-05,0.0004730225,-3.787875E-05,
0.5749996,595.5543,18.82432,694.5714,355.3533,195.5088,0.4013375,595.5543,18.82431,694.5714,355.3533,195.5089,0.4013039,0.4999809,9.536743E-06,-6.103516E-05,9.536743E-06,0,3.051758E-05,-0.0001373291,3.358722E-05,
0.5799996,595.5494,18.82581,694.5537,355.3567,195.5251,0.4030538,595.5494,18.82579,694.5537,355.3566,195.5246,0.403052,0.5005016,1.525879E-05,6.103516E-05,1.525879E-05,0,3.051758E-05,0.0005187988,1.728535E-06,
