UnityTime [s],X,Y,Z,RX,RY,RZ,X2,Y2,Z2,RX2,RY2,RZ2,tangent,ERROR y,X - X2,Y - Y2,Z - Z2,RX - RX2,RY - RY2,RZ - RZ2,
10.27519,568.626,18.56606,678.3261,354.2832,203.9514,1.512822,568.626,18.56603,678.3261,354.283,203.9517,1.512682,0.8359299,2.288818E-05,0,2.288818E-05,0,0.0001525879,-0.0003356934,0.0001400709,
10.28019,568.6186,18.5679,678.3093,354.2998,203.9564,1.506342,568.6185,18.56788,678.3093,354.2997,203.9567,1.506187,0.8337669,2.288818E-05,6.103516E-05,2.098083E-05,0,0.0001220703,-0.0003509521,0.0001546144,
10.28519,568.611,18.56974,678.2924,354.3162,203.9605,1.499948,568.611,18.56969,678.2924,354.3163,203.9613,1.499703,0.8315849,5.149841E-05,0,5.149841E-05,0,-9.155273E-05,-0.0007629395,0.0002449751,
10.29019,568.6035,18.57158,678.2755,354.3362,203.959,1.495841,568.6035,18.5715,678.2755,354.3362,203.9592,1.495782,0.5784988,8.201599E-05,0,8.201599E-05,0,6.103516E-05,-0.0002441406,5.877018E-05,
10.29519,568.596,18.57341,678.2585,354.3566,203.9584,1.49193,568.596,18.57331,678.2585,354.3568,203.9572,1.49198,0.5755124,9.918213E-05,0,9.918213E-05,0,-0.0002746582,0.001190186,-4.971027E-05,
10.30019,568.5886,18.57523,678.2416,354.3771,203.9562,1.488167,568.5885,18.57511,678.2416,354.3776,203.9566,1.488063,0.5725486,0.0001239777,6.103516E-05,0.0001220703,0,-0.0005493164,-0.0003509521,0.0001037121,
10.30519,568.5811,18.57705,678.2248,354.3979,203.9559,1.484224,568.5811,18.57691,678.2248,354.3983,203.9556,1.484182,0.5695906,0.0001316071,0,0.0001316071,0,-0.0003967285,0.0003814697,4.196167E-05,
10.31019,568.5735,18.57885,678.2079,354.4187,203.954,1.480442,568.5735,18.57872,678.2079,354.4191,203.954,1.480355,0.5666425,0.0001316071,0,0.0001316071,0,-0.0004272461,-1.525879E-05,8.773804E-05,
10.31519,568.5661,18.58064,678.1911,354.4392,203.952,1.476661,568.566,18.58052,678.1911,354.4397,203.9527,1.476501,0.5637102,0.0001277924,6.103516E-05,0.000125885,0,-0.0004882813,-0.0007324219,0.0001608133,
10.32019,568.5586,18.58243,678.1743,354.4602,203.9518,1.472703,568.5586,18.58231,678.1743,354.4605,203.9509,1.472708,0.5607877,0.0001163483,0,0.0001163483,0,-0.0002746582,0.0009307861,-4.887581E-06,
10.32519,568.5511,18.5842,678.1576,354.4808,203.9494,1.468959,568.5511,18.5841,678.1576,354.4812,203.9501,1.468828,0.5578865,0.0001010895,0,0.0001010895,0,-0.0003967285,-0.0007019043,0.0001313686,
10.33019,568.5437,18.58597,678.1408,354.5016,203.9482,1.465095,568.5437,18.5859,678.1408,354.502,203.9487,1.464998,0.5549857,7.247925E-05,0,7.247925E-05,0,-0.0003356934,-0.0004577637,9.727478E-05,
10.33519,568.5364,18.58773,678.1241,354.5227,203.9467,1.461265,568.5363,18.58768,678.1241,354.5226,203.9472,1.461205,0.5521179,5.340576E-05,6.103516E-05,5.149841E-05,0,6.103516E-05,-0.0005493164,5.948544E-05,
10.34019,568.5289,18.58948,678.1075,354.5435,203.9454,1.457405,568.5289,18.58946,678.1075,354.5432,203.9457,1.457407,0.5492506,1.716614E-05,0,1.716614E-05,0,0.0002746582,-0.0002593994,-1.549721E-06,
10.34519,568.5214,18.59125,678.0905,354.5646,203.9443,1.453454,568.5214,18.59121,678.0905,354.5648,203.9434,1.453535,0.5462882,3.433228E-05,0,3.433228E-05,0,-0.0001831055,0.0009155273,-8.08239E-05,
10.35019,568.5138,18.593,678.0736,354.5861,203.9426,1.449555,568.5139,18.59293,678.0735,354.586,203.9418,1.449626,0.5433586,7.05719E-05,-6.103516E-05,7.247925E-05,6.103516E-05,3.051758E-05,0.000793457,-7.128716E-05,
10.35519,568.5063,18.59475,678.0566,354.6074,203.9415,1.445609,568.5063,18.59466,678.0566,354.6076,203.9415,1.445596,0.5404252,9.346008E-05,0,9.346008E-05,0,-0.0002441406,0,1.394749E-05,
10.36019,568.4988,18.59649,678.0397,354.6289,203.9412,1.44158,568.4988,18.59638,678.0397,354.6291,203.9412,1.441559,0.5375103,0.0001144409,0,0.0001144409,0,-0.0002441406,-3.051758E-05,2.110004E-05,
10.36519,568.4914,18.59822,678.023,354.6503,203.9392,1.437703,568.4914,18.59808,678.023,354.6503,203.9387,1.437772,0.5346338,0.0001411438,0,0.0001411438,0,-3.051758E-05,0.0005187988,-6.842613E-05,
10.37019,568.4839,18.59995,678.006,354.6716,203.9374,1.433813,568.4839,18.59981,678.006,354.6719,203.9365,1.433898,0.5317305,0.0001335144,0,0.0001335144,0,-0.0003051758,0.0009002686,-8.47578E-05,
10.37519,568.4765,18.60166,677.9893,354.693,203.9366,1.429827,568.4764,18.60151,677.9893,354.6933,203.9364,1.429888,0.528872,0.0001468658,6.103516E-05,0.0001449585,0,-0.0002746582,0.0001373291,-6.091595E-05,
10.38019,568.469,18.60336,677.9725,354.7145,203.9351,1.425903,568.469,18.60323,677.9725,354.7148,203.936,1.425879,0.5259996,0.0001296997,0,0.0001296997,0,-0.0002441406,-0.0008850098,2.479553E-05,
10.38519,568.4615,18.60505,677.9557,354.7363,203.9344,1.421907,568.4615,18.60493,677.9557,354.7361,203.9339,1.422052,0.5231575,0.0001182556,0,0.0001182556,0,0.000213623,0.0005340576,-0.0001450777,
10.39019,568.4541,18.60674,677.939,354.7574,203.9318,1.418081,568.4541,18.60664,677.939,354.7574,203.9318,1.418094,0.5203252,9.727478E-05,0,9.727478E-05,0,0,1.525879E-05,-1.347065E-05,
10.39519,568.4467,18.60842,677.9222,354.7793,203.931,1.414082,568.4467,18.60835,677.9222,354.7793,203.9309,1.414115,0.5174682,6.67572E-05,0,6.67572E-05,0,0,6.103516E-05,-3.361702E-05,
10.40019,568.4391,18.61011,677.9053,354.8012,203.9292,1.410135,568.4391,18.61008,677.9053,354.8012,203.9299,1.410081,0.5145798,2.861023E-05,-6.103516E-05,3.051758E-05,0,-3.051758E-05,-0.0007019043,5.38826E-05,
10.40519,568.4316,18.61179,677.8883,354.8233,203.9281,1.406131,568.4316,18.61178,677.8883,354.8235,203.9279,1.406143,0.5116903,9.536743E-06,6.103516E-05,7.629395E-06,0,-0.0001525879,0.0002593994,-1.192093E-05,
10.41019,568.4241,18.61346,677.8715,354.8453,203.9267,1.402158,568.4241,18.61341,677.8715,354.8453,203.9273,1.402082,0.5088336,5.149841E-05,0,5.149841E-05,0,0,-0.0006713867,7.665157E-05,
10.41519,568.4166,18.61512,677.8546,354.8673,203.9261,1.398102,568.4166,18.61504,677.8546,354.8674,203.9251,1.398158,0.5059739,8.201599E-05,0,8.201599E-05,0,-9.155273E-05,0.0009765625,-5.674362E-05,
10.42019,568.4092,18.61677,677.8377,354.8894,203.9245,1.394135,568.4092,18.61667,677.8377,354.8895,203.9246,1.394098,0.5031323,0.0001068115,0,0.0001068115,0,-9.155273E-05,-0.0001220703,3.731251E-05,
10.42519,568.4017,18.61842,677.8209,354.9114,203.9235,1.390117,568.4017,18.61829,677.8209,354.9116,203.9228,1.390148,0.5002943,0.000125885,0,0.000125885,0,-0.0001831055,0.0006713867,-3.087521E-05,
10.43019,568.3942,18.62005,677.8041,354.9335,203.9226,1.38609,568.3942,18.61991,677.8041,354.9336,203.921,1.386212,0.4974844,0.0001373291,0,0.0001373291,0,-9.155273E-05,0.001541138,-0.0001218319,
10.43519,568.3868,18.62167,677.7873,354.9555,203.9205,1.382168,568.3868,18.62153,677.7873,354.9558,203.9214,1.382089,0.4946824,0.0001449585,6.103516E-05,0.0001430511,0,-0.0002746582,-0.0009918213,7.843971E-05,
10.44019,568.3794,18.62329,677.7706,354.9778,203.9191,1.37818,568.3794,18.62314,677.7706,354.9775,203.9195,1.37818,0.4919008,0.0001468658,0,0.0001468658,0,0.0002746582,-0.0003967285,2.384186E-07,
10.44519,568.3719,18.6249,677.7538,355,203.918,1.374165,568.3719,18.62476,677.7538,354.9998,203.9185,1.374184,0.4891176,0.0001373291,0,0.0001373291,0,0.000213623,-0.00050354,-1.871586E-05,
10.45019,568.3644,18.62651,677.7369,355.0224,203.9175,1.370047,568.3644,18.6264,677.7369,355.0222,203.9176,1.370083,0.4862835,0.0001125336,0,0.0001125336,0,0.0002441406,-0.0001220703,-3.576279E-05,
10.45519,568.3569,18.62812,677.72,355.0449,203.9156,1.366031,568.3569,18.62803,677.72,355.0449,203.9155,1.366081,0.4834583,8.964539E-05,0,8.964539E-05,0,3.051758E-05,0.0001068115,-4.959106E-05,
10.46019,568.3494,18.62972,677.7031,355.0674,203.9134,1.362044,568.3494,18.62966,677.7031,355.0676,203.9147,1.361969,0.480637,5.912781E-05,0,5.912781E-05,0,-0.0001220703,-0.001281738,7.510185E-05,
10.46519,568.342,18.63131,677.6862,355.0901,203.9133,1.357882,568.342,18.63128,677.6862,355.0901,203.9133,1.357928,0.4778437,2.479553E-05,0,2.479553E-05,0,9.155273E-05,-3.051758E-05,-4.62532E-05,
10.47019,568.3345,18.63289,677.6693,355.1125,203.9103,1.353956,568.3345,18.63286,677.6693,355.1127,203.913,1.353774,0.4750483,3.051758E-05,0,3.051758E-05,0,-0.0001525879,-0.002716064,0.0001819134,
10.47519,568.327,18.63446,677.6525,355.1352,203.9104,1.349765,568.327,18.63439,677.6525,355.1352,203.9101,1.349868,0.4722799,7.247925E-05,0,7.247925E-05,0,0,0.0003814697,-0.00010252,
10.48019,568.3196,18.63602,677.6357,355.1579,203.9097,1.345651,568.3196,18.63592,677.6357,355.1578,203.9089,1.345798,0.46951,9.918213E-05,0,9.918213E-05,0,3.051758E-05,0.0007629395,-0.0001466274,
10.48519,568.3121,18.63757,677.6189,355.1806,203.908,1.341611,568.3121,18.63745,677.6189,355.1804,203.9078,1.341736,0.4667602,0.0001239777,0,0.0001239777,0,0.0002441406,0.000213623,-0.000125289,
10.49019,568.3047,18.63912,677.6021,355.2032,203.9065,1.337555,568.3047,18.63898,677.6021,355.203,203.9073,1.337611,0.4640036,0.0001354218,0,0.0001354218,0,0.0001220703,-0.0007476807,-5.590916E-05,
10.49519,568.2972,18.64065,677.5853,355.226,203.9064,1.333381,568.2972,18.64051,677.5853,355.2256,203.9059,1.333461,0.4612805,0.0001430511,-6.103516E-05,0.0001449585,6.103516E-05,0.0004272461,0.00050354,-8.034706E-05,
10.50019,568.2899,18.64218,677.5685,355.2487,203.9049,1.329316,568.2899,18.64203,677.5685,355.2482,203.9051,1.329381,0.4585489,0.0001525879,0,0.0001525879,0,0.0005187988,-0.0001983643,-6.449223E-05,
10.50519,568.2823,18.64372,677.5516,355.2717,203.9032,1.325245,568.2823,18.64357,677.5516,355.2714,203.9025,1.325372,0.4557765,0.0001506805,0,0.0001506805,0,0.0003356934,0.0007324219,-0.0001271963,
10.51019,568.2748,18.64525,677.5347,355.2947,203.9023,1.321109,568.2748,18.64511,677.5347,355.2945,203.9016,1.321222,0.4530166,0.0001373291,0,0.0001373291,0,0.000213623,0.0007476807,-0.000112772,
10.51519,568.2673,18.64677,677.5178,355.3177,203.9012,1.316993,568.2673,18.64665,677.5178,355.3176,203.9011,1.317032,0.4502635,0.0001144409,-6.103516E-05,0.0001163483,6.103516E-05,0.0001220703,9.155273E-05,-3.886223E-05,
10.52019,568.2598,18.64827,677.5009,355.3409,203.8999,1.312885,568.2598,18.64819,677.5009,355.3407,203.9005,1.312849,0.4475175,8.201599E-05,0,8.201599E-05,0,0.0002746582,-0.0005493164,3.540516E-05,
10.52519,568.2524,18.64977,677.484,355.364,203.898,1.30883,568.2524,18.64972,677.484,355.3639,203.8995,1.308723,0.4447947,4.768372E-05,0,4.768372E-05,0,6.103516E-05,-0.001495361,0.0001075268,
10.53019,568.2449,18.65126,677.4672,355.387,203.8978,1.304633,568.2449,18.65125,677.4672,355.3868,203.8974,1.304685,0.4420902,5.722046E-06,-6.103516E-05,7.629395E-06,6.103516E-05,0.0001831055,0.0003356934,-5.125999E-05,
10.53519,568.2374,18.65274,677.4504,355.4101,203.8967,1.300508,568.2375,18.65269,677.4504,355.4098,203.896,1.300582,0.4393878,4.768372E-05,-6.103516E-05,4.959106E-05,0,0.0002746582,0.0006561279,-7.43866E-05,
10.54019,568.2299,18.65422,677.4335,355.4331,203.8955,1.296388,568.23,18.65414,677.4335,355.4331,203.8959,1.296375,0.4366859,7.820129E-05,-6.103516E-05,8.010864E-05,6.103516E-05,0,-0.0003509521,1.28746E-05,
10.54519,568.2225,18.65568,677.4168,355.4561,203.8947,1.292238,568.2226,18.65557,677.4167,355.4561,203.8952,1.292245,0.4340161,0.0001125336,-6.103516E-05,0.0001144409,6.103516E-05,-3.051758E-05,-0.0004882813,-7.510185E-06,
10.55019,568.2151,18.65713,677.4,355.4794,203.8935,1.288113,568.2151,18.657,677.4,355.4791,203.8927,1.288226,0.4313439,0.0001296997,0,0.0001296997,0,0.0003051758,0.0007781982,-0.000112772,
10.55519,568.2076,18.65859,677.3831,355.5028,203.8927,1.28391,568.2076,18.65845,677.3831,355.5026,203.8916,1.284031,0.4286346,0.0001449585,0,0.0001449585,0,0.0002746582,0.001037598,-0.0001202822,
10.56019,568.2001,18.66005,677.3661,355.5261,203.891,1.279772,568.2001,18.6599,677.366,355.5263,203.8908,1.279794,0.4259222,0.0001449585,-6.103516E-05,0.0001468658,6.103516E-05,-0.0002441406,0.0002288818,-2.229214E-05,
10.56519,568.1926,18.66149,677.3492,355.5496,203.89,1.275585,568.1926,18.66134,677.3492,355.5497,203.8903,1.275563,0.4232447,0.0001449585,-6.103516E-05,0.0001468658,6.103516E-05,-9.155273E-05,-0.0003051758,2.229214E-05,
10.57019,568.1852,18.66292,677.3324,355.573,203.8889,1.271398,568.1852,18.66278,677.3324,355.5729,203.8888,1.27142,0.4205825,0.0001411438,0,0.0001411438,0,3.051758E-05,0.0001220703,-2.217293E-05,
10.57519,568.1777,18.66435,677.3155,355.5964,203.8881,1.267193,568.1777,18.66423,677.3155,355.5966,203.8875,1.267238,0.4179091,0.000120163,0,0.000120163,0,-0.0001831055,0.0006256104,-4.529953E-05,
10.58019,568.1702,18.66576,677.2986,355.6197,203.8863,1.26306,568.1702,18.66566,677.2986,355.6198,203.8873,1.262985,0.4152648,9.727478E-05,0,9.727478E-05,0,-9.155273E-05,-0.00100708,7.486343E-05,
10.58519,568.1628,18.66717,677.2818,355.6432,203.8861,1.258805,568.1628,18.6671,677.2818,355.6432,203.8858,1.258844,0.4126296,6.67572E-05,6.103516E-05,6.484985E-05,0,-3.051758E-05,0.0003662109,-3.933907E-05,
10.59019,568.1553,18.66857,677.265,355.6665,203.8848,1.254632,568.1553,18.66854,677.265,355.6666,203.8855,1.254534,0.4100001,2.288818E-05,-6.103516E-05,2.479553E-05,0,-0.0001525879,-0.0006713867,9.834766E-05,
10.59519,568.1479,18.66995,677.2482,355.6899,203.8838,1.250436,568.1479,18.66994,677.2482,355.6899,203.8834,1.250453,0.4073958,1.525879E-05,0,1.525879E-05,0,-3.051758E-05,0.0003967285,-1.764297E-05,
10.60019,568.1405,18.67133,677.2314,355.7133,203.8829,1.246236,568.1404,18.67128,677.2314,355.7134,203.8829,1.24625,0.4047904,5.722046E-05,6.103516E-05,5.531311E-05,0,-3.051758E-05,3.051758E-05,-1.358986E-05,
10.6052,568.133,18.67272,677.2144,355.737,203.8818,1.242014,568.1329,18.67263,677.2144,355.7371,203.8816,1.242016,0.4021487,8.773804E-05,6.103516E-05,8.583069E-05,0,-3.051758E-05,0.000213623,-1.549721E-06,
10.6102,568.1255,18.67409,677.1976,355.7606,203.8805,1.237811,568.1255,18.67398,677.1976,355.7608,203.8803,1.237812,0.3995292,0.0001144409,0,0.0001144409,0,-0.0002441406,0.0002288818,-9.536743E-07,
10.6152,568.118,18.67546,677.1807,355.7843,203.8796,1.233575,568.118,18.67532,677.1807,355.7844,203.8798,1.233551,0.3969231,0.0001430511,6.103516E-05,0.0001411438,0,-9.155273E-05,-0.0001831055,2.419949E-05,
10.6202,568.1105,18.67682,677.1638,355.8079,203.8778,1.229405,568.1105,18.67667,677.1638,355.808,203.8786,1.229309,0.3943155,0.0001449585,6.103516E-05,0.0001430511,0,-0.0001525879,-0.0007781982,9.548664E-05,
10.6252,568.103,18.67817,677.1469,355.8315,203.8779,1.225095,568.103,18.67802,677.1469,355.8318,203.878,1.22505,0.3917248,0.0001468658,0,0.0001468658,0,-0.0002746582,-0.0001068115,4.541874E-05,
10.6302,568.0956,18.67951,677.13,355.8552,203.8769,1.22086,568.0955,18.67937,677.13,355.8554,203.8765,1.220842,0.3891444,0.0001430511,6.103516E-05,0.0001411438,0,-0.000213623,0.0003814697,1.895428E-05,
10.6352,568.0881,18.68084,677.1132,355.8788,203.8755,1.216657,568.0881,18.6807,677.1132,355.879,203.8755,1.216625,0.3865864,0.0001316071,0,0.0001316071,0,-0.0001525879,-7.629395E-05,3.242493E-05,
10.6402,568.0807,18.68216,677.0964,355.9025,203.8751,1.212381,568.0806,18.68205,677.0964,355.9025,203.8743,1.212414,0.3840327,0.0001144409,6.103516E-05,0.0001125336,0,6.103516E-05,0.0007629395,-3.230572E-05,
10.6452,568.0732,18.68347,677.0796,355.926,203.8743,1.208131,568.0732,18.68339,677.0796,355.9261,203.875,1.208079,0.381495,8.773804E-05,0,8.773804E-05,0,-3.051758E-05,-0.0006866455,5.161762E-05,
10.6502,568.0658,18.68478,677.0627,355.9497,203.8737,1.203864,568.0657,18.68473,677.0627,355.9497,203.8736,1.203874,0.3789589,4.959106E-05,6.103516E-05,4.768372E-05,0,0,0.0001220703,-1.072884E-05,
10.6552,568.0583,18.68608,677.0458,355.9735,203.8718,1.199652,568.0583,18.68608,677.0458,355.9734,203.8722,1.199629,0.3764062,7.629395E-06,6.103516E-05,5.722046E-06,0,0.0001220703,-0.0003967285,2.360344E-05,
10.6602,568.0508,18.68738,677.0289,355.9972,203.8713,1.19533,568.0508,18.68735,677.0289,355.9975,203.8717,1.195295,0.3738513,3.051758E-05,0,3.051758E-05,0,-0.0002746582,-0.0004119873,3.528595E-05,
10.6652,568.0434,18.68867,677.0121,356.021,203.8707,1.191023,568.0433,18.68859,677.0121,356.021,203.8701,1.191079,0.3713324,7.820129E-05,6.103516E-05,7.629395E-05,0,0,0.0005493164,-5.578995E-05,
10.6702,568.0359,18.68995,676.9951,356.0448,203.8702,1.186699,568.0358,18.68985,676.9951,356.045,203.8692,1.186771,0.3687952,0.0001029968,6.103516E-05,0.0001010895,0,-0.0001831055,0.001037598,-7.259846E-05,
10.6752,568.0284,18.69123,676.9782,356.0685,203.8685,1.182463,568.0284,18.6911,676.9782,356.0686,203.8684,1.182465,0.3662794,0.0001220703,0,0.0001220703,0,-0.0001831055,1.525879E-05,-1.430511E-06,
10.6802,568.0209,18.69249,676.9614,356.0923,203.8675,1.178173,568.0209,18.69235,676.9614,356.0925,203.8677,1.178174,0.3637793,0.0001373291,0,0.0001373291,0,-0.000213623,-0.0001373291,-9.536743E-07,
10.6852,568.0135,18.69374,676.9446,356.116,203.8666,1.173876,568.0135,18.69359,676.9446,356.1161,203.8673,1.173877,0.3613012,0.0001525879,0,0.0001525879,0,-0.0001220703,-0.0007019043,-7.152557E-07,
10.6902,568.006,18.69499,676.9277,356.1396,203.8662,1.169546,568.006,18.69484,676.9277,356.1397,203.8664,1.169471,0.3588181,0.0001525879,6.103516E-05,0.0001506805,0,-6.103516E-05,-0.0001525879,7.498264E-05,
10.6952,567.9986,18.69623,676.9109,356.1633,203.8657,1.165222,567.9986,18.69608,676.9109,356.1631,203.865,1.165268,0.3563666,0.0001468658,0,0.0001468658,0,0.0001831055,0.0007476807,-4.661083E-05,
10.7002,567.9911,18.69746,676.8941,356.1869,203.8646,1.160941,567.9911,18.69733,676.8941,356.1868,203.8641,1.161006,0.3539085,0.0001296997,0,0.0001296997,0,3.051758E-05,0.00050354,-6.461143E-05,
10.7052,567.9836,18.69869,676.8771,356.2108,203.8635,1.156645,567.9836,18.69858,676.8771,356.2108,203.8634,1.156664,0.351429,0.0001049042,0,0.0001049042,0,6.103516E-05,0.0001525879,-1.978874E-05,
10.7102,567.9762,18.69991,676.8602,356.2346,203.8625,1.152344,567.9762,18.69983,676.8602,356.2346,203.8627,1.152339,0.3489647,7.43866E-05,0,7.43866E-05,0,0,-0.0001525879,5.00679E-06,
10.7152,567.9687,18.70112,676.8433,356.2584,203.8618,1.148026,567.9687,18.70108,676.8433,356.2584,203.863,1.147946,0.3465104,3.623962E-05,0,3.623962E-05,0,-3.051758E-05,-0.001220703,8.070469E-05,
10.7202,567.9612,18.70233,676.8264,356.2821,203.8617,1.143664,567.9612,18.70232,676.8264,356.2822,203.8617,1.143646,0.3440619,7.629395E-06,6.103516E-05,5.722046E-06,0,-0.0001220703,0,1.859665E-05,
10.7252,567.9537,18.70352,676.8095,356.3058,203.8605,1.13937,567.9537,18.70347,676.8095,356.306,203.861,1.139328,0.3416309,4.768372E-05,0,4.768372E-05,0,-0.0001525879,-0.0004119873,4.255772E-05,
10.7302,567.9463,18.70471,676.7927,356.3295,203.8601,1.135031,567.9463,18.70462,676.7927,356.3295,203.8605,1.134996,0.3392191,8.583069E-05,0,8.583069E-05,0,-3.051758E-05,-0.0004119873,3.46899E-05,
10.7352,567.9388,18.70589,676.7758,356.3532,203.8595,1.130702,567.9388,18.70578,676.7758,356.3533,203.859,1.130714,0.3368015,0.0001106262,0,0.0001106262,0,-0.0001525879,0.0004882813,-1.215935E-05,
10.7402,567.9314,18.70706,676.7589,356.3768,203.8587,1.126383,567.9314,18.70692,676.7589,356.3769,203.8584,1.126397,0.3344097,0.0001316071,0,0.0001316071,0,-6.103516E-05,0.000289917,-1.358986E-05,
10.7452,567.924,18.70822,676.7421,356.4004,203.858,1.12206,567.924,18.70807,676.7421,356.4004,203.8574,1.1221,0.3320246,0.0001430511,0,0.0001430511,0,3.051758E-05,0.0006103516,-4.053116E-05,
10.7502,567.9165,18.70937,676.7253,356.4241,203.8571,1.117739,567.9165,18.70922,676.7253,356.4239,203.8571,1.117768,0.3296561,0.0001506805,0,0.0001506805,0,0.0001831055,3.051758E-05,-2.908707E-05,
10.7552,567.909,18.71053,676.7083,356.4478,203.8568,1.113356,567.909,18.71038,676.7083,356.4478,203.8563,1.113395,0.3272572,0.0001449585,0,0.0001449585,0,3.051758E-05,0.0004577637,-3.969669E-05,
10.7602,567.9016,18.71167,676.6914,356.4714,203.8561,1.108989,567.9016,18.71153,676.6914,356.4714,203.8557,1.109031,0.3248806,0.0001373291,0,0.0001373291,0,0,0.0004577637,-4.220009E-05,
10.7652,567.8941,18.71281,676.6745,356.495,203.855,1.104651,567.894,18.71269,676.6745,356.4951,203.8557,1.10463,0.3225145,0.0001220703,6.103516E-05,0.000120163,0,-9.155273E-05,-0.0006256104,2.133846E-05,
10.7702,567.8866,18.71393,676.6576,356.5187,203.8546,1.100269,567.8866,18.71384,676.6576,356.5187,203.8544,1.100299,0.3201566,9.155273E-05,0,9.155273E-05,0,-3.051758E-05,0.0002441406,-2.980232E-05,
10.7752,567.8791,18.71505,676.6407,356.5422,203.8543,1.095884,567.8792,18.71499,676.6407,356.5423,203.8542,1.09591,0.3178129,5.912781E-05,-6.103516E-05,6.103516E-05,0,-9.155273E-05,3.051758E-05,-2.634525E-05,
10.7802,567.8716,18.71616,676.6238,356.5658,203.8529,1.091557,567.8716,18.71615,676.6238,356.5658,203.8537,1.091539,0.3154798,1.716614E-05,0,1.716614E-05,0,-3.051758E-05,-0.000793457,1.823902E-05,
10.7852,567.8642,18.71727,676.607,356.5892,203.8531,1.087135,567.8642,18.71724,676.607,356.5893,203.8522,1.087164,0.3131604,2.479553E-05,0,2.479553E-05,0,-3.051758E-05,0.0009002686,-2.884865E-05,
10.7902,567.8568,18.71836,676.5901,356.6127,203.8523,1.082775,567.8568,18.7183,676.5901,356.6126,203.8527,1.082746,0.3108525,6.484985E-05,0,6.484985E-05,0,9.155273E-05,-0.0003356934,2.908707E-05,
10.7952,567.8493,18.71945,676.5733,356.6361,203.8524,1.078359,567.8493,18.71935,676.5733,356.636,203.8519,1.078399,0.3085542,9.918213E-05,0,9.918213E-05,0,0.0001220703,0.0005645752,-4.029274E-05,
10.8002,567.8419,18.72053,676.5564,356.6595,203.8509,1.07404,567.8419,18.72041,676.5564,356.6595,203.8514,1.074015,0.3062544,0.0001182556,0,0.0001182556,0,0,-0.0005493164,2.479553E-05,
10.8052,567.8344,18.72161,676.5395,356.6829,203.8503,1.069647,567.8344,18.72147,676.5395,356.683,203.8504,1.069642,0.303956,0.0001373291,0,0.0001373291,0,-0.0001220703,-6.103516E-05,5.364418E-06,
10.8102,567.8269,18.72267,676.5226,356.7063,203.8506,1.065206,567.8269,18.72252,676.5226,356.7064,203.85,1.065249,0.3016772,0.0001506805,0,0.0001506805,0,-3.051758E-05,0.0006256104,-4.315376E-05,
10.8152,567.8194,18.72373,676.5057,356.7297,203.8497,1.060833,567.8194,18.72358,676.5057,356.7298,203.8496,1.060837,0.2993999,0.0001506805,0,0.0001506805,0,-9.155273E-05,0.0001068115,-4.172325E-06,
10.8202,567.8119,18.72478,676.4888,356.7529,203.8493,1.056433,567.8119,18.72464,676.4888,356.7532,203.8491,1.056418,0.2971258,0.0001392365,0,0.0001392365,0,-0.0003356934,0.0001831055,1.454353E-05,
10.8252,567.8044,18.72583,676.4719,356.7763,203.8489,1.052029,567.8044,18.7257,676.4719,356.7764,203.8487,1.052024,0.2948799,0.0001296997,0,0.0001296997,0,-3.051758E-05,0.0001678467,5.602837E-06,
10.8302,567.797,18.72686,676.455,356.7995,203.8478,1.047667,567.797,18.72676,676.455,356.7996,203.8484,1.047612,0.2926364,0.0001049042,0,0.0001049042,0,-0.0001220703,-0.0006256104,5.543232E-05,
10.8352,567.7896,18.72789,676.4382,356.8227,203.8481,1.043221,567.7896,18.72781,676.4382,356.8228,203.848,1.043219,0.2904072,8.010864E-05,0,8.010864E-05,0,-9.155273E-05,0.0001220703,2.384186E-06,
10.8402,567.782,18.72891,676.4213,356.8458,203.8474,1.038834,567.782,18.72887,676.4213,356.8458,203.8471,1.038835,0.2881851,4.196167E-05,0,4.196167E-05,0,-3.051758E-05,0.0003509521,-3.576279E-07,
10.8452,567.7747,18.72993,676.4044,356.8689,203.8465,1.034457,567.7746,18.72992,676.4044,356.8689,203.847,1.03443,0.2859802,3.814697E-06,6.103516E-05,1.907349E-06,0,3.051758E-05,-0.0004425049,2.682209E-05,
10.8502,567.7672,18.73093,676.3875,356.8918,203.8459,1.030058,567.7672,18.73089,676.3875,356.892,203.8459,1.030046,0.2837696,3.814697E-05,0,3.814697E-05,0,-0.0001220703,-3.051758E-05,1.227856E-05,
10.8552,567.7597,18.73193,676.3706,356.915,203.8455,1.025631,567.7596,18.73186,676.3706,356.915,203.8462,1.025584,0.2815704,7.820129E-05,6.103516E-05,7.629395E-05,0,0,-0.0006866455,4.649162E-05,
10.8602,567.7522,18.73292,676.3537,356.9379,203.8457,1.021178,567.7522,18.73282,676.3537,356.938,203.8451,1.021194,0.2793808,0.0001029968,0,0.0001029968,0,-9.155273E-05,0.000579834,-1.597404E-05,
10.8652,567.7448,18.73391,676.3369,356.9609,203.8454,1.01675,567.7448,18.73378,676.3369,356.9609,203.8454,1.016746,0.2772074,0.000125885,0,0.000125885,0,-6.103516E-05,0,3.814697E-06,
10.8702,567.7373,18.73488,676.3199,356.9837,203.8444,1.012354,567.7373,18.73475,676.3199,356.9838,203.8446,1.01234,0.2750387,0.0001392365,0,0.0001392365,0,-0.0001220703,-0.0001983643,1.430511E-05,
