UnityTime [s],X,Y,Z,RX,RY,RZ,X2,Y2,Z2,RX2,RY2,RZ2,tangent,ERROR y,X - X2,Y - Y2,Z - Z2,RX - RX2,RY - RY2,RZ - RZ2,
0.17,605.611,18.67033,693.4646,355.1908,194.7475,0.177075,595.9411,18.70031,696.0126,355.191,194.7477,0.1774116,0.3522623,0.0008129177,9.669922,-0.02998543,-2.548035,-0.000213623,-0.0001678467,-0.0003366321,
0.175,605.6065,18.671,693.4474,355.1907,194.7459,0.1816324,595.9365,18.70182,695.9953,355.1906,194.7463,0.1818255,0.3559151,0.0007748837,9.669983,-0.03081703,-2.547852,9.155273E-05,-0.0003967285,-0.0001930892,
0.18,605.602,18.67172,693.4303,355.1904,194.7458,0.1859563,595.932,18.70331,695.9781,355.1903,194.7451,0.1860901,0.3594086,0.0007613451,9.669983,-0.03158951,-2.547852,6.103516E-05,0.0007476807,-0.0001338422,
0.185,605.5974,18.67249,693.4127,355.1902,194.7449,0.1903449,595.9274,18.70485,695.9605,355.1902,194.7447,0.1904199,0.3629732,0.0007482668,9.669983,-0.03235817,-2.547791,-3.051758E-05,0.0002441406,-7.495284E-05,
0.19,605.5927,18.67326,693.3951,355.1903,194.7456,0.1946018,595.9228,18.70636,695.9431,355.1902,194.7444,0.1946697,0.3664365,0.0007482668,9.669922,-0.03309822,-2.547974,0.0001220703,0.00112915,-6.788969E-05,
0.1949999,605.588,18.67407,693.3771,355.1905,194.7452,0.1989498,595.918,18.70793,695.9251,355.1902,194.7446,0.1990299,0.3699768,0.0007501678,9.669922,-0.03385353,-2.547974,0.000213623,0.000579834,-8.004904E-05,
0.1999999,605.5833,18.67488,693.3593,355.1906,194.7462,0.2031768,595.9134,18.70946,695.9075,355.1906,194.7472,0.2030528,0.3733618,0.0007615745,9.669922,-0.03457642,-2.548218,0,-0.00100708,0.0001240373,
0.2049999,605.5784,18.67573,693.3408,355.1909,194.7479,0.2073474,595.9086,18.71104,695.8893,355.1909,194.748,0.2073492,0.3768089,0.0007539699,9.6698,-0.03531075,-2.548523,6.103516E-05,-0.0001525879,-1.773238E-06,
0.2099999,605.5735,18.6766,693.3221,355.1914,194.7498,0.2114988,595.9038,18.71263,695.871,355.1914,194.7507,0.2115142,0.3802235,0.0007596733,9.669678,-0.036026,-2.548889,0,-0.0009002686,-1.54227E-05,
0.2149999,605.5687,18.67743,693.3039,355.192,194.7536,0.2153365,595.8992,18.71415,695.8535,355.1919,194.7532,0.2153687,0.3833458,0.0007292585,9.669556,-0.03672409,-2.549622,6.103516E-05,0.0003967285,-3.221631E-05,
0.2199999,605.564,18.67827,693.2858,355.1926,194.7545,0.2192798,595.8945,18.71571,695.8356,355.1925,194.7563,0.2191254,0.3863945,0.0007026528,9.669495,-0.03743744,-2.549805,9.155273E-05,-0.001815796,0.0001544207,
0.2249999,605.5593,18.67911,693.2681,355.1933,194.7583,0.2229744,595.89,18.71718,695.8187,355.1931,194.7588,0.222715,0.3892407,0.0007064532,9.66925,-0.0380764,-2.550537,0.0001525879,-0.0004730225,0.0002594143,
0.2299999,605.5544,18.68,693.2498,355.1939,194.7619,0.2266925,595.8853,18.71873,695.8009,355.1938,194.7617,0.2264431,0.3921847,0.000704553,9.669067,-0.0387249,-2.551147,0.0001220703,0.0001678467,0.0002493858,
0.2349999,605.5495,18.6809,693.2313,355.1949,194.7668,0.2302957,595.8807,18.72025,695.7834,355.1946,194.7657,0.2300437,0.3950589,0.0006980896,9.668762,-0.03935432,-2.552063,0.0002441406,0.001113892,0.0002520233,
0.2399999,605.5446,18.68183,693.2125,355.1958,194.7712,0.2339475,595.876,18.72182,695.7653,355.1957,194.7707,0.2336771,0.3979793,0.0006961823,9.668579,-0.03999138,-2.552856,6.103516E-05,0.0005187988,0.0002704561,
0.2449999,605.5396,18.68276,693.1938,355.1967,194.7746,0.2376814,595.8712,18.72339,695.7473,355.1966,194.7745,0.2374078,0.4008627,0.0007102537,9.668396,-0.04063034,-2.553467,3.051758E-05,0.0001068115,0.0002736002,
0.2499999,605.5346,18.68369,693.1749,355.1978,194.7802,0.2412331,595.8665,18.72495,695.7294,355.1977,194.7799,0.2409569,0.4036765,0.0007007527,9.668091,-0.04125595,-2.554443,9.155273E-05,0.000213623,0.0002762228,
0.2549999,605.5295,18.68467,693.1556,355.1989,194.7858,0.2447737,595.8616,18.72654,695.711,355.1989,194.7864,0.244524,0.4065204,0.0006969526,9.667908,-0.04187775,-2.55542,0,-0.0005187988,0.0002497584,
0.2599999,605.5247,18.68558,693.137,355.2002,194.7909,0.2481903,595.857,18.72808,695.6934,355.2,194.791,0.2479488,0.4091315,0.0006760549,9.667664,-0.04249191,-2.556335,0.0001525879,-0.0001220703,0.0002414584,
0.2649999,605.5198,18.6865,693.1187,355.2013,194.7977,0.2513934,595.8525,18.72956,695.6762,355.2013,194.7973,0.2510705,0.4115911,0.0006627591,9.667358,-0.04306221,-2.557556,3.051758E-05,0.0003814697,0.000322938,
0.2699999,605.5148,18.68747,693.0999,355.2027,194.8031,0.2547136,595.8477,18.73111,695.6584,355.2025,194.8013,0.2545336,0.4141207,0.0006608598,9.667114,-0.04364204,-2.558533,0.0001831055,0.001831055,0.0001799464,
0.2749999,605.5099,18.68842,693.0812,355.2039,194.8098,0.2579334,595.8431,18.73262,695.6409,355.2039,194.8088,0.2576143,0.4165559,0.0006627591,9.666809,-0.0442009,-2.559692,9.155273E-05,0.0009613037,0.0003191531,
0.2799999,605.5049,18.68941,693.0624,355.2054,194.8165,0.2611468,595.8384,18.73416,695.6232,355.2053,194.8152,0.2608447,0.4189968,0.0006703564,9.666443,-0.04475212,-2.560852,0.0001525879,0.001296997,0.0003020465,
0.2849999,605.4999,18.6904,693.0433,355.2068,194.8236,0.2643274,595.8337,18.73571,695.6053,355.2068,194.8215,0.2641159,0.421423,0.000668457,9.666138,-0.04530716,-2.562073,6.103516E-05,0.002105713,0.0002115369,
0.2899999,605.4948,18.6914,693.024,355.2083,194.8304,0.267536,595.8289,18.73727,695.5873,355.2083,194.8299,0.2672502,0.4238424,0.0006665576,9.665833,-0.04586601,-2.563293,3.051758E-05,0.0004425049,0.0002858639,
0.2949999,605.4897,18.69242,693.0047,355.2101,194.8375,0.270714,595.8242,18.73884,695.5692,355.2099,194.8367,0.2705305,0.42623,0.0006627591,9.665527,-0.04642296,-2.564514,0.0001525879,0.0008087158,0.0001835823,
0.2999999,605.4845,18.69344,692.9854,355.2116,194.8458,0.2738002,595.8194,18.74039,695.5513,355.2115,194.8444,0.2737004,0.4285679,0.0006722558,9.6651,-0.04695129,-2.565979,0.0001831055,0.001358032,9.974837E-05,
0.3049999,605.4794,18.69446,692.9659,355.2132,194.8535,0.2768565,595.8146,18.74196,695.5333,355.2133,194.853,0.2767625,0.4308391,0.0006532634,9.664734,-0.04750252,-2.567322,-6.103516E-05,0.00050354,9.408593E-05,
0.3099999,605.4744,18.69544,692.9471,355.215,194.8612,0.2797906,595.81,18.74347,695.5158,355.2149,194.8603,0.2796741,0.4329343,0.000630479,9.664368,-0.04803467,-2.568665,9.155273E-05,0.0009155273,0.0001164675,
0.3149998,605.4694,18.69645,692.9283,355.2167,194.869,0.2827184,595.8054,18.74499,695.4983,355.2166,194.8684,0.2825283,0.4350042,0.0006323774,9.664063,-0.04854202,-2.570007,0.0001831055,0.0006256104,0.0001900196,
0.3199998,605.4643,18.69746,692.9092,355.2184,194.8774,0.2856061,595.8007,18.74652,695.4807,355.2184,194.8771,0.2853656,0.4370561,0.0006209877,9.663574,-0.0490551,-2.571411,0,0.0003051758,0.0002405345,
0.3249998,605.4592,18.6985,692.8901,355.2203,194.886,0.2884633,595.796,18.74804,695.463,355.2199,194.8846,0.2882914,0.4390836,0.0006266823,9.663147,-0.0495472,-2.572937,0.0003662109,0.001419067,0.0001718998,
0.3299998,605.4541,18.69954,692.8708,355.2221,194.895,0.291299,595.7913,18.74957,695.4453,355.222,194.8939,0.2910835,0.4410782,0.0006342759,9.662842,-0.05003357,-2.574524,0.0001525879,0.001113892,0.0002155602,
0.3349998,605.4489,18.70059,692.8513,355.2241,194.9044,0.2941014,595.7865,18.75111,695.4274,355.2239,194.903,0.2939176,0.4430614,0.0006361744,9.662415,-0.05051994,-2.576111,0.0002441406,0.00138855,0.0001838207,
0.3399998,605.4437,18.70166,692.8317,355.226,194.9126,0.2969981,595.7817,18.75269,695.4092,355.2259,194.9119,0.2968335,0.4450526,0.0006275177,9.661987,-0.05102921,-2.577576,0.0001220703,0.0006561279,0.000164628,
0.3449998,605.4384,18.70272,692.8123,355.228,194.9217,0.2998253,595.7769,18.75423,695.3914,355.2278,194.922,0.2995809,0.4469771,0.0006361744,9.661499,-0.05151367,-2.579102,0.0001525879,-0.0003662109,0.000244379,
0.3499998,605.4332,18.70379,692.7925,355.2301,194.9319,0.3025528,595.7721,18.75578,695.3734,355.2299,194.932,0.3023674,0.4488811,0.0006361744,9.661133,-0.0519886,-2.580872,0.0001220703,-3.051758E-05,0.0001854002,
0.3549998,605.428,18.70485,692.7729,355.2321,194.941,0.3052919,595.7673,18.75733,695.3554,355.232,194.9415,0.3051052,0.4507103,0.0006228859,9.660706,-0.05247879,-2.582458,3.051758E-05,-0.0004425049,0.0001866519,
0.3599998,605.4229,18.70589,692.7538,355.2342,194.9511,0.3078746,595.7627,18.75883,695.338,355.234,194.9508,0.3076663,0.4524131,0.0006096001,9.660217,-0.05294228,-2.584167,0.0001525879,0.0003204346,0.0002082884,
0.3649998,605.4177,18.70696,692.7345,355.2363,194.9608,0.3104962,595.7579,18.76036,695.3204,355.2361,194.9598,0.3103239,0.4541211,0.0006027222,9.65979,-0.05340195,-2.585876,0.000213623,0.00100708,0.0001723766,
0.3699998,605.4126,18.70802,692.7153,355.2385,194.9715,0.3130295,595.7533,18.76186,695.303,355.2382,194.9698,0.3128304,0.4557738,0.0006114979,9.659302,-0.05383682,-2.587708,0.0003051758,0.001693726,0.0001991689,
0.3749998,605.4073,18.70911,692.6957,355.2406,194.9811,0.3156539,595.7485,18.76341,695.285,355.2404,194.9806,0.3153803,0.457448,0.0006058047,9.658813,-0.0542984,-2.589355,0.0001220703,0.00050354,0.0002735555,
0.3799998,605.4022,18.71019,692.6763,355.2429,194.9921,0.3181698,595.7438,18.76493,695.2675,355.2426,194.9906,0.3179255,0.4590569,0.0006096001,9.658325,-0.05473328,-2.591187,0.0002746582,0.001495361,0.0002442896,
0.3849998,605.3968,18.71129,692.6565,355.2451,195.0029,0.3206949,595.7391,18.76647,695.2496,355.2449,195.001,0.3205072,0.4606781,0.0005989075,9.657715,-0.0551796,-2.593079,0.0002441406,0.001907349,0.0001877546,
0.3899998,605.3915,18.7124,692.6366,355.2475,195.0135,0.3232387,595.7342,18.76802,695.2315,355.2472,195.0121,0.323056,0.4622812,0.000600112,9.657288,-0.05562401,-2.59491,0.0003051758,0.001419067,0.0001827776,
0.3949998,605.3862,18.7135,692.6168,355.2498,195.0245,0.3257524,595.7294,18.76956,695.2136,355.2496,195.0238,0.3255281,0.46384,0.0006077024,9.656799,-0.05605507,-2.596802,0.0001220703,0.0007629395,0.0002243221,
0.3999998,605.3809,18.71462,692.5969,355.2522,195.0353,0.3282842,595.7245,18.77111,695.1955,355.2521,195.0345,0.328116,0.4653864,0.0006114979,9.656372,-0.05649185,-2.598633,0.0001220703,0.000793457,0.0001681745,
0.4049998,605.3755,18.71573,692.577,355.2546,195.0478,0.3306477,595.7197,18.77264,695.1777,355.2545,195.0462,0.3305397,0.4668694,0.000603907,9.655823,-0.05691147,-2.600769,0.0001525879,0.001541138,0.0001080036,
0.4099998,605.3702,18.71682,692.5574,355.257,195.058,0.3330898,595.715,18.77417,695.16,355.2568,195.0573,0.3329102,0.4682827,0.00059442,9.655273,-0.05734444,-2.602539,0.000213623,0.0007019043,0.0001796186,
0.4149998,605.365,18.71791,692.538,355.2595,195.0694,0.3354435,595.7103,18.77567,695.1425,355.2592,195.0682,0.335247,0.4696436,0.000585556,9.654724,-0.05776024,-2.604492,0.0003051758,0.001220703,0.0001964271,
0.4199997,605.3597,18.71901,692.5185,355.2618,195.0805,0.3378166,595.7055,18.77718,695.1249,355.2616,195.0795,0.3375687,0.4709902,0.0005925227,9.654236,-0.05816841,-2.606384,0.000213623,0.0009918213,0.0002478957,
0.4249997,605.3545,18.72012,692.4988,355.2643,195.0922,0.3401463,595.7007,18.7787,695.1072,355.2641,195.0915,0.3398545,0.4723206,0.0005830375,9.653748,-0.05858421,-2.608398,0.0002441406,0.0006408691,0.0002917349,
0.4299997,605.3491,18.72124,692.4791,355.2669,195.1047,0.3424065,595.696,18.78021,695.0897,355.2666,195.1033,0.3421285,0.4736147,0.0005887284,9.653137,-0.05897141,-2.610535,0.0003356934,0.001403809,0.0002779067,
0.4349997,605.3438,18.72237,692.4592,355.2695,195.1168,0.344701,595.6912,18.78174,695.0718,355.2691,195.116,0.3443913,0.474905,0.0005849344,9.652588,-0.05937576,-2.61261,0.0003967285,0.0008087158,0.0003097355,
0.4399997,605.3383,18.7235,692.4392,355.2721,195.1289,0.3469978,595.6863,18.78328,695.0538,355.2718,195.128,0.3467121,0.4761744,0.0005773472,9.651917,-0.05978203,-2.614624,0.0002746582,0.0009307861,0.0002857745,
0.4449997,605.3329,18.72464,692.4192,355.2748,195.1413,0.349271,595.6815,18.78482,695.0359,355.2745,195.1401,0.3490127,0.4774151,0.000573554,9.651428,-0.06018257,-2.61676,0.0003662109,0.001205444,0.0002583563,
0.4499997,605.3275,18.72578,692.3991,355.2774,195.1537,0.3515442,595.6767,18.78635,695.018,355.2772,195.1528,0.3512763,0.4786329,0.0005773472,9.650818,-0.06057358,-2.618896,0.0002746582,0.0008850098,0.0002679527,
0.4549997,605.322,18.72693,692.379,355.2802,195.1669,0.353751,595.6718,18.78788,695.0001,355.2799,195.1656,0.3535175,0.4798193,0.0005830375,9.650146,-0.06095123,-2.621094,0.0003051758,0.001312256,0.0002335012,
0.4599997,605.3165,18.72807,692.359,355.2828,195.1795,0.3559585,595.6669,18.7894,694.9823,355.2826,195.1785,0.3557195,0.4809675,0.000579834,9.649597,-0.06133652,-2.623291,0.0002746582,0.001037598,0.0002390146,
0.4649997,605.3112,18.72918,692.3393,355.2856,195.1922,0.3580979,595.6622,18.7909,694.9647,355.2852,195.1908,0.3578363,0.482048,0.0005773472,9.649048,-0.06171417,-2.625427,0.0003967285,0.001403809,0.0002616048,
0.4699997,605.3058,18.73032,692.3195,355.2884,195.2049,0.3602449,595.6573,18.79241,694.9471,355.2881,195.2043,0.3598952,0.4831104,0.0005754506,9.648499,-0.06208992,-2.627625,0.0003356934,0.0006713867,0.0003497005,
0.4749997,605.3004,18.73145,692.2996,355.2911,195.2189,0.3622878,595.6526,18.7939,694.9296,355.2907,195.2165,0.3620183,0.4841433,0.0005754506,9.647827,-0.06244469,-2.630005,0.0003967285,0.002426147,0.0002695024,
0.4799997,605.295,18.73261,692.2795,355.2939,195.2317,0.364424,595.6478,18.79542,694.9117,355.2936,195.2289,0.3642026,0.4851732,0.0005792439,9.647217,-0.06281281,-2.632202,0.0003051758,0.002883911,0.0002213418,
0.4849997,605.2895,18.73375,692.2596,355.2969,195.2448,0.3665415,595.6429,18.79693,694.894,355.2964,195.2432,0.3662038,0.4861708,0.0005792439,9.646606,-0.06318283,-2.634399,0.0004272461,0.001617432,0.0003377199,
0.4899997,605.2841,18.7349,692.2394,355.2997,195.259,0.3685666,595.6381,18.79844,694.8763,355.2993,195.2568,0.3682554,0.4871416,0.0005716576,9.645996,-0.06354332,-2.636841,0.0004577637,0.002212524,0.000311166,
0.4949997,605.2786,18.73607,692.2192,355.3027,195.2721,0.37069,595.6332,18.79998,694.8583,355.3022,195.2701,0.3703879,0.4881077,0.0005702972,9.645386,-0.06390953,-2.639099,0.0004882813,0.001968384,0.0003020465,
0.4999997,605.2731,18.73722,692.1991,355.3056,195.286,0.3727443,595.6284,18.8015,694.8405,355.3052,195.2843,0.3724122,0.4890347,0.0005697611,9.644714,-0.06427193,-2.641418,0.0003662109,0.001693726,0.0003320873,
0.5049997,605.2674,18.7384,692.1788,355.3086,195.3002,0.374774,595.6235,18.80303,694.8226,355.3083,195.2985,0.3744712,0.4899483,0.0005640723,9.643921,-0.06463051,-2.643799,0.0003356934,0.00177002,0.0003028512,
0.5099997,605.2618,18.73957,692.1584,355.3117,195.314,0.3768423,595.6185,18.80457,694.8046,355.3112,195.3126,0.3765515,0.4908428,0.0005602802,9.643311,-0.06499481,-2.646179,0.0004272461,0.001449585,0.0002907515,
0.5149997,605.2563,18.74072,692.1382,355.3147,195.3285,0.378808,595.6137,18.80607,694.7868,355.3143,195.3273,0.3785053,0.4916878,0.0005526969,9.642639,-0.06534386,-2.648621,0.0004272461,0.001220703,0.000302732,
0.5199997,605.2509,18.74188,692.1182,355.3178,195.3428,0.380741,595.6088,18.80755,694.7693,355.3173,195.3411,0.3804479,0.4924908,0.0005531311,9.64209,-0.06567764,-2.651123,0.0004882813,0.001678467,0.000293076,
0.5249997,605.2454,18.74304,692.0981,355.3208,195.3568,0.3827055,595.6039,18.80906,694.7515,355.3203,195.3553,0.3823941,0.4932804,0.0005564883,9.641418,-0.06601906,-2.653442,0.0004882813,0.001449585,0.0003114343,
0.5299997,605.2398,18.74419,692.0781,355.3239,195.3714,0.3846204,595.5991,18.81054,694.734,355.3234,195.37,0.3842699,0.4940348,0.0005588531,9.640686,-0.06634712,-2.655945,0.0004882813,0.001358032,0.0003505051,
0.5349997,605.2343,18.74536,692.0579,355.327,195.3857,0.3865563,595.5942,18.81204,694.7163,355.3265,195.3837,0.3862511,0.4947748,0.0005697611,9.640076,-0.06667709,-2.658386,0.0004882813,0.001983643,0.0003052056,
0.5399997,605.2287,18.74653,692.0377,355.3301,195.4007,0.3884367,595.5894,18.81354,694.6986,355.3297,195.3984,0.3881481,0.4954929,0.0005659686,9.639282,-0.06700706,-2.660889,0.0004577637,0.002319336,0.0002886653,
0.5449997,605.2231,18.74771,692.0174,355.3334,195.4159,0.3903049,595.5845,18.81504,694.6809,355.3328,195.4136,0.3900186,0.496192,0.0005678648,9.638611,-0.06733131,-2.663513,0.0005493164,0.002365112,0.0002862215,
0.5499997,605.2175,18.74889,691.997,355.3367,195.4313,0.3921595,595.5796,18.81654,694.6631,355.3361,195.4287,0.3918833,0.4968662,0.0005697611,9.637878,-0.06765175,-2.666077,0.000579834,0.002624512,0.0002761781,
0.5549996,605.2119,18.75008,691.9765,355.34,195.4465,0.3940387,595.5746,18.81806,694.6452,355.3394,195.4441,0.393758,0.4975262,0.0005607605,9.637207,-0.06798553,-2.668701,0.0006408691,0.002365112,0.0002807379,
0.5599996,605.2062,18.75126,691.9561,355.3432,195.4622,0.3958661,595.5698,18.81957,694.6274,355.3427,195.4595,0.3956025,0.4981556,0.0005621762,9.636414,-0.06830406,-2.671326,0.0004577637,0.002716064,0.0002636313,
0.5649996,605.2005,18.75246,691.9355,355.3466,195.4781,0.3976905,595.5648,18.82108,694.6095,355.346,195.4754,0.3974326,0.4987669,0.0005602802,9.635681,-0.0686245,-2.674011,0.0006103516,0.002639771,0.0002579093,
0.5699996,605.1948,18.75365,691.9149,355.35,195.4937,0.3995221,595.5599,18.8226,694.5916,355.3495,195.4911,0.3992837,0.4993563,0.0005526969,9.634827,-0.06895065,-2.676636,0.0004882813,0.002578735,0.0002383292,
0.5749996,605.1891,18.75482,691.8947,355.3533,195.5088,0.4013375,595.555,18.8241,694.5739,355.3528,195.5068,0.401049,0.4999046,0.0005394291,9.634094,-0.06927872,-2.679199,0.0004882813,0.002029419,0.0002884865,
