UnityTime [s],X,Y,Z,RX,RY,RZ,X2,Y2,Z2,RX2,RY2,RZ2,tangent,ERROR y,X - X2,Y - Y2,Z - Z2,RX - RX2,RY - RY2,RZ - RZ2,
9.330166,578.8276,17.79521,676.5692,352.7237,208.9792,2.073037,570.1077,18.15518,681.4512,352.7227,208.938,2.074135,0.9555321,0.001161129,8.71991,-0.3599701,-4.881958,0.001068115,0.04122925,-0.001097918,
9.335166,578.8243,17.79724,676.5632,352.722,208.9134,2.074724,570.0989,18.15751,681.4351,352.7211,208.8733,2.075716,0.9565506,0.00117622,8.725342,-0.3602695,-4.871887,0.0009460449,0.04013062,-0.0009920597,
9.340166,578.821,17.79929,676.5572,352.7205,208.8477,2.076403,570.0902,18.15985,681.4191,352.7197,208.8078,2.077392,0.9575481,0.00117622,8.730835,-0.3605556,-4.861877,0.0008544922,0.03982544,-0.0009894371,
9.345166,578.8177,17.80134,676.5511,352.719,208.7829,2.077962,570.0815,18.16217,681.4031,352.7183,208.744,2.078901,0.9585228,0.001181881,8.736267,-0.3608284,-4.85199,0.0007324219,0.03889465,-0.0009388924,
9.350166,578.8144,17.80342,676.5449,352.7178,208.7181,2.079546,570.0728,18.16451,681.387,352.7172,208.6796,2.080431,0.959486,0.001179994,8.741638,-0.3610973,-4.842102,0.0006408691,0.03842163,-0.0008852482,
9.355166,578.811,17.80549,676.5386,352.7167,208.6548,2.080935,570.0641,18.16682,681.3711,352.7161,208.6175,2.081774,0.9604168,0.001179994,8.746948,-0.3613358,-4.832458,0.0006713867,0.03723145,-0.0008392334,
9.360167,578.8076,17.8076,676.5322,352.7157,208.5918,2.082284,570.0554,18.16916,681.355,352.7151,208.5548,2.08312,0.9613419,0.00117622,8.752197,-0.3615627,-4.822876,0.0005187988,0.03700256,-0.0008358955,
9.365167,578.8041,17.80972,676.5256,352.7148,208.5285,2.083682,570.0466,18.17152,681.3388,352.7144,208.492,2.084428,0.9622517,0.001174334,8.757507,-0.3618031,-4.813232,0.0003967285,0.03652954,-0.0007460117,
9.370167,578.8005,17.81183,676.5191,352.7141,208.466,2.084993,570.0378,18.17385,681.3228,352.7137,208.4296,2.085768,0.9631367,0.00117056,8.762695,-0.3620243,-4.803711,0.0004272461,0.03640747,-0.0007748604,
9.375167,578.797,17.81396,676.5124,352.7136,208.4042,2.086215,570.0291,18.1762,681.3067,352.7133,208.3687,2.086889,0.9640045,0.001168674,8.767944,-0.3622379,-4.794312,0.0002746582,0.03553772,-0.0006735325,
9.380167,578.7935,17.8161,676.5056,352.7131,208.3431,2.087352,570.0203,18.17854,681.2906,352.7129,208.3072,2.088087,0.9648514,0.001166788,8.773132,-0.3624363,-4.785034,0.000213623,0.03590393,-0.0007345676,
9.385167,578.7898,17.81826,676.4987,352.7128,208.282,2.08851,570.0115,18.18089,681.2744,352.7126,208.247,2.089145,0.9656811,0.001153366,8.77832,-0.3626347,-4.775696,0.0001831055,0.03500366,-0.0006356239,
9.390167,578.7862,17.82039,676.4919,352.7126,208.2219,2.089582,570.0029,18.1832,681.2585,352.7125,208.1881,2.090201,0.9664707,0.001151699,8.783325,-0.3628101,-4.766541,0.0001220703,0.03385925,-0.0006189346,
9.395167,578.7826,17.82254,676.4851,352.7125,208.162,2.090638,569.9943,18.18552,681.2425,352.7125,208.1305,2.09106,0.9672432,0.001126739,8.78833,-0.3629799,-4.757385,0,0.03153992,-0.0004224777,
9.400167,578.7789,17.8247,676.4781,352.7126,208.1041,2.091448,569.9859,18.18782,681.2266,352.7126,208.072,2.092097,0.9679966,0.001146042,8.79303,-0.3631248,-4.748474,-6.103516E-05,0.03207397,-0.0006492138,
9.405168,578.7751,17.8269,676.4708,352.7128,208.0458,2.092298,569.9774,18.19017,681.2104,352.713,208.0148,2.092854,0.9687424,0.001144156,8.797791,-0.3632698,-4.739563,-0.0001525879,0.03102112,-0.0005567074,
9.410168,578.7713,17.82909,676.4636,352.7131,207.9874,2.093161,569.9688,18.19251,681.1942,352.7133,207.9575,2.093633,0.9694672,0.001149813,8.80249,-0.3634205,-4.73053,-0.0002441406,0.02990723,-0.0004723072,
9.415168,578.7675,17.83128,676.4564,352.7136,207.9304,2.093857,569.9604,18.19482,681.1782,352.7138,207.9016,2.094286,0.9701691,0.001149813,8.807129,-0.3635387,-4.721741,-0.0002746582,0.02882385,-0.0004293919,
9.420168,578.7636,17.83351,676.449,352.7141,207.8739,2.094488,569.9518,18.19715,681.162,352.7146,207.8443,2.095041,0.9708538,0.001144943,8.811768,-0.3636475,-4.713013,-0.0004882813,0.02960205,-0.0005528927,
9.425168,578.7597,17.83574,676.4414,352.7148,207.8172,2.095135,569.9433,18.1995,681.1458,352.7153,207.7879,2.095628,0.9715271,0.001149813,8.816406,-0.36376,-4.704346,-0.0004882813,0.02934265,-0.0004937649,
9.430168,578.7558,17.83798,676.4339,352.7157,207.7613,2.095692,569.9348,18.20183,681.1296,352.7162,207.7328,2.096105,0.9721756,0.001142271,8.821045,-0.3638515,-4.69574,-0.0005187988,0.02845764,-0.0004131794,
9.435168,578.7519,17.84023,676.4262,352.7167,207.7058,2.096186,569.9263,18.20417,681.1135,352.7173,207.6778,2.096542,0.9728069,0.001140386,8.825623,-0.3639374,-4.687256,-0.0005187988,0.02799988,-0.0003561974,
9.440168,578.7479,17.84249,676.4185,352.7179,207.6507,2.096643,569.9177,18.20651,681.0973,352.7184,207.623,2.096962,0.973423,0.00113473,8.830139,-0.3640118,-4.678772,-0.0005187988,0.02772522,-0.0003190041,
9.445168,578.7438,17.84477,676.4106,352.7191,207.5959,2.097063,569.9091,18.20886,681.081,352.7197,207.5692,2.097202,0.97402,0.001136615,8.834717,-0.3640919,-4.670349,-0.000579834,0.0266571,-0.000138998,
9.450169,578.7397,17.84705,676.4028,352.7203,207.5415,2.097418,569.9006,18.2112,681.0648,352.7211,207.5149,2.097545,0.9745979,0.00113096,8.839172,-0.364151,-4.661987,-0.000793457,0.02664185,-0.0001270771,
9.455169,578.7357,17.84934,676.3948,352.7219,207.4883,2.097635,569.8921,18.21353,681.0486,352.7227,207.4617,2.097772,0.975153,0.001132845,8.843567,-0.364193,-4.653809,-0.000793457,0.02656555,-0.0001375675,
9.460169,578.7315,17.85163,676.3868,352.7234,207.4354,2.097843,569.8837,18.21586,681.0324,352.7242,207.4097,2.097911,0.9756832,0.001129075,8.847778,-0.3642235,-4.645569,-0.0008239746,0.02571106,-6.818771E-05,
9.465169,578.7275,17.85393,676.3787,352.7252,207.3827,2.098019,569.8754,18.21819,681.0162,352.726,207.3573,2.098086,0.9761982,0.001117231,8.852112,-0.3642559,-4.637451,-0.0008544922,0.02545166,-6.723404E-05,
9.470169,578.7233,17.85623,676.3707,352.727,207.3316,2.098001,569.8672,18.22047,681.0002,352.7278,207.3074,2.098047,0.9766884,0.001117766,8.85614,-0.3642406,-4.629517,-0.000793457,0.02416992,-4.506111E-05,
9.475169,578.7191,17.85856,676.3623,352.7289,207.28,2.098047,569.8588,18.22283,680.9838,352.7298,207.2556,2.09807,0.9771729,0.001121034,8.860291,-0.3642616,-4.62146,-0.0008850098,0.02436829,-2.241135E-05,
9.480169,578.7148,17.86089,676.354,352.7309,207.2292,2.09798,569.8505,18.22514,680.9676,352.7319,207.2059,2.097924,0.9776325,0.001132845,8.864319,-0.3642521,-4.613586,-0.00100708,0.02330017,5.578995E-05,
9.485169,578.7106,17.86324,676.3456,352.733,207.1787,2.097871,569.8422,18.22747,680.9514,352.7342,207.155,2.097893,0.9780712,0.001129075,8.868408,-0.3642311,-4.605774,-0.001190186,0.0236969,-2.193451E-05,
9.49017,578.7063,17.86559,676.3372,352.7354,207.1283,2.097754,569.8339,18.2298,680.9351,352.7364,207.1061,2.097618,0.9784966,0.001121536,8.872437,-0.3642044,-4.597961,-0.001037598,0.02218628,0.0001363754,
9.49517,578.702,17.86795,676.3286,352.7378,207.0788,2.09752,569.8256,18.23212,680.9189,352.7389,207.0567,2.097416,0.9789028,0.00113096,8.876404,-0.3641739,-4.590271,-0.001098633,0.02215576,0.0001034737,
9.50017,578.6976,17.87033,676.3199,352.7403,207.0292,2.0973,569.8171,18.23447,680.9025,352.7416,207.0081,2.097044,0.9792957,0.00112719,8.880432,-0.3641376,-4.582581,-0.001281738,0.02113342,0.0002555847,
9.50517,578.6933,17.87271,676.3113,352.7431,206.981,2.09689,569.8089,18.23677,680.8864,352.7442,206.9594,2.096795,0.97966,0.00112342,8.884399,-0.364069,-4.575134,-0.00112915,0.02168274,9.489059E-05,
9.51017,578.6888,17.87512,676.3023,352.7457,206.9326,2.096518,569.8005,18.23914,680.8699,352.7471,206.9107,2.096382,0.9800148,0.00113473,8.888306,-0.3640194,-4.567627,-0.001373291,0.02185059,0.0001356602,
9.51517,578.6843,17.87752,676.2935,352.7487,206.8844,2.096111,569.7921,18.24147,680.8536,352.75,206.8632,2.095902,0.9803505,0.001132845,8.892151,-0.3639488,-4.56012,-0.001281738,0.02122498,0.0002086163,
9.52017,578.6798,17.87993,676.2845,352.7516,206.8371,2.095589,569.7838,18.2438,680.8373,352.753,206.8167,2.095289,0.9806652,0.0011385,8.895996,-0.3638687,-4.552795,-0.001403809,0.02037048,0.000300169,
9.52517,578.6753,17.88236,676.2755,352.7548,206.7903,2.095006,569.7756,18.24612,680.821,352.7562,206.7695,2.094764,0.9809647,0.001129075,8.899658,-0.3637581,-4.545471,-0.001434326,0.02075195,0.000241518,
9.53017,578.6708,17.8848,676.2664,352.7581,206.7433,2.094477,569.7674,18.24846,680.8045,352.7595,206.7234,2.094114,0.9812431,0.00112342,8.903381,-0.3636627,-4.538147,-0.001403809,0.01991272,0.0003633499,
9.535171,578.6663,17.88721,676.2573,352.7614,206.6982,2.093772,569.7593,18.25074,680.7884,352.7628,206.6784,2.093498,0.9814968,0.001098215,8.906982,-0.3635292,-4.531067,-0.001373291,0.01986694,0.0002746582,
9.540171,578.6617,17.88965,676.2481,352.7648,206.6524,2.093153,569.7512,18.25306,680.772,352.7662,206.6332,2.092766,0.9817371,0.001097614,8.910522,-0.3634148,-4.523865,-0.001403809,0.01922607,0.0003871918,
9.545171,578.6571,17.89207,676.239,352.7683,206.6079,2.092369,569.7431,18.25535,680.7559,352.7698,206.5895,2.091954,0.9819546,0.00110081,8.914001,-0.3632774,-4.516907,-0.001556396,0.0184021,0.0004141331,
9.550171,578.6524,17.89453,676.2295,352.7719,206.5632,2.091595,569.7349,18.25768,680.7394,352.7735,206.5451,2.091111,0.9821644,0.001100117,8.917542,-0.3631554,-4.509888,-0.001525879,0.01818848,0.0004842281,
9.555171,578.6478,17.89698,676.2201,352.7757,206.5188,2.090783,569.7267,18.26,680.7231,352.7773,206.5015,2.090236,0.9823513,0.001106461,8.921082,-0.3630161,-4.502991,-0.001617432,0.01733398,0.0005471706,
9.560171,578.6432,17.89944,676.2106,352.7796,206.4755,2.089831,569.7186,18.26229,680.7068,352.7812,206.4586,2.089326,0.9825172,0.001102693,8.924561,-0.3628521,-4.496216,-0.001617432,0.01690674,0.0005049706,
9.565171,578.6384,17.90193,676.201,352.7836,206.4321,2.088891,569.7104,18.26462,680.6904,352.7852,206.415,2.088409,0.9826717,0.001102693,8.92804,-0.3626957,-4.489441,-0.001586914,0.01708984,0.0004816055,
9.570171,578.6337,17.90441,676.1914,352.7877,206.389,2.087888,569.7023,18.26694,680.6741,352.7894,206.3724,2.087397,0.9828033,0.001108345,8.931396,-0.3625278,-4.482666,-0.001678467,0.0166626,0.0004913807,
9.575171,578.6289,17.9069,676.1816,352.7919,206.3471,2.086745,569.6941,18.26925,680.6578,352.7935,206.3309,2.086251,0.9829197,0.001113998,8.934814,-0.3623447,-4.476135,-0.001647949,0.01623535,0.0004935265,
9.580172,578.6241,17.90942,676.1718,352.7962,206.3046,2.085666,569.6859,18.27159,680.6412,352.7979,206.2886,2.085113,0.9830189,0.001107723,8.938232,-0.3621674,-4.469482,-0.001739502,0.01600647,0.0005538464,
9.585172,578.6193,17.91193,676.1619,352.8006,206.263,2.084472,569.6778,18.2739,680.6249,352.8024,206.247,2.083953,0.9830971,0.001117766,8.941467,-0.3619633,-4.462952,-0.001800537,0.01600647,0.0005185604,
9.590172,578.6144,17.91446,676.1519,352.8053,206.2225,2.083143,569.6697,18.27619,680.6085,352.807,206.2061,2.082704,0.9831581,0.001105821,8.944641,-0.3617344,-4.456543,-0.001708984,0.01638794,0.0004389286,
9.595172,578.6095,17.91701,676.1418,352.8098,206.181,2.081925,569.6616,18.27853,680.5918,352.8116,206.1648,2.081392,0.9832058,0.001099507,8.947876,-0.361515,-4.450012,-0.001800537,0.0161438,0.0005331039,
9.600172,578.6046,17.91954,676.1318,352.8146,206.1405,2.080572,569.6536,18.28082,680.5754,352.8165,206.125,2.080017,0.9832287,0.00110081,8.950928,-0.3612766,-4.443604,-0.001861572,0.01551819,0.0005548,
9.605172,578.5997,17.92208,676.1217,352.8194,206.1011,2.079135,569.6457,18.28311,680.5591,352.8212,206.0858,2.078623,0.9832401,0.001098926,8.953979,-0.3610268,-4.437378,-0.001800537,0.01530457,0.0005123615,
9.610172,578.5948,17.92462,676.1115,352.8244,206.0616,2.077727,569.6376,18.2854,680.5427,352.8263,206.0473,2.077111,0.9832287,0.001077301,8.957153,-0.3607788,-4.431152,-0.00189209,0.01426697,0.0006160736,
9.615172,578.5898,17.92717,676.1013,352.8294,206.0235,2.076129,569.6298,18.28767,680.5264,352.8312,206.0087,2.075683,0.983202,0.001088152,8.960022,-0.360508,-4.42511,-0.001831055,0.01487732,0.0004460812,
9.620173,578.5848,17.92974,676.0908,352.8345,205.9841,2.074697,569.6216,18.29001,680.5098,352.8365,205.9703,2.074038,0.9831562,0.001097042,8.963196,-0.3602715,-4.418945,-0.002044678,0.01383972,0.0006585121,
9.625173,578.5799,17.93229,676.0806,352.8398,205.9459,2.073098,569.6137,18.29228,680.4936,352.8417,205.9327,2.072472,0.9830971,0.001089509,8.966187,-0.359993,-4.412964,-0.00189209,0.01322937,0.000626564,
9.630173,578.5748,17.93486,676.0702,352.8451,205.9086,2.071391,569.6057,18.29457,680.4772,352.8471,205.8958,2.070765,0.9830189,0.001097042,8.969116,-0.3597088,-4.407043,-0.001953125,0.01281738,0.0006258488,
9.635173,578.5697,17.93745,676.0596,352.8506,205.8713,2.06967,569.5977,18.29688,680.4607,352.8525,205.8579,2.069106,0.9829235,0.001094413,8.972046,-0.3594246,-4.401123,-0.00189209,0.01339722,0.0005638599,
9.640173,578.5646,17.94004,676.049,352.8561,205.8349,2.06784,569.5897,18.29916,680.4444,352.8581,205.8219,2.067274,0.982811,0.001110229,8.974976,-0.3591213,-4.395447,-0.001953125,0.01300049,0.0005662441,
9.645173,578.5594,17.94266,676.0382,352.8618,205.7977,2.066094,569.5816,18.30149,680.4277,352.8638,205.7847,2.065475,0.9826775,0.001121536,8.977844,-0.3588333,-4.389526,-0.00201416,0.01298523,0.000619173,
9.650173,578.5544,17.94525,676.0275,352.8676,205.762,2.064167,569.5737,18.30375,680.4114,352.8694,205.7502,2.063481,0.9825325,0.001106461,8.980713,-0.3584938,-4.383911,-0.001831055,0.01177979,0.0006866455,
9.655173,578.5491,17.94788,676.0167,352.8735,205.7263,2.062225,569.5658,18.30604,680.3948,352.8754,205.7141,2.06157,0.9823627,0.001104577,8.983337,-0.3581543,-4.378174,-0.001861572,0.01216125,0.000654459,
9.660173,578.5439,17.95051,676.0058,352.8795,205.6903,2.060323,569.5579,18.30833,680.3782,352.8814,205.6785,2.059598,0.9821758,0.001091392,8.986084,-0.3578148,-4.372437,-0.001983643,0.01174927,0.0007255077,
9.665174,578.5388,17.95313,675.9949,352.8855,205.6559,2.058214,569.55,18.31059,680.3619,352.8876,205.6437,2.0576,0.9819794,0.001087625,8.988831,-0.3574524,-4.367004,-0.002075195,0.01213074,0.0006141663,
9.670174,578.5334,17.95579,675.9838,352.8917,205.6211,2.056143,569.5421,18.31289,680.3452,352.8938,205.609,2.055481,0.9817581,0.001077301,8.991394,-0.3570938,-4.361389,-0.002105713,0.01210022,0.0006623268,
9.675174,578.5283,17.95844,675.9727,352.8979,205.5868,2.054022,569.5341,18.31517,680.3287,352.9,205.5751,2.05333,0.9815216,0.001078211,8.994141,-0.3567257,-4.356018,-0.002075195,0.01170349,0.0006918907,
9.680174,578.523,17.96108,675.9616,352.9042,205.5533,2.051922,569.5263,18.31743,680.3123,352.9064,205.5424,2.051114,0.9812717,0.001055991,8.996704,-0.356348,-4.350647,-0.00213623,0.01089478,0.0008080006,
9.685174,578.5178,17.96372,675.9504,352.9107,205.5202,2.04976,569.5184,18.31969,680.2958,352.9128,205.5089,2.048977,0.9810047,0.001046884,8.999329,-0.355978,-4.345398,-0.00213623,0.01127625,0.0007827282,
9.690174,578.5123,17.96636,675.9391,352.9173,205.4872,2.047583,569.5105,18.32198,680.2793,352.9193,205.4767,2.046623,0.9807186,0.001074445,9.001831,-0.3556213,-4.340149,-0.001983643,0.01049805,0.0009608269,
9.695174,578.5071,17.96901,675.928,352.9239,205.4539,2.045444,569.5026,18.32425,680.2628,352.9259,205.4445,2.044342,0.9804192,0.001057882,9.004456,-0.3552475,-4.334839,-0.001953125,0.00932312,0.001102209,
9.700174,578.5018,17.97165,675.9167,352.9306,205.4225,2.04305,569.4948,18.3265,680.2465,352.9326,205.4132,2.042084,0.9801006,0.001063993,9.006958,-0.3548527,-4.329834,-0.001983643,0.009292603,0.0009660721,
9.705174,578.4963,17.97433,675.9052,352.9373,205.3908,2.040693,569.4869,18.32878,680.23,352.9395,205.3815,2.039753,0.9797649,0.001078691,9.009338,-0.3544559,-4.324768,-0.002105713,0.009246826,0.0009400845,
9.710175,578.4909,17.977,675.8937,352.9442,205.3595,2.038275,569.4791,18.33105,680.2135,352.9464,205.3502,2.037389,0.9794121,0.00108626,9.011841,-0.3540535,-4.319824,-0.00213623,0.009262085,0.0008866787,
9.715175,578.4855,17.97968,675.8821,352.9514,205.3282,2.035842,569.4713,18.33331,680.1969,352.9533,205.3198,2.03489,0.9790382,0.001073015,9.014221,-0.3536243,-4.314819,-0.001983643,0.008468628,0.000951767,
9.720175,578.48,17.98237,675.8704,352.9584,205.2978,2.033305,569.4635,18.33555,680.1804,352.9607,205.2894,2.032403,0.9786491,0.001072563,9.016541,-0.3531837,-4.309937,-0.002258301,0.008422852,0.0009021759,
9.725175,578.4745,17.98507,675.8587,352.9656,205.2667,2.03085,569.4556,18.33783,680.1636,352.9678,205.2586,2.029886,0.9782429,0.001055991,9.018921,-0.3527527,-4.304932,-0.002197266,0.008041382,0.0009641647,
9.730175,578.4691,17.98776,675.847,352.973,205.2371,2.028191,569.4479,18.34006,680.1472,352.9752,205.2291,2.027322,0.9778233,0.001063151,9.021118,-0.3522968,-4.300171,-0.002166748,0.008041382,0.0008687973,
9.735175,578.4635,17.99048,675.8351,352.9804,205.208,2.025471,569.4401,18.34232,680.1306,352.9826,205.1996,2.024667,0.9773808,0.001063151,9.023376,-0.3518314,-4.295532,-0.002197266,0.008407593,0.0008041859,
9.740175,578.4579,17.99321,675.8231,352.9879,205.1789,2.022745,569.4323,18.34458,680.114,352.9901,205.1701,2.021996,0.976923,0.001055991,9.025635,-0.3513641,-4.290833,-0.002197266,0.008789063,0.0007483959,
9.745175,578.4523,17.99594,675.8111,352.9956,205.1498,2.020003,569.4244,18.34684,680.0973,352.9978,205.1418,2.019161,0.9764442,0.001061269,9.027893,-0.3508968,-4.286194,-0.002197266,0.008010864,0.0008425713,
9.750175,578.4467,17.99867,675.7991,353.0033,205.1208,2.017271,569.4166,18.3491,680.0806,353.0055,205.1132,2.016399,0.9759521,0.001055991,9.03009,-0.3504276,-4.281494,-0.002227783,0.007614136,0.0008718967,
9.755176,578.4412,18.00138,675.7872,353.011,205.0934,2.014397,569.409,18.35132,680.0643,353.0132,205.0858,2.013644,0.9754562,0.001052208,9.032227,-0.3499317,-4.2771,-0.002197266,0.007598877,0.000752449,
9.760176,578.4355,18.00412,675.7751,353.0189,205.0652,2.01161,569.4011,18.35358,680.0477,353.0211,205.0588,2.010684,0.9749336,0.001059774,9.034424,-0.3494644,-4.272583,-0.002288818,0.006408691,0.0009264946,
9.765176,578.43,18.00683,675.763,353.0269,205.0386,2.008618,569.3934,18.3558,680.0313,353.0289,205.0314,2.007897,0.9744034,0.001065894,9.03656,-0.3489666,-4.268311,-0.001983643,0.007232666,0.0007214546,
9.770176,578.4243,18.00958,675.7507,353.0349,205.0116,2.005669,569.3856,18.35806,680.0146,353.037,205.0044,2.004923,0.9738426,0.001083005,9.038635,-0.3484802,-4.263977,-0.002166748,0.007202148,0.0007457733,
9.775176,578.4186,18.01233,675.7384,353.043,204.9855,2.002609,569.3779,18.36028,679.9982,353.045,204.9787,2.001874,0.973278,0.001081103,9.040649,-0.3479557,-4.259766,-0.00201416,0.006820679,0.0007348061,
9.780176,578.4128,18.01508,675.726,353.0511,204.9586,1.999641,569.3702,18.36252,679.9814,353.0533,204.9518,1.998866,0.9726868,0.001080093,9.042664,-0.347435,-4.255432,-0.002227783,0.006790161,0.000775218,
9.785176,578.4072,18.01783,675.7138,353.0596,204.9329,1.996509,569.3626,18.36471,679.965,353.0616,204.9273,1.995703,0.9720879,0.001055991,9.044556,-0.3468761,-4.251221,-0.00201416,0.005645752,0.0008054972,
9.790176,578.4015,18.0206,675.7013,353.0679,204.908,1.993284,569.355,18.36691,679.9485,353.0699,204.9024,1.992531,0.9714737,0.001035479,9.046509,-0.3463097,-4.247192,-0.001983643,0.005630493,0.0007525682,
9.795177,578.3956,18.02338,675.6887,353.0766,204.8824,1.990135,569.3472,18.36915,679.9317,353.0785,204.8763,1.989374,0.9708252,0.001044644,9.048401,-0.3457718,-4.243042,-0.00189209,0.006072998,0.0007611513,
9.800177,578.3898,18.02615,675.6761,353.0851,204.8568,1.986985,569.3395,18.37138,679.915,353.0873,204.8516,1.986105,0.9701653,0.001046535,9.050354,-0.3452339,-4.238892,-0.002227783,0.005203247,0.0008791685,
9.805177,578.3841,18.02892,675.6636,353.0939,204.8332,1.983581,569.3319,18.37356,679.8986,353.0957,204.8271,1.982924,0.9695053,0.001031678,9.052185,-0.3446426,-4.235046,-0.001861572,0.00604248,0.0006569624,
9.810177,578.3782,18.03173,675.6507,353.1025,204.8087,1.980271,569.3241,18.37581,679.8818,353.1046,204.8031,1.979498,0.968811,0.001035479,9.054077,-0.3440781,-4.231079,-0.002075195,0.005615234,0.0007727146,
9.815177,578.3723,18.03452,675.6379,353.1115,204.7848,1.976901,569.3164,18.37803,679.8652,353.1136,204.7792,1.976135,0.9681015,0.001049979,9.055908,-0.3435059,-4.227234,-0.002105713,0.005615234,0.0007652044,
9.820177,578.3665,18.03732,675.6251,353.1204,204.7612,1.973476,569.3087,18.38025,679.8485,353.1226,204.7564,1.972627,0.9673767,0.001050317,9.057739,-0.342926,-4.223389,-0.002197266,0.004806519,0.0008493662,
9.825177,578.3606,18.04013,675.6122,353.1295,204.7384,1.969963,569.301,18.38246,679.832,353.1315,204.734,1.969115,0.9666405,0.001050317,9.05957,-0.3423271,-4.219727,-0.002075195,0.004440308,0.0008474588,
9.830177,578.3546,18.04293,675.5993,353.1385,204.7161,1.966455,569.2933,18.38467,679.8154,353.1405,204.7108,1.965706,0.9658966,0.001061665,9.061279,-0.3417377,-4.216064,-0.001983643,0.005218506,0.0007486343,
9.835177,578.3487,18.04574,675.5864,353.1477,204.6934,1.96298,569.2856,18.38689,679.7988,353.1498,204.6889,1.962131,0.965126,0.001076328,9.063049,-0.3411522,-4.212402,-0.002105713,0.004425049,0.0008490086,
9.840178,578.3428,18.04853,675.5734,353.157,204.6718,1.959357,569.2781,18.38906,679.7822,353.159,204.6678,1.957997,0.9643517,0.001063557,9.064697,-0.3405228,-4.208862,-0.001953125,0.004058838,0.001360059,
9.845178,578.3368,18.05135,675.5602,353.1664,204.6499,1.955775,569.2704,18.39125,679.7654,353.1684,204.6455,1.954484,0.9635468,0.001055991,9.066345,-0.339901,-4.205261,-0.002075195,0.00440979,0.001290798,
9.850178,578.3309,18.05416,675.5471,353.1759,204.6284,1.952132,569.2629,18.39342,679.7489,353.1778,204.6244,1.950902,0.9627342,0.001044336,9.067993,-0.3392601,-4.201782,-0.001922607,0.004043579,0.00123024,
9.855178,578.3249,18.05698,675.5339,353.1855,204.6073,1.948435,569.2553,18.3956,679.7322,353.1874,204.604,1.947193,0.9618988,0.001031408,9.06958,-0.3386173,-4.198303,-0.001983643,0.003250122,0.001242042,
9.860178,578.3188,18.0598,675.5208,353.1952,204.5878,1.944541,569.2478,18.39775,679.7158,353.1968,204.5837,1.943556,0.9610672,0.001034931,9.070984,-0.337944,-4.195068,-0.001586914,0.004119873,0.0009847879,
9.865178,578.3127,18.06266,675.5072,353.2049,204.566,1.940919,569.24,18.39998,679.6987,353.2069,204.5631,1.939705,0.9601746,0.001023847,9.072754,-0.3373203,-4.191528,-0.001983643,0.002868652,0.00121367,
9.870178,578.3067,18.06547,675.4941,353.2148,204.5469,1.936964,569.2325,18.40211,679.6824,353.2163,204.5439,1.935965,0.9593163,0.001025737,9.074158,-0.3366413,-4.188354,-0.001525879,0.002960205,0.0009987354,
9.875178,578.3006,18.06834,675.4805,353.2246,204.5266,1.933143,569.2248,18.40433,679.6655,353.2263,204.5233,1.932166,0.9584045,0.001025737,9.075806,-0.3359909,-4.185059,-0.001739502,0.003295898,0.0009771585,
9.880178,578.2945,18.07117,675.4671,353.2347,204.5064,1.929305,569.2172,18.40651,679.6488,353.2364,204.5043,1.928249,0.9574852,0.001027877,9.077332,-0.3353386,-4.181702,-0.001739502,0.002151489,0.001055121,
9.885179,578.2885,18.07402,675.4537,353.2448,204.4889,1.925144,569.2097,18.40865,679.6325,353.2464,204.4856,1.924427,0.9565697,0.001029777,9.078735,-0.3346291,-4.178833,-0.001617432,0.003311157,0.0007169247,
9.890179,578.2822,18.07691,675.4398,353.2547,204.4702,1.92112,569.202,18.41087,679.6155,353.2567,204.4681,1.92021,0.9556046,0.0010541,9.0802,-0.3339577,-4.175781,-0.001922607,0.002090454,0.0009102821,
9.895179,578.2759,18.07978,675.4261,353.2654,204.4512,1.917111,569.1943,18.41307,679.5988,353.2671,204.4491,1.916229,0.954628,0.001080093,9.081604,-0.3332901,-4.172668,-0.001739502,0.00213623,0.0008816719,
9.900179,578.2698,18.08264,675.4124,353.2756,204.4333,1.912983,569.1867,18.41523,679.5821,353.2774,204.4309,1.912234,0.9536552,0.0010754,9.083069,-0.3325901,-4.169678,-0.001800537,0.002487183,0.0007491112,
9.905179,578.2636,18.0855,675.3987,353.2859,204.4163,1.908846,569.1793,18.41735,679.5656,353.2876,204.413,1.908263,0.9526749,0.001044644,9.084351,-0.3318424,-4.16687,-0.001678467,0.00328064,0.0005824566,
9.910179,578.2574,18.08837,675.3848,353.2966,204.3981,1.904826,569.1716,18.41951,679.5487,353.2983,204.396,1.904038,0.9516487,0.00103708,9.085754,-0.3311462,-4.163879,-0.001739502,0.00213623,0.0007882118,
9.915179,578.2512,18.09121,675.3712,353.3069,204.3818,1.900589,569.1642,18.42161,679.5323,353.3085,204.3789,1.900012,0.9506454,0.001018374,9.087036,-0.3304062,-4.161133,-0.001586914,0.002929688,0.0005762577,
9.920179,578.2449,18.09408,675.3572,353.3176,204.3655,1.896337,569.1567,18.42375,679.5156,353.3191,204.363,1.895741,0.949604,0.001008872,9.088196,-0.3296642,-4.158386,-0.001495361,0.002548218,0.0005954504,
9.925179,578.2386,18.09696,675.3432,353.3282,204.3489,1.892125,569.149,18.4259,679.4988,353.3301,204.3472,1.891402,0.9485359,0.001005071,9.089539,-0.3289394,-4.15564,-0.00189209,0.001708984,0.0007230043,
